,mslp
0,100515.8125
1,100400.0625
2,100498.5625
3,100554.0
4,100447.625
5,100403.6875
6,100473.3125
7,100504.625
8,100374.0625
9,100265.0
10,100320.875
11,100388.0625
12,100252.5625
13,100212.6875
14,100275.25
15,100301.0
16,100177.0625
17,100104.375
18,100218.25
19,100299.8125
20,100133.1875
21,100070.5
22,100131.5
23,100042.3125
24,99885.375
25,99813.5
26,99925.3125
27,99937.625
28,99792.9375
29,99679.25
30,99862.0
31,99882.625
32,99807.25
33,99744.6875
34,100012.75
35,100129.1875
36,99989.5
37,99973.25
38,100082.625
39,99976.625
40,99840.5625
41,99705.875
42,100061.875
43,100074.6875
44,99974.375
45,99969.5625
46,100556.875
47,100576.1875
48,100452.0
49,100300.75
50,100743.625
51,100598.8125
52,100511.0625
53,100488.6875
54,100577.25
55,100547.375
56,100490.6875
57,100546.0625
58,100805.6875
59,100883.6875
60,100723.25
61,100522.8125
62,100537.0
63,100457.3125
64,100394.375
65,100387.5
66,100335.3125
67,100219.5625
68,100151.0
69,100195.6875
70,100195.0
71,100217.0
72,100287.375
73,100414.625
74,100517.4375
75,100543.25
76,100626.625
77,100676.0
78,100782.5625
79,100849.5625
80,100909.25
81,101150.3125
82,101215.3125
83,101313.125
84,101467.0
