,outcape,outinst_10m_wnd_gst,outinst_moisture_flux,outinst_ssh_flux,outsurfmean_swr_flux,outsurfmean_lhf,outsurfmean_lwr_flux,outsurfmean_shf,outdwnwrdmean_swr_flux,outtopmean_lwr_flux,outtopmean_swr_flux,outvimean_moisture_div,outsurf_lhf,outsurf_shf,outtot_suprcool_liqwtr,outtot_wtr_vpr
26,914.59296875,11.783735806494951,-5.0635701821496086e-05,-8.304500325520833,0.0,-131.332763671875,-32.598779296875,-8.379378255208334,0.0,-208.9994099934896,0.0,-6.407064696153005e-05,-472798.06666666665,-30165.666666666668,0.0325814962387085,59.511683932940166
27,931.2845377604167,11.697000213339924,-5.084845082213481e-05,-9.06043701171875,0.0,-128.61458740234374,-34.02125651041667,-10.312764485677084,0.0,-209.66291097005208,0.0,-5.953448514143626e-05,-463012.6,-37125.28333333333,0.029890124003092447,59.267432657877606
28,896.9375,11.608472994466622,-5.155170413975914e-05,-11.123441569010417,0.0,-127.34213053385416,-34.83165690104167,-12.097615559895834,0.0,-212.1974344889323,0.0,-8.182600140571594e-05,-458431.18333333335,-43551.36666666667,0.029769523938496908,59.02068532307943
29,792.9066731770833,11.862141799926757,-5.214328023915489e-05,-10.869490559895834,11.431876627604167,-131.46859944661458,-34.057794189453126,-11.049300130208334,94.407763671875,-217.17739868164062,54.23006998697917,-7.073618471622466e-05,-473285.45,-39778.066666666666,0.02734678586324056,58.86849568684896
30,737.0966796875,11.708391999515394,-5.150525636660556e-05,-8.751277669270833,234.96622314453126,-128.83701985677084,-35.220604451497394,-9.616597493489584,885.9671956380208,-219.6046590169271,610.2616780598959,-5.3009515007336934e-05,-463812.75,-34619.78333333333,0.026960047086079915,59.12388975719611
31,819.7804361979166,11.531983143215378,-5.0445455902566515e-05,-7.330135091145833,348.8362752278646,-127.79066975911458,-34.43111775716146,-8.713330078125,1122.7975341796875,-220.54344889322917,816.8483723958333,-7.557136317094167e-05,-460046.2833333333,-31368.583333333332,0.03143839836120606,59.02370045979818
32,846.1369294605809,11.208691980674306,-4.754078485597219e-05,-5.5743200531639,142.7601627334025,-120.22830187532416,-33.23668369910529,-6.744070725816909,633.9640090119294,-217.56635863751296,413.4019952671162,-6.173895787895962e-05,-432822.0580912863,-24278.69294605809,0.030660747987106135,58.66159440076203
33,971.3721028645833,11.087056967336684,-4.485605750232935e-05,-4.946744791666666,0.0026774088541666667,-113.20578206380209,-33.10789998372396,-4.77288818359375,0.29115397135416665,-214.81779988606772,0.15947265625,-4.6988700826962786e-05,-407540.15,-17183.416666666668,0.0270628293355306,58.46131235758464
34,1001.9119140625,11.027851538406685,-4.492013055520753e-05,-5.95496826171875,0.0,-108.81065266927084,-34.066672770182294,-5.479508463541666,0.0,-210.09459635416667,0.0,-5.0652648011843365e-05,-391718.6666666667,-19727.666666666668,0.02756356398264567,58.48352813720703
35,1069.3474283854166,11.388616098308315,-4.569499869830906e-05,-6.4623291015625,0.0,-112.05822347005208,-34.45836385091146,-7.414298502604167,0.0,-211.52146809895834,0.0,-2.5384748975435894e-05,-403410.25,-26690.95,0.0313863197962443,57.82096043328444
