,shear_1000_200,shear_1000_300,shear_1000_500,shear_1000_700,shear_1000_850,shear_850_200,shear_850_250,shear_850_300,shear_850_500,shear_925_200,shear_925_250
0,12.028885968283673,8.309815157553142,5.914286095347294,3.7973600317850167,2.3790450992557455,11.084061258239672,9.503129726070135,7.824193889315938,5.411312107935858,11.910553045997707,10.106480253483944
1,11.088734975038097,7.205234783616228,5.3735012882971205,3.7005185390337525,2.4564078208223994,10.259214775484482,8.388932648093517,6.925046780965446,5.159127636021003,11.034684999351157,8.948973672941793
2,11.79584467226329,7.4594671450594126,5.9445704579314524,4.266078900805829,2.376552961197255,10.778680979887334,8.784119081644652,6.748598586651497,5.460243474727031,11.597778987967953,9.537116424801448
3,11.922666671779007,7.099858863036691,5.804294672693262,4.351753821726501,2.369223927000227,10.887480386377623,8.480569904022074,6.364264245393375,5.272002292536005,11.66296777673221,9.144308896765384
4,11.754891861990716,6.6426700697474494,5.601453962757175,4.250783125521654,2.2588526178088313,10.963811396621168,8.19055336508318,6.134822423187628,4.967208789784733,11.687559994387751,8.714762540567124
5,10.941293441116189,6.417366940246818,5.693029970904657,4.331959070938562,2.3863067556473347,10.414725299773272,8.173319405251338,6.055818121911337,4.7085305412959615,11.059844558332891,8.501705232212165
6,11.023754684464075,7.050837749933513,6.164905607087227,4.570315028948244,2.6024026029976084,10.293315454710198,8.47117961984671,6.495330389185498,4.836366771941539,11.090499397363358,8.936582182519002
7,9.898799093882554,6.762594212098823,5.903672724686718,4.35592592478885,2.56831564832634,9.427525851968676,8.23845578955176,6.351098895515316,4.649089097155956,10.027920425198197,8.607698043777297
8,8.971297673955753,6.3562969918479215,5.561999820180548,4.242801965167746,2.544858236328582,8.829279493061282,7.740550063605769,6.273738998523913,4.544270724242961,9.29442366603762,8.136970611386156
9,9.007869465113618,6.316769628523616,5.299182571433873,4.377944725740235,2.6266034113801044,8.954098414162097,7.607903829020992,6.331102891631114,4.338561960756002,9.392498225381132,8.075339880259223
10,9.932201524234067,7.079744503953649,4.9553421066268735,4.770616365037858,2.6900503239109335,10.074423542137568,8.240372613829095,7.019186271018892,4.093247409075654,10.33282405398786,8.582140506237435
11,10.194604659142593,7.328899346043666,5.137694285534478,4.95399013904389,2.7187468483258272,10.352347302429068,8.24804272223264,7.092292095136751,4.1520242769736795,10.578391086372237,8.606920419509212
12,10.506812075752531,7.384863980585942,5.305916502976713,5.088056655187392,2.8163168837253276,10.699875246721785,8.445379375875927,7.018157366843662,4.084250587276377,11.039962034393103,8.988021072388316
13,10.232772522219845,7.133109415725145,5.5418093306167675,5.037966531920635,2.8062171891957406,10.474503334739712,8.451034804127024,6.810127227695193,4.079903901469273,10.942695734541243,9.132749728742056
14,10.810874714883223,7.59422084746237,6.086954548879608,5.403798948217926,3.0827044159221306,10.857471959905011,9.310715008952126,7.231917507931033,4.574274321963926,11.50558144581423,10.119788106463277
15,10.96033984986522,7.745389457208997,6.359803512252014,5.312285743426765,3.16994249252845,10.911052378414508,9.630477812560276,7.316234804043779,4.783030342815134,11.720797095734936,10.513948437878087
16,10.878311559713135,7.751830764394254,6.230334722852179,5.106174832347703,3.2331960405630524,10.956246467369299,9.666738299804274,7.496541371173225,4.827394813574696,11.71325031754095,10.512355637884077
