,mslp
0,100620.375
1,100647.9375
2,100689.75
3,100574.125
4,100475.0625
5,100440.8125
6,100505.375
7,100456.8125
8,100294.25
9,100304.0625
10,100354.875
11,100324.375
12,100229.0
13,100195.8125
14,100318.1875
15,100280.6875
16,100121.9375
17,100105.8125
18,100043.25
19,100006.75
20,99827.25
21,99840.125
22,99928.4375
23,99897.0625
24,99750.4375
25,99731.0
26,99527.4375
27,99403.1875
28,99295.5
29,99330.4375
30,99301.5
31,99116.125
32,98940.625
33,98910.1875
34,98664.5625
35,98478.75
36,98304.8125
37,98256.5625
38,98478.25
39,98584.375
40,98750.5
41,98891.625
42,99107.8125
43,99187.6875
44,99135.5625
45,99216.9375
46,99305.8125
47,99338.8125
48,99487.1875
