,mslp
0,100479.625
1,100659.125
2,100730.0
3,100590.0
4,100456.0
5,100587.25
6,100624.125
7,100387.9375
8,100258.1875
9,100392.0
10,100441.4375
11,100334.375
12,100202.5
13,100282.0
14,100384.5625
15,100201.4375
16,100062.6875
17,100146.0
18,100178.375
19,100019.6875
20,99893.375
21,99942.3125
22,100043.125
23,99961.4375
24,99779.3125
25,99839.4375
26,99764.875
27,99610.125
28,99492.0625
29,99565.3125
30,99663.75
31,99513.875
32,99493.8125
33,99477.6875
34,99528.5
35,99430.0625
36,99452.3125
37,99545.375
38,99502.4375
39,99174.375
40,99123.125
41,99310.875
42,99600.0625
43,99590.125
44,99559.8125
45,99497.4375
46,99569.8125
47,99312.125
48,99379.4375
49,99204.375
50,99022.125
51,98775.5625
52,98586.125
53,98539.6875
54,98159.25
55,97069.25
56,95779.6875
57,94558.5625
58,93990.375
59,94233.0625
60,94237.3125
