,wind10
0,16.091184616088867
1,15.324110984802246
2,16.736106872558594
3,15.93384075164795
4,16.63532257080078
5,17.19841766357422
6,16.022350311279297
7,16.620988845825195
8,15.564112663269043
9,15.656302452087402
10,15.754826545715332
11,15.991891860961914
12,15.59373950958252
13,16.180612564086914
14,18.15571403503418
15,19.13934326171875
16,20.179122924804688
17,20.602916717529297
18,19.907155990600586
19,18.786182403564453
20,18.4070987701416
21,20.008060455322266
22,19.6077938079834
23,19.9576473236084
24,18.7476806640625
25,16.110483169555664
26,14.129352569580078
27,15.334701538085938
28,15.7338228225708
29,16.306039810180664
30,16.85321617126465
31,17.03327751159668
32,15.784540176391602
33,16.69544792175293
34,17.174589157104492
35,17.41608428955078
36,17.86121368408203
37,18.340686798095703
38,19.69053077697754
39,19.91805076599121
40,20.517173767089844
41,16.327226638793945
42,18.143125534057617
43,19.601919174194336
44,19.297344207763672
45,20.979745864868164
46,18.093454360961914
47,17.525423049926758
48,17.199539184570312
49,17.95330238342285
50,18.023897171020508
51,17.799232482910156
52,17.87285041809082
53,19.790796279907227
54,19.698055267333984
55,18.894332885742188
56,19.192577362060547
57,19.578697204589844
58,20.334964752197266
59,18.94809341430664
60,17.220380783081055
61,17.4561824798584
62,18.071062088012695
63,17.726211547851562
64,16.935848236083984
65,16.742860794067383
66,16.348554611206055
67,15.505763053894043
68,14.704276084899902
69,14.256321907043457
70,14.258979797363281
71,13.978671073913574
72,12.983853340148926
73,13.613600730895996
74,13.100112915039062
75,13.249903678894043
76,12.185937881469727
77,10.831089973449707
78,9.982211112976074
79,9.21857738494873
80,9.085548400878906
