,mslp
0,100722.875
1,100589.125
2,100402.6875
3,100594.25
4,100645.3125
5,100476.25
6,100346.0
7,100534.6875
8,100577.9375
9,100507.625
10,100347.1875
11,100510.3125
12,100588.0625
13,100416.125
14,100311.3125
15,100440.0
16,100500.75
17,100417.0
18,100241.3125
19,100338.9375
20,100442.0625
21,100341.0625
22,100209.25
23,100314.9375
24,100368.1875
25,100314.4375
26,100137.5625
27,100152.875
28,100234.875
29,100117.5
30,99898.625
31,99957.375
32,100095.0
33,99961.6875
34,99739.5625
35,99767.25
36,99717.625
37,99614.8125
38,99326.5625
39,99196.875
40,99263.6875
41,99126.4375
42,98939.5
43,98858.0
44,98926.8125
45,98861.9375
46,98758.3125
47,98613.9375
48,99028.5
49,99033.8125
50,99128.75
51,99458.8125
52,99889.5625
53,99870.5625
54,99477.25
55,99403.3125
56,99572.375
57,99585.75
58,99564.5625
59,99578.8125
60,99667.25
61,99542.125
62,99164.125
63,99088.4375
64,99254.75
65,99264.125
66,99250.5625
67,99270.3125
68,99201.25
69,99285.625
70,99090.25
71,99247.5625
72,99588.8125
73,99770.3125
74,99802.625
75,99789.75
76,99748.625
77,99863.5625
78,99954.375
79,100200.375
80,100417.0
81,100634.1875
82,100641.625
83,100630.0625
84,100911.75
85,101143.5625
86,100961.9375
87,100781.375
88,100874.5
89,101045.5625
90,101012.8125
91,100839.75
92,100860.375
93,101040.3125
94,100855.5
95,100718.0625
96,100811.25
97,100984.25
98,100941.875
99,100787.125
100,100834.25
101,101035.9375
102,100932.0625
103,100677.4375
104,100785.1875
105,100994.4375
106,100958.625
107,100824.4375
108,100926.8125
109,101163.25
110,101013.6875
111,100805.875
112,100936.25
113,101123.6875
114,101093.375
115,100915.0
116,100984.0
117,101246.0625
118,101196.6875
119,100962.875
120,101024.375
121,101274.125
122,101267.125
