,mslp
0,100619.0625
1,100692.4375
2,100777.1875
3,100596.6875
4,100498.8125
5,100586.75
6,100682.1875
7,100611.875
8,100549.75
9,100597.5625
10,100681.1875
11,100514.9375
12,100419.1875
13,100445.875
14,100481.5625
15,100301.0625
16,100095.5625
17,100135.75
18,100141.8125
19,99966.125
20,99785.625
21,99773.5625
22,99856.625
23,99566.1875
24,99378.4375
25,99353.0625
26,99061.0625
27,98844.9375
28,98529.1875
29,98591.0625
30,98522.375
31,98338.25
32,98075.0
33,98014.875
34,97920.1875
35,97699.4375
36,97340.4375
37,97165.5
38,96865.5625
39,96650.8125
40,96327.25
41,96052.6875
42,95651.6875
43,95289.0
44,95161.6875
45,94981.6875
46,95518.0
47,95857.3125
48,95945.5
49,96116.875
50,95445.0
51,95330.5625
52,95169.625
53,95209.9375
54,95198.625
55,95943.9375
56,96743.25
57,97107.75
58,97707.375
59,97871.1875
60,98145.6875
61,98644.125
62,98951.375
63,99249.875
64,99408.4375
65,99508.0625
66,99701.5
67,99855.0
68,99804.4375
69,99816.1875
70,100035.5
71,100159.1875
72,100121.875
73,100142.375
74,100329.6875
75,100411.375
76,100312.6875
