,mslp
0,101297.125
1,101204.3125
2,101058.5625
3,101089.9375
4,101205.9375
5,101021.75
6,100850.625
7,100859.125
8,100887.75
9,100818.9375
10,100685.375
11,100680.8125
12,100736.8125
13,100615.8125
14,100496.9375
15,100534.5625
16,100587.8125
17,100487.9375
18,100382.6875
19,100412.1875
20,100379.25
21,100221.9375
22,100096.875
23,100175.375
24,100182.5625
25,100081.375
26,100003.125
27,100043.25
28,100048.3125
29,99942.5
30,99849.25
31,99880.125
32,99888.3125
33,99762.75
34,99570.625
35,99498.75
36,99468.625
37,99282.4375
38,99058.9375
39,99041.25
40,98831.125
41,98757.375
42,98654.0
43,98656.625
44,98809.5625
45,98729.5
46,98588.3125
47,98601.9375
48,98485.375
49,98458.6875
50,98333.8125
51,98302.625
52,98098.0625
53,98015.1875
54,97929.0625
55,98009.1875
56,98773.9375
57,98958.6875
58,99132.8125
59,99404.0
60,99310.9375
61,99457.625
62,99567.25
63,99728.3125
64,99786.1875
65,99731.1875
66,99652.6875
67,99682.375
68,99588.8125
69,99470.0625
70,99485.3125
71,99544.75
72,99509.5625
73,99434.125
74,99380.125
75,99447.5625
76,99751.875
77,99649.6875
78,99677.1875
79,99830.3125
80,99941.0625
81,99944.9375
82,99990.6875
83,100139.8125
84,100216.125
85,100209.75
86,100305.0
87,100447.125
88,100532.1875
89,100470.4375
90,100432.6875
91,100491.75
92,100453.8125
93,100326.8125
94,100340.5
95,100430.4375
96,100407.4375
97,100392.0
98,100444.4375
99,100598.4375
100,100686.25
101,100705.4375
102,100790.5
103,100849.375
104,100890.0
105,100853.8125
106,100865.375
107,101047.9375
108,101091.125
109,101072.6875
110,101155.5
111,101330.75
112,101383.625
