,mslp
0,100710.125
1,100690.625
2,100608.375
3,100535.75
4,100644.8125
5,100544.5
6,100337.125
7,100278.5
8,100335.4375
9,100221.875
10,99973.5625
11,99924.1875
12,99673.75
13,99586.3125
14,99342.5
15,99177.9375
16,99378.4375
17,99127.6875
18,98903.625
19,98746.5
20,98837.8125
21,98610.5
22,98414.125
23,98264.125
24,98313.0
25,98276.8125
26,98069.5625
27,97859.375
28,97629.75
29,97590.5625
30,97241.6875
31,97024.5625
32,96428.375
33,96333.6875
34,96054.0625
35,95977.75
36,96286.875
37,96309.75
38,96092.9375
39,96071.8125
40,96159.5625
41,96262.125
42,96246.6875
43,96630.375
44,96820.0625
45,96882.875
46,96995.0
47,97120.4375
48,97685.5625
49,97945.5625
50,98159.125
51,98236.4375
52,98956.8125
53,99139.6875
54,99032.5
55,99076.75
56,99053.5625
57,99189.875
58,99180.25
59,99195.6875
60,99480.5625
61,99476.4375
62,99327.6875
63,99278.1875
64,99427.6875
65,99497.0625
66,99336.6875
67,99235.1875
68,99526.4375
69,99623.625
70,99552.4375
71,99634.8125
72,99782.4375
73,99834.875
74,99773.3125
75,99781.0
76,99991.25
77,99937.125
78,99783.9375
79,99783.6875
80,99935.5625
81,99861.5625
82,99716.5625
83,99681.75
84,99845.5
85,99821.625
86,99692.3125
87,99719.875
88,99838.8125
89,99621.0625
90,99640.25
91,99642.9375
92,99900.6875
93,99862.4375
94,99791.75
95,99854.0
96,100399.3125
97,100317.3125
98,100231.9375
99,100217.375
100,99970.1875
101,99891.125
102,99649.6875
103,99648.375
104,99604.125
105,99431.0
106,99527.5
107,99702.625
108,99916.125
109,99862.75
110,99807.8125
111,99854.375
112,100008.875
113,99990.75
114,100077.4375
115,100206.8125
116,100205.875
117,100173.0625
118,100253.375
119,100415.6875
120,100460.25
121,100472.6875
122,100560.0
123,100721.5
124,100665.8125
125,100588.9375
126,100631.6875
127,100706.9375
128,100731.5
