,mslp
0,100277.625
1,100396.625
2,100425.5625
3,100268.1875
4,100150.0625
5,100247.0625
6,100339.125
7,100201.1875
8,100074.9375
9,100113.3125
10,100182.75
11,100070.5
12,99808.9375
13,99814.375
14,99835.6875
15,99780.8125
16,99658.25
17,99710.1875
18,99786.6875
19,99732.25
20,99557.375
21,99467.0625
22,99460.9375
23,99364.125
24,99138.5625
25,99120.375
26,99191.75
27,99065.125
28,98852.125
29,98829.3125
30,98852.375
31,98722.375
32,98365.0625
33,98172.125
34,98358.5
35,98151.0625
36,97953.125
37,97826.1875
38,97787.625
39,97758.625
40,97601.625
41,97515.0
42,97614.6875
43,97540.9375
44,97253.625
45,97042.125
46,96813.8125
47,96715.0625
48,96560.25
49,96505.9375
50,96849.0625
51,96857.5
52,96758.0625
53,96734.5625
54,97077.3125
55,97333.5
56,97516.5625
57,97885.75
58,98201.1875
59,98465.0
60,98456.8125
61,98529.125
62,98844.625
63,98995.8125
64,98956.75
65,99054.875
66,99206.25
67,99341.75
68,99314.875
69,99379.875
70,99485.75
71,99585.9375
72,99539.6875
73,99562.0625
74,99536.6875
75,99391.8125
76,99211.4375
77,99151.1875
78,99233.625
79,99347.5
80,99401.9375
81,99495.375
82,99702.0625
83,99761.4375
84,99786.8125
