,mslp
0,100859.875
1,100820.375
2,100692.4375
3,100871.9375
4,100959.5
5,100734.5
6,100632.5
7,100709.0
8,100892.4375
9,100881.0
10,100735.125
11,100792.6875
12,101003.4375
13,100775.5
14,100640.5625
15,100791.625
16,100840.8125
17,100801.5
18,100627.125
19,100741.8125
20,100892.4375
21,100723.4375
22,100568.6875
23,100637.6875
24,100781.5
25,100760.3125
26,100589.8125
27,100640.0
28,100799.5625
29,100758.5
30,100551.3125
31,100496.5
32,100628.3125
33,100826.9375
34,100732.3125
35,100679.9375
36,100865.5
37,100883.9375
38,100649.875
39,100673.5625
40,100862.125
41,100925.9375
42,100799.5625
43,100778.0
44,101001.5625
45,100992.75
46,100819.625
47,100813.8125
48,101024.125
