,mslp
0,100596.875
1,100535.1875
2,100689.375
3,100780.6875
4,100617.25
5,100273.625
6,100245.5
7,100538.25
8,100505.5
9,100335.4375
10,100433.25
11,100508.8125
12,100403.6875
13,100320.5625
14,100384.0
15,100476.1875
16,100283.4375
17,100179.0625
18,100190.375
19,100263.25
20,100138.8125
21,100020.5625
22,100078.0
23,100200.9375
24,100086.875
25,99910.375
26,99990.625
27,100029.3125
28,99838.75
29,99680.125
30,99748.4375
31,99866.125
32,99698.75
33,99555.125
34,99690.0
35,99838.375
36,99789.125
37,99680.1875
38,99825.4375
39,99967.375
40,99909.75
41,99870.75
42,100067.75
43,100228.5625
44,100176.75
45,100162.75
46,100303.0625
47,100435.5
48,100280.4375
49,100354.5
50,100479.625
51,100664.1875
52,100629.125
53,100647.3125
54,100693.625
