,mslp
0,100408.6875
1,100584.75
2,100650.5
3,100503.0625
4,100372.0625
5,100417.25
6,100319.1875
7,100111.3125
8,100121.125
9,100276.875
10,100211.75
11,100077.375
12,100003.125
13,100146.375
14,100104.375
15,99899.0625
16,99819.5625
17,99958.5
18,99973.125
19,99806.0
20,99757.1875
21,99878.0
22,99965.75
23,99756.6875
24,99577.1875
25,99723.25
26,99829.0
27,99686.3125
28,99581.0625
29,99835.375
30,100055.9375
31,99894.75
32,99810.0
33,99972.1875
34,100161.375
35,100007.5625
36,99993.3125
37,100090.9375
38,100162.4375
39,100004.0
40,99898.6875
41,100086.0625
42,100240.875
43,100074.1875
44,100029.0
45,100099.4375
46,100009.6875
47,99585.5625
48,99489.25
49,99611.125
50,99625.875
51,99270.75
52,99353.4375
53,99292.8125
54,99099.0
55,99128.625
56,99000.0
57,99086.125
58,99132.5
59,98941.4375
60,98815.5625
61,98993.875
62,99015.9375
63,98947.0
64,98856.125
65,99006.0
66,99172.5
67,99037.6875
68,98914.9375
69,98987.5625
70,98874.9375
71,98869.75
72,98700.125
73,98749.0625
74,98810.75
75,98738.8125
76,98627.3125
77,98711.375
78,98718.5
79,98608.375
80,98431.875
81,98374.0625
82,98255.375
83,98070.875
84,97797.8125
85,97636.1875
86,97338.625
87,97149.75
88,97047.125
89,96897.125
90,97217.5625
91,97233.5
92,97203.3125
93,97325.75
94,97215.125
95,97231.6875
96,97264.125
97,97322.8125
98,97447.5625
99,97523.875
100,97586.375
101,97673.5625
102,97615.9375
103,97636.5
104,97515.5625
105,97496.5625
106,97538.125
107,97451.8125
108,97382.4375
109,97490.4375
110,97587.3125
111,97651.1875
112,97722.8125
113,97843.5
114,98291.875
115,98421.125
116,98507.0625
117,98600.0625
118,98837.8125
119,98958.75
120,99063.3125
121,99197.25
122,99380.5625
123,99543.8125
124,99637.5625
125,99755.5
126,99880.8125
