,mslp
0,100677.5625
1,100559.5
2,100446.1875
3,100479.3125
4,100503.6875
5,100364.8125
6,100307.1875
7,100354.9375
8,100322.5625
9,100276.5
10,100214.3125
11,100300.125
12,100308.625
13,100149.875
14,100104.125
15,100242.125
16,100166.5625
17,100092.5
18,100080.1875
19,100144.3125
20,100133.25
21,99986.875
22,99905.8125
23,99992.125
24,99843.0625
25,99806.375
26,99775.125
27,99838.8125
28,99793.875
29,99742.1875
30,99637.5625
31,99576.25
32,99301.375
33,99292.75
34,99155.875
35,99160.0625
36,99026.9375
37,98644.375
38,98667.75
39,98751.0
40,98871.125
41,99004.5
42,99016.625
43,99177.625
44,99386.125
45,99553.25
46,99756.625
47,99974.125
48,100113.25
49,100182.4375
50,100291.3125
51,100444.6875
52,100440.8125
53,100358.25
54,100348.4375
55,100246.125
56,99971.9375
