,cape,inst_10m_wnd_gst,inst_moisture_flux,inst_ssh_flux,surfmean_swr_flux,surfmean_lhf,surfmean_lwr_flux,surfmean_shf,dwnwrdmean_swr_flux,topmean_lwr_flux,topmean_swr_flux,vimean_moisture_div,surf_lhf,surf_shf,tot_suprcool_liqwtr,tot_wtr_vpr
0,407.478515625,9.810861587524414,-7.007940439507365e-05,-26.533203125,62.1920166015625,-166.2080078125,-39.496063232421875,-23.82513427734375,1005.540283203125,-128.79830932617188,506.1483154296875,-0.0004139179363846779,-598347.75,-85769.75,0.08805954456329346,65.55023944377899
1,469.81201171875,10.569081414490938,-7.451456622220576e-05,-29.1488037109375,63.63897705078125,-180.3883056640625,-36.03834533691406,-27.14569091796875,1273.0174560546875,-130.19223022460938,628.37890625,-0.0005415584892034531,-649396.0,-97722.75,0.11730551719665527,65.34612980484962
2,500.876953125,10.93880355078727,-7.220785482786596e-05,-30.22052001953125,13.76171875,-181.4193115234375,-38.38836669921875,-29.09027099609375,811.29833984375,-131.22406005859375,309.972412109375,-0.0005624722689390182,-653107.0,-104723.75,0.2136998176574707,64.97191619873047
3,533.65673828125,11.44575770944357,-7.699793786741793e-05,-28.510009765625,0.0001220703125,-182.46441650390625,-37.576904296875,-27.5606689453125,5.4693603515625,-134.52615356445312,1.9071044921875,-0.000652913935482502,-656871.0,-99219.5,0.2159339189529419,65.28585052490234
4,467.84130859375,10.826193881221116,-8.716114098206162e-05,-24.31732177734375,0.0,-194.51995849609375,-35.169342041015625,-23.062255859375,0.0,-127.89141845703125,0.0,-0.0005804505199193954,-700271.0,-83021.75,0.2502295970916748,65.1544189453125
5,500.62060546875,10.624989423900843,-8.086240268312395e-05,-23.7564697265625,0.0,-181.1922607421875,-33.682525634765625,-22.35076904296875,0.0,-117.9423828125,0.0,-0.0006069587543606758,-652289.5,-80465.0,0.2588299512863159,64.35033416748047
6,564.5546875,11.034502825699747,-7.80430855229497e-05,-24.23687744140625,0.0,-183.8316650390625,-34.3189697265625,-24.34661865234375,0.0,-118.80856323242188,0.0,-0.0005252594128251076,-661798.0,-87644.75,0.22205698490142822,63.697996124625206
7,677.2138671875,11.386080995202065,-7.247537723742425e-05,-24.08172607421875,1.5533447265625,-183.6099853515625,-34.587615966796875,-24.9661865234375,210.2569580078125,-117.71102905273438,68.5936279296875,-0.0005083531141281128,-660995.5,-89878.0,0.15652620792388916,64.23286278545856
8,542.390625,11.055878529325128,-7.053118315525353e-05,-23.2037353515625,27.58880615234375,-174.1158447265625,-31.626373291015625,-24.20947265625,1042.7000732421875,-120.21487426757812,425.2257080078125,-0.0004505719989538193,-626819.5,-87158.25,0.1721935272216797,64.64495849609375
9,652.4140625,11.008937768638134,-7.085702964104712e-05,-21.6380615234375,30.99102783203125,-171.10516357421875,-31.907730102539062,-23.82452392578125,1280.44140625,-126.63568115234375,519.8857421875,-0.0004880093038082123,-615982.5,-85770.0,0.19096851348876953,64.35133929550648
10,645.16552734375,11.31906408816576,-7.458914478775114e-05,-23.0343017578125,12.30438232421875,-174.6851806640625,-31.896392822265625,-22.36651611328125,790.573974609375,-136.750732421875,300.8009033203125,-0.0003863554447889328,-628868.75,-80518.25,0.19166409969329834,63.98957061767578
11,706.486328125,12.07994270324707,-7.189222378656268e-05,-18.406494140625,0.00018310546875,-182.015625,-33.1890869140625,-19.4493408203125,2.603515625,-156.38577270507812,0.92138671875,-0.00039145536720752716,-655257.25,-70019.25,0.17247235774993896,63.541595458984375
12,624.30810546875,11.980733871459961,-7.688527693971992e-05,-17.45684814453125,0.0,-178.87054443359375,-31.0859375,-15.270263671875,0.0,-164.33917236328125,0.0,-0.00025222450494766235,-643935.5,-54970.5,0.14525842666625977,65.08115515112877
13,557.251953125,11.655479493550956,-7.44682620279491e-05,-23.84002685546875,0.0,-163.27996826171875,-36.0380859375,-19.58270263671875,0.0,-158.51800537109375,0.0,-0.0004893597215414047,-587805.0,-70497.0,0.1412883996963501,65.19088745117188
14,547.09521484375,11.771302388980985,-7.712838123552501e-05,-27.3033447265625,0.0,-165.69232177734375,-35.277069091796875,-23.41375732421875,0.0,-145.62783813476562,0.0,-0.00042533501982688904,-596492.0,-84288.5,0.12450885772705078,64.93279266357422
15,561.5302734375,13.548857498914003,-7.47927842894569e-05,-29.86431884765625,8.212890625,-187.45318603515625,-35.128753662109375,-28.9373779296875,255.0960693359375,-134.32546997070312,108.670654296875,-0.0006903521716594696,-674833.25,-104175.25,0.13471806049346924,65.13792331516743
16,357.01220703125,13.992158889770508,-8.374877506867051e-05,-27.584716796875,67.1859130859375,-194.362060546875,-34.835296630859375,-29.76190185546875,1061.6044921875,-135.64404296875,501.418212890625,-0.0003011515364050865,-699703.5,-107147.0,0.1520477533340454,65.17680358886719
17,508.01171875,14.54070854280144,-8.649917435832322e-05,-29.02801513671875,254.55792236328125,-203.97454833984375,-36.99945068359375,-28.8857421875,1277.2806396484375,-173.80303955078125,804.2733154296875,-0.00032572541385889053,-734309.5,-103992.0,0.1238410472869873,65.4082190990448
18,494.52978515625,14.661536544561386,-8.963423897512257e-05,-35.74578857421875,67.72308349609375,-208.28753662109375,-35.246917724609375,-30.73480224609375,781.6177978515625,-161.06817626953125,372.4951171875,-0.00048620812594890594,-749833.75,-110646.0,0.17757689952850342,66.480712890625
19,379.41015625,16.314094135537744,-9.068459621630609e-05,-28.66571044921875,0.0,-235.6829833984375,-33.115509033203125,-30.5384521484375,1.9246826171875,-125.39727783203125,0.67138671875,-0.0005732225254178047,-848460.0,-109938.5,0.151464581489563,66.1997305303812
20,362.4697265625,15.0811418145895,-8.788661216385663e-05,-22.021484375,0.0,-214.125,-31.184295654296875,-25.49835205078125,0.0,-132.33334350585938,0.0,-0.0004744678735733032,-770850.75,-91795.25,0.12224280834197998,67.49780282378197
21,394.41748046875,15.068934770300984,-8.874817285686731e-05,-29.43572998046875,0.0,-203.329345703125,-32.1156005859375,-27.0279541015625,0.0,-131.56594848632812,0.0,-0.0005201185122132301,-731988.5,-97303.25,0.13291668891906738,67.09391021728516
22,496.57763671875,15.462162016890943,-9.710682206787169e-05,-30.02740478515625,0.0,-218.986083984375,-34.850799560546875,-27.15753173828125,0.0,-129.05853271484375,0.0,-0.0007158797234296799,-788347.0,-97767.75,0.1374744176864624,66.75769731402397
23,628.76806640625,15.393566131591797,-8.668663213029504e-05,-27.30035400390625,7.14776611328125,-219.33184814453125,-34.195709228515625,-27.4884033203125,255.4898681640625,-109.72891235351562,88.587890625,-0.0008065374568104744,-789594.75,-98957.5,0.0843510627746582,66.3904272466898
24,367.25341796875,14.693914433941245,-7.840410398785025e-05,-21.85760498046875,43.6358642578125,-209.5218505859375,-32.27532958984375,-25.326416015625,1062.0296630859375,-106.77005004882812,461.283935546875,-0.0005143918097019196,-754277.5,-91177.5,0.09190833568572998,65.84829711914062
25,516.8701171875,14.25614432618022,-8.266136865131557e-05,-30.3681640625,89.35107421875,-201.39697265625,-32.059722900390625,-24.1939697265625,1286.7523193359375,-118.99053955078125,655.9451904296875,-0.000635126605629921,-725031.5,-87099.5,0.12329244613647461,66.64749178290367
26,550.6552734375,14.456183593720198,-8.848196011967957e-05,-31.3348388671875,29.40423583984375,-188.91845703125,-32.668731689453125,-28.4925537109375,800.384521484375,-113.97891235351562,336.6953125,-0.0007079597562551498,-680105.5,-102573.75,0.13176465034484863,66.4327621459961
27,472.734375,16.113637924194336,-8.703896310180426e-05,-29.55401611328125,0.0028076171875,-224.76312255859375,-32.84893798828125,-30.55670166015625,4.94873046875,-111.72198486328125,1.7159423828125,-0.0007360242307186127,-809147.5,-110006.0,0.1817483901977539,66.41818237304688
28,322.86083984375,15.564020156860352,-8.768835687078536e-05,-25.65765380859375,0.0,-207.66094970703125,-31.7978515625,-28.546142578125,0.0,-115.35122680664062,0.0,-0.0005017537623643875,-747578.0,-102766.0,0.21013832092285156,64.4863510131836
29,401.51806640625,15.336971744894981,-8.582437294535339e-05,-29.87445068359375,0.0,-201.0113525390625,-30.748321533203125,-27.39947509765625,0.0,-122.96759033203125,0.0,-0.0004188818857073784,-723641.5,-98636.5,0.1813640594482422,64.90982055664062
30,371.5263671875,15.327817488461733,-8.866022108122706e-05,-33.21820068359375,0.0,-200.35430908203125,-33.0316162109375,-27.23858642578125,0.0,-124.8245849609375,0.0,-0.00042420346289873123,-721275.25,-98058.5,0.21017241477966309,65.27603149414062
31,408.96044921875,15.449287025257945,-8.474790956825018e-05,-30.333740234375,3.7994384765625,-215.64404296875,-33.4169921875,-30.3543701171875,284.332275390625,-143.43441772460938,99.930419921875,-0.00045955926179885864,-776317.0,-109274.5,0.19841516017913818,65.43724060058594
32,407.50732421875,14.827417373657227,-6.846321048215032e-05,-20.026611328125,49.3297119140625,-199.91290283203125,-32.612213134765625,-26.2303466796875,1080.21484375,-156.45538330078125,461.895263671875,-0.0004123421385884285,-719686.5,-94430.25,0.17883193492889404,63.91937457025051
33,463.5654296875,15.065704346634448,-7.608227315358818e-05,-24.52294921875,96.08538818359375,-189.95904541015625,-32.28492736816406,-26.60089111328125,1294.7425537109375,-176.254150390625,631.689208984375,-0.0004117842763662338,-683852.75,-95764.75,0.1955167055130005,64.68078765273094
34,366.71435546875,15.323896408081055,-7.776773418299854e-05,-28.20458984375,52.9478759765625,-188.04083251953125,-31.63409423828125,-26.40899658203125,804.992431640625,-182.30987548828125,353.74560546875,-0.0004280656576156616,-676945.75,-95073.75,0.17183423042297363,65.43693542480469
35,362.87060546875,14.322778003290296,-7.441712659783661e-05,-25.818603515625,0.00469970703125,-192.04498291015625,-31.63623046875,-25.9276123046875,5.9755859375,-188.6617431640625,2.165771484375,-0.000311804935336113,-691361.0,-93340.75,0.15948748588562012,65.3377456665039
36,245.5830078125,13.903838451951742,-8.172696107067168e-05,-22.576171875,0.0,-176.595458984375,-30.938720703125,-20.9801025390625,0.0,-188.74398803710938,0.0,-0.0001566186547279358,-635741.5,-75527.0,0.10956645011901855,65.74739786982536
37,332.6416015625,13.761259088292718,-7.866299711167812e-05,-26.95648193359375,0.0,-168.595458984375,-33.11749267578125,-20.8646240234375,0.0,-198.41964721679688,0.0,-0.00020706374198198318,-606944.5,-75111.0,0.1142876148223877,65.84545202553272
38,242.287109375,13.968721397221088,-7.626382284797728e-05,-26.42950439453125,0.0,-164.076904296875,-34.339263916015625,-22.90740966796875,0.0,-193.82974243164062,0.0,-0.0003571491688489914,-590676.0,-82466.75,0.14125144481658936,65.79650194942951
39,218.1357421875,15.375137876719236,-7.840283797122538e-05,-19.52777099609375,24.465087890625,-194.06500244140625,-30.99554443359375,-21.05279541015625,314.50146484375,-199.612060546875,143.4752197265625,-0.00048185326159000397,-698632.75,-75787.75,0.12523281574249268,66.27485656738281
40,225.3583984375,15.737159189768136,-9.109589154832065e-05,-24.84368896484375,229.1900634765625,-202.0506591796875,-34.693328857421875,-21.2127685546875,1094.7669677734375,-200.85177612304688,675.89892578125,-0.000410422682762146,-727378.5,-76366.0,0.12816131114959717,67.5325698852539
41,258.2705078125,15.771047055721283,-9.625966777093709e-05,-26.24737548828125,243.4326171875,-201.10882568359375,-31.486953735351562,-20.9219970703125,1302.783447265625,-193.90838623046875,764.1370849609375,-0.00038271956145763397,-723990.75,-75320.0,0.12838280200958252,67.33738750219345
42,230.05908203125,15.782030135393143,-0.00010049765114672482,-28.08795166015625,116.0885009765625,-202.40399169921875,-31.87689208984375,-21.3197021484375,819.4444580078125,-179.5802001953125,446.7254638671875,-0.00036717671900987625,-728655.25,-76751.75,0.09182846546173096,67.27599377930164
43,279.32373046875,18.498008970171213,-9.165477240458131e-05,-24.41656494140625,0.03936767578125,-244.5797119140625,-30.437103271484375,-26.2001953125,11.6636962890625,-135.98403930664062,4.834228515625,-0.0007253466174006462,-880485.75,-94319.25,0.11703693866729736,67.75325022637844
