,eqt1000,eqt200,eqt250,eqt300,eqt400,eqt500,eqt600,eqt700,eqt800,eqt850,eqt925
0,345.6483552433282,350.9539535779945,350.13986538367334,348.1554068858288,344.6751622868901,340.92659442802716,336.645836457716,337.0554514595558,341.161079717367,342.16615253745067,344.02726722820233
1,345.77402489213625,351.3148484987421,350.7777095458609,348.82031782139586,344.2080724001785,340.6051516707781,336.67876861847776,336.7215553024264,341.2810359723292,342.27403882003057,344.10212135232825
2,345.605135668869,351.5816991919586,351.17859691458017,349.00341267675816,343.68729973318875,340.52918530217886,336.6161445922985,337.42007725456614,341.26022777347134,341.7552564461645,343.8573981333172
3,346.09722455532096,352.21662630161967,352.28384785105834,349.5915579225089,343.84501047731726,340.74862775775625,336.5516880525549,337.9188585014683,341.41428865829016,342.03126365352165,344.3154272292902
4,345.94416880786895,352.37597567990247,352.2743313226333,350.0459011603124,344.5884598942188,341.8576381828452,336.7869371887915,337.6769953124133,341.30125665603214,342.11004598614056,344.69012827905874
5,345.8622459433724,351.88536572426705,351.4644119905511,350.1334666469079,345.12460717173974,342.14455866157493,336.8932654758941,337.46494325706635,341.2130536046625,342.14411797861226,344.54247329612787
6,345.8973748495995,351.570335776088,350.820043458866,349.9311798192658,345.76427114428463,341.1691193701297,336.5575233483568,337.30856106732654,341.96449980743887,342.8843256007492,344.71261866931445
7,346.58902596386497,351.86014449820215,350.85511474059996,350.07022419445525,345.555932273371,341.14063832122304,336.73832138905897,336.5519934862831,340.8321106727834,342.7279559227828,345.2623071428411
8,346.6165428314497,352.4697244803289,351.43766756037024,350.411330437379,345.31150785492537,341.7226333510372,336.62803595096835,336.22777767398765,340.0228382295761,342.023762597192,345.253888251189
9,346.53811445666713,352.81109468633906,351.102886220217,349.96120814285484,344.6712957973589,341.9034693383811,336.8567916262048,335.98516802022823,339.45657724384296,341.7731391146816,345.7691011974347
10,346.424827468191,352.48601305666006,350.9022677040491,348.8782456646551,344.6072063907795,342.24902083533414,337.05717903139634,335.9779103774548,339.6995286178535,341.0445499302724,344.4605198792329
11,346.5543748897481,352.4119140445536,350.87954080794884,349.22705615038797,346.32246475600766,343.3130300183433,337.05563971584513,336.3907629427071,340.2367784206084,341.5755731999484,344.77704476165417
12,346.71091401248,352.2385886229111,351.11206994831815,349.7531387104973,346.2139955442286,343.2975685463938,337.45629225384766,336.55736833745345,340.6936112793712,342.39732930115133,345.2846121720688
13,346.60156332596137,352.1704792629316,351.04888962326567,349.8101848925173,345.5766542274897,342.7587980592532,337.2111449105674,336.43537350293536,340.5374976016625,342.25912959904326,345.4711976686277
14,345.2706149716975,352.157868473681,350.79001973185336,348.9877469798577,345.2650179058742,342.470560320455,336.75934213944964,335.433074891587,339.7547234164588,341.8156169283281,344.88130830437416
15,345.5142112557263,351.17276873294827,350.3563678096378,349.00787987114643,345.9942486366218,342.9232044566952,336.37669061994836,335.6308190031086,339.64626806769036,341.61515315924527,344.41418854449506
16,345.36325673326235,350.98837375941855,350.17011499172634,349.5425970929175,346.5475834821335,342.49891253152157,336.0209875396522,335.54946323256013,338.856871486012,340.745695354551,344.2938391729847
17,345.2292378557028,351.12821054664425,350.3626743932968,349.7357833662006,346.3733705153878,342.8133025095307,336.80429974907474,334.97336127939286,338.4310639671427,340.43188886712096,343.8630463292327
