,outmslp,outconv_rrate,outls_rrate,outmn_conv_prate,outmn_ls_prate,outmn_tot_prate,outsst
0,101003.7119140625,6.270787368218104e-05,1.5291136999924978e-05,6.347629241645336e-05,1.583229750394821e-05,7.931025077899297e-05,301.90599594116213
1,101144.8298828125,7.270658388733864e-05,1.4741563548644384e-05,7.322967673341433e-05,1.4581841727097829e-05,8.780981103579203e-05,301.91029866536456
2,101269.6125,6.765083720286688e-05,1.5511270612478255e-05,6.367869985600313e-05,1.6084158172210058e-05,7.976042106747628e-05,301.91175740559896
3,101218.47610677083,8.181075875957807e-05,1.2463641663392385e-05,8.190489994982878e-05,1.1992392440636953e-05,9.390097111463546e-05,301.9111172993978
4,101128.82002074689,7.343255138001501e-05,1.4621779879099106e-05,7.819841882499916e-05,1.397772201363971e-05,9.217456415975736e-05,301.9453894904046
5,101229.28444010417,6.681025649110476e-05,1.7763208597898482e-05,6.335436676939329e-05,1.84957558910052e-05,8.185288558403651e-05,301.94054158528644
6,101293.43432313278,5.9629840722222547e-05,1.3739303434538148e-05,5.925154599411359e-05,1.616840911604062e-05,7.542009422887905e-05,301.9406072212947
7,101214.59772135416,7.240486641724904e-05,1.2766476720571518e-05,6.521299170951049e-05,1.3770535588264465e-05,7.898301507035891e-05,301.9355895996094
8,101150.54830729167,6.127534434199333e-05,1.3899647941191991e-05,6.814100779592991e-05,1.3255079587300618e-05,8.139231552680333e-05,301.9302426656087
9,101254.0765625,4.332046955823898e-05,1.2567080557346343e-05,4.3805455788969994e-05,1.229128489891688e-05,5.609728395938873e-05,301.92145385742185
10,101367.98404947917,3.928632164994876e-05,1.0892873009045919e-05,4.1707201550404234e-05,1.066308468580246e-05,5.2370441456635795e-05,301.8648297627767
11,101353.91712239584,6.28256859878699e-05,1.3788541158040365e-05,5.3578754886984825e-05,1.2880439559618632e-05,6.646128992239634e-05,301.8541699727376
12,101268.52727864584,7.574505483110746e-05,1.6773554186026256e-05,7.901050460835298e-05,1.5295793612798055e-05,9.430541346470515e-05,301.84012284061276
