,mslp
0,100910.0
1,100680.5
2,100524.625
3,100708.375
4,100844.75
5,100714.4375
6,100497.3125
7,100617.75
8,100757.8125
9,100596.4375
10,100424.25
11,100553.625
12,100679.0
13,100580.875
14,100377.0625
15,100493.75
16,100624.5625
17,100479.375
18,100324.3125
19,100411.4375
20,100527.375
21,100500.25
22,100323.5625
23,100400.1875
24,100530.625
25,100505.875
26,100345.5625
27,100452.8125
28,100610.375
29,100583.625
30,100482.125
31,100418.3125
32,100697.375
33,100536.75
34,100343.9375
35,100375.8125
36,100689.5625
37,100627.9375
38,100482.25
39,100543.8125
40,100789.5625
41,100774.625
42,100616.6875
43,100517.625
44,100814.5625
45,100850.6875
46,100733.25
47,100763.8125
48,100986.8125
49,101016.5
50,100764.9375
51,100734.1875
52,100856.9375
53,100916.4375
54,100779.375
55,100796.1875
56,100951.4375
57,100999.5
58,100778.6875
