,mslp
0,100972.1875
1,100968.8125
2,101137.9375
3,101109.5625
4,100989.3125
5,101027.375
6,101094.3125
7,101091.5
8,100974.9375
9,100941.5625
10,100988.125
11,101024.0625
12,100902.5
13,100859.0625
14,100919.75
15,100779.4375
16,100644.5
17,100608.4375
18,100669.1875
19,100696.75
20,100550.8125
21,100489.1875
22,100596.6875
23,100526.5625
24,100363.4375
25,100321.0625
26,100259.5
27,100337.75
28,100014.6875
29,99769.875
30,100151.0
31,100281.375
32,100181.1875
33,100036.1875
34,100080.375
35,100057.75
36,99889.1875
37,99770.4375
38,99882.75
39,99624.0625
40,99485.3125
41,99449.75
42,99253.3125
43,99385.0
44,99245.4375
45,99176.5
46,99200.0
47,99048.5625
48,98846.5625
49,98917.5625
50,98905.5625
51,99135.0
52,99112.0625
53,99039.9375
54,99311.5625
55,99265.3125
56,99124.375
57,99073.1875
58,99155.6875
59,99528.5
60,99626.125
61,99711.125
62,100105.1875
