,mslp
0,100550.0
1,100662.3125
2,100683.75
3,100528.8125
4,100411.25
5,100435.9375
6,100485.6875
7,100314.9375
8,100229.5625
9,100245.5
10,100202.25
11,100108.5
12,100023.75
13,100007.9375
14,99994.9375
15,99886.1875
16,99795.75
17,99851.5
18,99787.6875
19,99752.0625
20,99668.25
21,99644.125
22,99640.875
23,99600.1875
24,99490.6875
25,99571.3125
26,99543.8125
27,99483.125
28,99414.625
29,99442.5
30,99473.5
31,99510.625
32,99498.5
33,99560.4375
34,99749.5625
35,99618.625
36,99526.6875
37,99545.375
38,99843.875
39,99964.625
40,100055.6875
41,100180.0
42,100161.5
43,100093.9375
44,100153.0625
45,100194.125
46,100317.3125
47,100099.3125
48,100062.5
49,100176.8125
50,100149.75
51,100120.5625
52,100056.5
53,100096.3125
54,100090.8125
55,100052.5
56,99997.75
57,99992.1875
58,99914.3125
59,99832.8125
60,99785.9375
61,99765.0
62,99798.6875
63,99799.6875
64,99791.3125
65,99829.6875
66,99730.125
67,99761.3125
68,99759.5
69,99855.5625
70,99963.875
71,100025.75
72,100051.125
73,100145.125
74,100180.0625
75,100169.1875
76,100196.0
77,100229.5625
78,100377.75
79,100367.125
80,100426.5625
81,100522.9375
82,100593.8125
83,100616.0
84,100627.75
85,100675.6875
86,100756.1875
