,mslp
0,99722.125
1,99690.3125
2,99693.0
3,99412.0
4,99050.0
5,99017.4375
6,99105.4375
7,98960.125
8,98822.3125
9,98870.1875
10,98744.8125
11,98648.8125
12,98506.1875
13,98474.0
14,98277.8125
15,98055.0625
16,97816.875
17,97795.75
18,97845.5625
19,97757.3125
20,97595.0625
21,97561.1875
22,97572.4375
23,97449.6875
24,97213.625
25,97091.0
26,96824.375
27,96747.375
28,96595.0625
29,96394.9375
30,96217.3125
31,96220.75
32,96104.125
33,96168.8125
34,96267.5625
35,96255.0
36,96216.3125
37,96373.125
38,96757.1875
39,96797.125
40,96856.0
41,96840.25
42,97109.1875
43,97176.625
44,97088.1875
45,97051.25
46,97296.75
47,97436.125
48,97408.6875
49,97480.0
50,97824.4375
51,98038.5625
52,98120.875
53,98223.0625
54,98423.5625
55,98634.5625
56,98731.75
57,98915.0625
58,99127.4375
59,99223.875
60,99151.4375
61,99192.625
62,99341.0625
63,99467.25
64,99494.6875
65,99536.3125
66,99645.375
67,99705.5625
68,99642.75
69,99628.3125
70,99742.1875
71,99738.3125
72,99604.9375
73,99603.9375
74,99735.5
75,99717.6875
76,99592.0
77,99570.75
78,99601.375
79,99465.125
80,99392.4375
81,99315.3125
82,99543.875
83,99550.875
84,99634.8125
