,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,shear_850_200,outdiv_50,outdiv_100,outdiv_200,outdiv_250,outdiv_300,outdiv_400,outdiv_500,outdiv_600,outdiv_700,outdiv_800,outdiv_850,outdiv_925,outdiv_1000
0,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,16.2727762848294,-7.914689679940542e-07,-6.797490641474724e-08,8.844595868140459e-06,6.106627794603507e-06,1.2319612627228102e-06,-5.14580945794781e-06,-2.329618049164613e-06,-1.541400949160258e-06,1.8865102902054787e-07,2.124734843770663e-07,-1.7548445612192155e-07,-1.989374868571758e-06,-1.450639683753252e-06
1,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,15.805729296663776,-1.1337649387617906e-06,8.62940214574337e-07,7.260326916972796e-06,3.6528877293070156e-06,4.094452985251943e-07,-6.387856168051561e-06,-1.2630635562042395e-06,-8.049537427723408e-07,1.3803481124341488e-06,1.2671031678716342e-06,1.417209083835284e-06,-9.817653335630893e-07,-1.1208001524209977e-06
2,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,15.388693459417361,-1.8812483176589011e-06,3.3790206847091515e-06,6.776031417151292e-06,3.037143809099992e-06,8.236490657509421e-07,-3.6762251208225885e-06,4.620601733525594e-07,-5.378931139906247e-07,1.3521872460842133e-06,1.2611815085013708e-06,1.1448981240391732e-06,-2.0283934039374192e-06,-2.303866979976495e-06
3,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,15.285235873415756,-1.6349484212696553e-06,3.1816307455301285e-06,5.819326421866814e-06,2.982614872356256e-06,-6.165200223525365e-07,-2.9338601355751357e-06,1.1635905442138512e-06,4.624210608502229e-07,1.028397430976232e-06,1.104517529408137e-06,5.74556179344654e-07,-2.2298268352945645e-06,-2.112161989013354e-06
4,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,14.695312060236747,-4.709980651944129e-06,3.3265426495114646e-06,5.564025775075933e-06,1.0629007590391383e-06,-2.809455262189594e-06,-1.4538129440837668e-06,9.398719281905136e-07,-1.775859045531207e-07,1.3650935220221036e-06,1.6636436372548841e-06,8.508931504751601e-07,-1.9068280569352527e-06,-3.893705586789961e-06
5,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,15.912014502480936,-3.6156348263223965e-06,1.2746856858332952e-06,5.043969334413608e-06,5.384402660032114e-07,-4.101641631374757e-06,-4.465614135066668e-07,1.3319891877472402e-06,-9.254630034168562e-08,1.0915411015351613e-06,2.2504090641935664e-06,1.6714523856838544e-06,-8.939532563090324e-07,-3.867650715013345e-06
6,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,17.231499630127413,1.1542307523389657e-06,2.0569423213601113e-07,5.388143472373486e-06,1.7923690999547641e-06,-3.234242709974448e-06,1.4644737044970195e-06,1.8910000411172709e-06,8.717024077971776e-07,1.2118369340896607e-06,2.154218964278698e-06,1.3061255837480227e-06,-1.993884022037188e-06,-4.184253824253877e-06
7,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,17.58847319294388,1.9384392847617466e-06,1.7310104643305142e-06,7.823066941152016e-06,2.657521205643813e-06,-3.0952001300950844e-06,1.2385348478953043e-06,1.2161598230401675e-06,1.0513506519297758e-06,7.762263218561809e-07,8.395640179514885e-07,-6.950537984569867e-07,-3.835543369253476e-06,-4.714673074583212e-06
8,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,18.35365944225882,2.6470032825880527e-06,3.030010657500924e-06,7.466128080526823e-06,-6.574828224063414e-07,-3.4249716156251204e-06,1.1100727461927658e-06,1.2849826613031483e-06,1.0881972928141163e-06,5.347404969060075e-07,-7.07283461489618e-08,-8.124069801504682e-07,-4.504694259451138e-06,-5.104409963572668e-06
9,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,18.232864524318963,2.409454195516733e-06,4.021818962149106e-06,8.282125096659937e-06,-2.0360131651410423e-06,-4.026182846038668e-06,1.4509174864569146e-06,1.3243851418069784e-06,1.5633659924214312e-07,9.331581689015464e-09,-6.583977212426079e-07,-1.04526950517878e-06,-3.95603222903869e-06,-4.444819106044117e-06
