,wind10
0,10.849236488342285
1,11.358915328979492
2,11.571749687194824
3,12.696456909179688
4,12.865349769592285
5,12.402339935302734
6,14.193587303161621
7,15.450477600097656
8,16.116872787475586
9,17.02381134033203
10,17.000118255615234
11,15.49759292602539
12,15.291230201721191
13,16.071548461914062
14,14.205221176147461
15,15.303001403808594
16,16.44780731201172
17,15.425789833068848
18,14.578744888305664
19,14.927464485168457
20,15.899308204650879
21,17.487499237060547
22,17.522775650024414
23,16.629125595092773
24,18.20616340637207
25,19.21854019165039
26,19.25361442565918
27,19.078397750854492
28,19.118112564086914
29,19.02131462097168
30,19.423622131347656
31,19.50901222229004
32,19.826770782470703
33,19.739593505859375
34,20.391422271728516
35,21.61501693725586
36,22.969608306884766
37,21.50784683227539
38,21.996992111206055
39,21.636751174926758
40,20.4562931060791
41,21.337039947509766
42,21.64670181274414
43,21.36107635498047
44,19.635353088378906
45,20.571455001831055
46,20.701807022094727
47,20.556949615478516
48,19.32978630065918
49,18.847030639648438
50,18.85868263244629
51,17.682445526123047
52,16.917890548706055
53,15.716227531433105
54,14.80936050415039
55,14.38045597076416
56,13.5309419631958
57,12.582871437072754
58,12.127466201782227
59,11.996195793151855
60,11.421743392944336
61,12.655863761901855
62,13.11852741241455
63,13.42961311340332
64,14.23915958404541
65,12.663814544677734
66,11.026103973388672
67,11.000693321228027
68,9.867868423461914
69,10.540593147277832
70,11.476712226867676
71,11.656785011291504
72,10.58620548248291
73,11.725021362304688
74,12.185755729675293
75,12.182220458984375
76,12.112239837646484
77,12.487703323364258
78,12.652420043945312
79,12.12300968170166
80,11.735418319702148
81,12.168188095092773
82,12.377531051635742
