,wind10
0,12.24000072479248
1,11.108552932739258
2,11.33277416229248
3,12.019210815429688
4,12.297300338745117
5,13.02269458770752
6,14.22244644165039
7,14.298023223876953
8,13.212600708007812
9,14.412294387817383
10,14.12463092803955
11,14.367086410522461
12,13.67013168334961
13,14.378243446350098
14,15.286540031433105
15,15.824082374572754
16,16.25080680847168
17,17.067520141601562
18,18.718868255615234
19,18.71725845336914
20,17.41632843017578
21,19.743396759033203
22,19.896268844604492
23,19.613950729370117
24,19.3153076171875
25,19.96855926513672
26,19.884130477905273
27,20.53741455078125
28,21.089468002319336
29,20.483165740966797
30,20.30613899230957
31,19.369447708129883
32,19.423053741455078
33,19.500070571899414
34,19.98270606994629
35,19.55694007873535
36,22.119041442871094
37,22.885915756225586
38,21.52846336364746
39,21.93722152709961
40,21.31821632385254
41,21.93840217590332
42,19.92860221862793
43,19.737154006958008
44,18.124597549438477
45,17.700780868530273
46,16.77297019958496
47,18.047626495361328
48,17.559207916259766
49,14.43264102935791
50,15.373109817504883
51,16.450422286987305
52,16.338220596313477
53,17.779356002807617
54,17.568355560302734
55,19.544353485107422
56,17.72201156616211
