,mslp
0,99515.25
1,99568.5625
2,99587.875
3,99495.0
4,99337.625
5,99371.125
6,99370.8125
7,99247.9375
8,99088.0
9,99032.3125
10,99147.0
11,98924.625
12,98736.0625
13,98779.6875
14,98881.3125
15,98787.5
16,98676.0
17,98665.4375
18,98715.9375
19,98611.125
20,98534.375
21,98604.8125
22,98577.3125
23,98539.625
24,98425.5
25,98438.25
26,98519.6875
27,98440.8125
28,98414.75
29,98529.1875
30,98425.3125
31,98378.1875
32,98215.25
33,98232.25
34,98274.125
35,98273.6875
36,98162.4375
37,98192.8125
38,98389.4375
39,98441.25
40,98403.875
41,98445.1875
42,98488.1875
43,98465.0
44,98527.75
45,98662.25
46,98547.0625
47,98503.875
48,98599.4375
49,98742.3125
50,98992.6875
51,99011.5625
52,99016.5
53,99147.0
54,99471.875
55,99499.5
56,99521.9375
57,99591.25
58,99995.9375
59,100096.5625
60,100166.6875
61,100223.625
62,100444.75
63,100471.8125
64,100439.625
65,100504.75
66,100673.875
67,100679.8125
68,100606.0
69,100613.75
70,100617.5625
71,100594.625
72,100531.75
