,wind10
0,16.77726936340332
1,16.456098556518555
2,16.033937454223633
3,16.48178482055664
4,15.430270195007324
5,16.403532028198242
6,15.599151611328125
7,15.970633506774902
8,15.140533447265625
9,15.305477142333984
10,15.69758415222168
11,17.23935890197754
12,17.790851593017578
13,17.582963943481445
14,18.05611801147461
15,17.10295867919922
16,18.00160789489746
17,18.358076095581055
18,18.557024002075195
19,18.41353988647461
20,17.227636337280273
21,16.63309097290039
22,16.461515426635742
23,16.849477767944336
24,18.686050415039062
25,22.24095916748047
26,23.579147338867188
27,22.95077896118164
28,21.433847427368164
29,22.910757064819336
30,21.972274780273438
31,21.715152740478516
32,22.242393493652344
33,21.984121322631836
34,22.586570739746094
35,23.257970809936523
36,24.112789154052734
37,23.841299057006836
38,23.556442260742188
39,26.38919448852539
40,26.652463912963867
41,25.988359451293945
42,27.3321590423584
43,29.773544311523438
44,28.138622283935547
45,28.512842178344727
46,26.30011749267578
47,27.405275344848633
48,26.659353256225586
49,25.678810119628906
50,25.909570693969727
51,28.778629302978516
52,28.65250015258789
53,26.520790100097656
54,24.743227005004883
55,22.905189514160156
56,22.445579528808594
57,22.05965805053711
58,23.210424423217773
59,24.86017417907715
60,25.559114456176758
