,mslp
0,100493.0
1,100645.4375
2,100587.0625
3,100415.5
4,100401.6875
5,100676.625
6,100697.625
7,100394.3125
8,100387.375
9,100554.9375
10,100491.625
11,100293.125
12,100128.75
13,100144.625
14,100201.9375
15,99931.4375
16,99883.75
17,100144.1875
18,100319.3125
19,100052.125
20,99904.6875
21,100062.8125
22,100051.4375
23,99845.3125
24,99850.9375
25,100030.4375
26,100131.75
27,100010.75
28,99913.3125
29,100118.3125
30,100216.5
31,99988.8125
32,99973.4375
33,100078.0625
34,100168.1875
35,99976.25
36,99919.5625
37,100229.3125
38,100306.375
39,100089.5
40,100078.0625
41,100267.375
42,100252.0
43,100127.5625
44,100035.9375
45,100233.6875
46,100218.6875
47,99942.625
48,99893.3125
49,100065.625
50,100128.375
51,99978.4375
52,99896.5
53,100074.4375
54,100110.125
55,99829.0625
56,99785.0625
57,99954.5625
58,100003.0
59,99790.625
60,99676.4375
61,99828.9375
62,99733.4375
63,99480.25
64,99391.5
65,99488.125
66,99364.8125
67,99279.9375
68,99189.625
69,99289.0
70,99295.5625
71,99067.125
72,99046.6875
73,99130.4375
74,99006.375
75,98864.0
76,98735.9375
77,98821.9375
78,98638.8125
79,98354.6875
80,98227.6875
81,98212.75
82,98234.125
83,98016.9375
84,97706.3125
85,97751.0
86,97400.875
87,96762.8125
88,96636.6875
89,96769.6875
90,95910.0625
91,95928.625
92,96519.25
93,97364.5
94,98091.3125
95,98374.1875
96,98758.8125
97,99143.4375
98,99650.75
99,99491.75
100,99419.75
101,99585.125
102,99810.125
103,99755.0625
104,100040.8125
105,100199.1875
106,100373.0625
