,mslp
0,100473.1875
1,100556.75
2,100612.1875
3,100538.375
4,100316.5
5,100309.375
6,100430.5
7,100213.5
8,100001.1875
9,100037.3125
10,100230.6875
11,100074.75
12,99833.8125
13,99782.6875
14,99824.3125
15,99697.125
16,99440.75
17,99369.375
18,99649.9375
19,99501.0625
20,99319.25
21,99384.9375
22,99513.0625
23,99369.3125
24,99172.5
25,99324.75
26,99305.75
27,99145.375
28,98941.5
29,98857.25
30,98921.4375
31,98655.1875
32,98365.375
33,98246.9375
34,98239.1875
35,98083.375
36,97978.25
37,97693.375
38,97681.375
39,97325.25
40,97141.5625
41,96907.625
42,96917.875
43,96931.3125
44,96634.9375
45,96581.25
46,96401.6875
47,96293.75
48,96300.4375
49,96594.0625
50,97330.1875
51,97821.125
52,98219.4375
53,99058.9375
54,100191.625
55,100584.0625
56,100474.8125
57,100414.625
58,100702.3125
