,outeqt100,outeqt1000,outeqt200,outeqt250,outeqt300,outeqt400,outeqt500,outeqt600,outeqt700,outeqt800,outeqt850,outeqt925
40,363.54003629219915,348.7443107195969,352.85936667341707,350.97130847858546,349.32042515460756,345.97050240155966,481.9188161139194,342.1466579889242,338.38906095426114,338.2709281431533,339.8428877552754,341.65871794066254
41,363.5528451926875,349.25877319704995,353.290424521403,351.19927834933577,349.49174579756885,346.0718976140117,480.00844385372704,342.385742866776,338.7434948336048,338.7833017496611,341.07699779470056,342.4730709704015
42,363.3572583752774,349.7987960341054,353.1754381617057,351.0790158321503,349.4386027696333,345.92766317274265,479.57063707263006,342.5698414976081,338.76931424029254,339.01594405118124,341.14361964412257,342.43396566679814
43,363.538162418041,350.5037732243385,352.99522929458084,351.11622739781865,349.55472625680636,346.1318933633333,480.2093447787055,342.4923362689136,338.7146743717944,338.5721106161512,340.65335816696484,341.742627337972
44,363.9919201764343,350.29062904490104,352.67707875826676,350.7380806386335,349.231877974362,345.79485093134247,482.13430873229777,342.08103026176326,338.44933431446304,338.37612105457725,340.3764918745152,341.36533708815404
45,364.74866566653805,349.902489141836,352.38987903847624,350.2695304872577,348.89224771501415,345.5819420974688,482.5792212135888,341.8971861680683,338.1749041438578,338.11262753603006,340.02010082562424,341.1978623069676
46,365.0420390524749,349.4718827453236,352.278376716281,349.95883458696227,348.63078713376024,345.3891128372483,482.4299115528269,341.7544937791941,337.87607978642046,337.6360679508138,339.5258121584737,340.9361714075505
47,366.67725130591316,347.85614159819687,352.56931691508805,350.00379079721876,348.46685215759396,345.38779171105193,481.20108128375546,341.8800947762883,338.51768901792366,338.3203954929473,338.9563842685991,339.99818771995893
48,366.4394856480659,348.3464685625041,352.95696735202364,350.1754424182241,348.5204136283525,345.4031939768817,478.9898268845226,341.910547171657,338.5140239971884,338.1986564881096,340.2240556289425,341.98752338749887
49,365.7825792635402,349.2463968392351,353.3759162496196,350.4451423776795,348.54077450172076,345.24846754507246,478.00008747037816,342.0610164145572,338.9069099604452,338.652129800778,341.6054963367771,342.9415545873456
50,365.3156711411646,350.17427976608883,353.43914481808434,350.54686217372193,348.34166476890175,345.0046308831062,478.40247101098856,341.9829784061455,339.2136392967043,338.78712433669534,341.7461732279644,343.21594563770475
51,364.1929240955165,350.96254548209595,353.5315572472008,350.94628750041426,348.40118886057314,344.97393258225264,479.270210689606,341.4985325545151,339.05482057825435,338.4323862194151,341.0771782648171,342.56893935334017
52,363.92660928209443,351.23652785935315,353.1995126709141,350.6775538441061,348.15032279413873,344.49342318146205,480.42322468516903,340.98196707784734,338.42362730481244,338.16099358988845,341.0159334871499,342.4076107823437
53,364.2448702991823,350.9487297070192,352.9899367519978,350.43177362117353,347.9446043679799,344.25596704603385,481.05664438804354,340.6223527135678,337.8706206922913,338.02123635412374,340.7575917430662,342.2534287168312
54,364.62004859596476,350.52215927365427,352.8638525841535,350.3863980255782,347.9142774660769,344.16246462533485,481.2198696898871,340.2916197796115,337.46346290147164,337.7645288706985,340.49301902878875,342.1311332186958
55,365.7472551795626,348.04856245641224,353.0898131399539,350.63428202402764,348.2617719250838,344.48842777659905,482.2420798106828,340.7492178241621,337.75435285078333,338.1880494447324,340.076057715752,341.36675377811474
56,365.814713820014,348.7471661648094,353.27391544438586,350.76360890457494,348.50778836293773,344.5301728598179,480.83641887815264,340.8038287700136,337.81101163115005,338.2492472394836,341.2322469235708,343.0808747405864
57,365.5161953895188,349.815632797358,353.65126756170116,351.0419224164816,348.8741619581044,344.5996018631284,479.1524025319275,340.9089104768164,337.8846655210156,338.8697810127748,342.15587954072436,343.8451975360597
58,365.11219574561545,350.5659993590965,353.9133678341734,351.2738885786138,348.97013520256866,344.48638159174794,478.4137786732462,340.75882600395704,337.91363084761275,339.12808332623825,342.1736936738237,343.7612793367409
59,365.0240989018455,351.5930827359959,354.22599789633057,351.4360877386244,348.8119722474598,344.20046496618914,478.7474153115225,340.4338681977686,337.70958304317935,339.11391492198544,341.69469405395114,342.94595168735174
60,364.77092795788207,351.52325639412544,353.97789046818565,351.4617454946629,348.7003527879213,343.84846255918,479.8132216495781,339.77412759367473,336.9342667758991,338.5704852362424,340.9679668239127,342.4979149168033
61,364.7897084169853,351.0526756778838,353.8462364863083,351.58352163507396,348.70653050448857,343.68792588165127,480.05069747903497,339.21417292515304,336.0178369892609,337.8125118165614,340.4717027687767,342.30306890210755
62,364.5375443015849,350.5922706772986,353.8738504572929,351.6865515227159,348.71157178541904,343.7310905985681,479.02544238768047,339.0173472903281,335.242374687289,336.8984107280176,340.2707037713519,342.06560455477194
63,364.6506463482752,348.6543442377343,354.0088846288135,351.52727507401335,348.84264077776663,343.80714747713176,479.5035744041097,338.6109926895748,335.5020111899582,336.36974534581316,339.19651791855443,341.00606450261654
64,364.75606993937834,349.19881236751917,354.2139958727568,351.561824469856,348.7267713651334,343.79551995487105,479.08446215284295,338.61418235733566,335.664658582546,336.5555589202852,340.1507124298607,342.55491178706603
65,364.674078905835,349.52707997227157,354.6552083400316,351.7194389765348,348.7010621970438,343.7001264405109,479.1298224686274,338.9455392434505,335.8050789007468,337.939345088841,341.30300852709746,343.1872708724219
66,364.72413848029123,350.3681499446944,354.7049103425453,351.67600679323255,348.5916144425241,343.39197755436857,479.53401922946597,339.0892204459894,335.89249233576277,338.43470071551184,341.3657564049187,343.06798833167073
67,364.7416903521685,350.5210311123365,354.6539898326795,351.77363403208733,348.4991915928276,343.2041665827896,480.1715744648347,339.28375709575414,335.7274448238566,338.7467712825912,340.2983722316055,341.4817643802644
68,364.69297613582904,350.88402560697733,354.17761003111394,351.5191324638887,348.41984401004794,342.94857521575494,480.44140642508853,338.97190738331653,335.29594726227776,338.274416270688,339.8620830052197,341.31118752210784
69,364.6326126670948,350.98732281439294,353.85298510112926,351.34652596694326,348.3865826198509,342.91703913376085,480.99615605513253,338.9133944405233,335.1684466996855,337.8769873551917,339.31313250053995,341.17698535461295
70,364.60772847994144,350.4427897251222,353.80413330518303,351.3769662606839,348.40403343398197,343.0175686097738,481.5671033245217,338.6782967704473,334.9117392747676,337.5806246327574,339.0312828984242,340.989770374638
71,365.21663076822824,348.8461316873668,353.95300334057873,351.3117820733852,348.421950147507,343.4843925144752,482.60998502184987,339.07139593236616,335.29129731102154,337.6843614554894,339.45745341930296,341.13619435264405
72,365.0098913015072,349.791792857565,354.0908869882647,351.45189125788846,348.5064212924057,343.65666947657627,482.31296892308654,339.4597374160904,335.87396195902255,337.40966319041934,339.84151403267157,341.78968330110087
73,364.6207151028741,350.4293684873582,354.40938229072,351.59553912040604,348.5845338046689,343.8170304025868,481.7393603875844,339.7738450178132,336.7377179844799,337.54942248878433,340.6052117898293,343.02820693872377
74,364.4510789804721,351.89622145659234,354.60051953325967,351.5811727922183,348.55551951108293,343.81898012653545,481.59305708471845,339.82253571387554,337.23338732918995,338.22874237318126,340.9400002418327,342.8568537555344
75,364.98089535972053,353.84170590957416,354.4697779145664,351.59350732572636,348.6586623222232,343.6353129222724,482.7041332486457,339.49833768470086,336.91628382643853,339.17614753064305,340.67544614871707,341.7411100572465
76,365.3976880900575,353.63204540553784,354.2906201334,351.34155319937673,348.509488791066,343.23318286328225,482.7687718990966,339.01455612564035,336.7643370565898,339.27251408202096,340.4786495626521,341.2191120611831
77,365.62369632499514,352.6841386844883,354.14881205310155,351.171368811611,348.4159774552444,343.09083217894016,482.42502400422455,338.7157287236887,336.5439118098664,338.7625327565559,340.24726719820876,340.6869841324469
78,366.2632233943652,351.0483431496729,354.0482618178723,351.0622558606545,348.39182134380735,343.12035934653915,481.3456616397269,338.48960000355254,336.05412147584127,338.1735414842504,339.7847825735651,339.99231897325495
79,367.13798950363,347.9497359878096,353.98357724292686,351.1189573901425,348.5279650097469,343.22744389289386,481.57208194338705,338.5945088225511,335.7397342853102,337.7050627839954,338.57217432564835,338.56843266286154
80,367.733919482739,347.9777269187077,354.17688763689904,351.2807068475904,348.55708506229774,343.16187232636526,480.45801059930403,338.46753419768197,335.7894001040206,337.1309561423967,338.42363057970726,339.1880931369457
81,367.70410747704915,348.09374308819207,354.44368969339115,351.3948944089207,348.62157457658714,343.1351144588098,479.73661839928405,338.6340023981122,336.00836164853905,336.858008328861,338.56251341381176,340.2544851023975
82,367.68574344323304,348.12605854934,354.5310925316632,351.3459200871291,348.6168430508923,343.1721762982776,481.1371324709478,338.8991513273867,336.01035602437213,336.69249030369235,338.3980079050759,339.969706738434
83,368.2627919262851,348.5235797321558,354.2171509978778,351.1078163124697,348.2751473549142,343.0138549661703,483.4759734892031,338.97873701258635,336.0381611298723,336.3481778406162,338.19414632024757,339.62071003952656
84,368.3680228311776,347.3092516822288,353.89525726468077,350.75946750302563,347.98363489990004,342.9298063230787,483.68800908806065,338.57611922154865,335.7328443225213,336.1041701988032,337.51308165791113,338.29263271090826
85,368.37972389748387,346.04953067936344,353.69214869211305,350.53461080252026,347.76897057304063,342.7793011655479,483.3522517902907,338.180765649079,335.4385531787871,335.7847061404717,336.6711478025284,336.8873701477074
86,368.3246653131065,344.840710872211,353.52167473267974,350.320603224405,347.55246556286,342.571637228799,482.09666732266754,337.72036725854684,334.89930403596776,334.9786610981158,335.8570823986948,335.9696509469672
87,368.50634980435376,343.28568485174003,353.70214140029685,350.213570593325,347.55319190161197,342.64720175321236,482.0381180159922,337.6262668766391,335.2092765434803,334.27936878962925,334.62357442542145,335.0564201041109
88,368.7582984179091,342.64140423002357,353.59783886618436,350.1440632838104,347.56066213631806,342.72402180358927,480.75360859024113,337.70481292851423,335.1792713471054,334.0699920144358,334.37698460007647,335.2400955954603
89,368.673947515097,342.78367301618243,353.4842396022707,350.1727538449854,347.6684067126943,342.918767978444,480.2404735446318,337.7512370316773,335.09561690435424,333.68090028049625,334.3433257259211,335.3980105909582
90,368.8950799006604,342.6324424534489,353.5190508348816,350.24511862853507,347.7797249714651,342.91541016605953,480.7120861959988,337.7549338648102,334.8607382516232,333.0545420213786,333.9436304946914,334.7090010865993
91,370.02850098346704,341.7644082515162,353.76969396871317,350.4486724111327,348.01225925285615,343.3899182804443,482.1234747387559,338.09595664748315,334.1078915140782,332.1377992707258,333.0150146474147,333.25535448453337
92,370.370712440771,341.32839551473563,353.43891200950856,350.1208475993889,347.6556876203293,342.9250335489075,482.70866177050607,338.0839042183838,333.8553476488276,331.6389263168885,332.4836644021343,332.2030413815732
93,370.5695194881064,340.18270868461116,353.24109701650525,349.9313742411314,347.33021568261927,342.49135357802817,483.20441983779784,337.7401334927537,333.4420775613925,330.955309561602,330.97055381253983,330.72437279581465
94,370.9400124745481,339.6646534859101,352.9646411383606,349.7503526673922,346.9936199047245,342.04914165463896,482.9479317700278,337.3666008688843,333.2146933834469,330.65162438536765,330.1609380683951,330.5899629790627
95,371.093085060163,338.4648119733978,353.3851826085708,349.96912226917635,346.9178549961523,341.7333305931731,482.76930830827223,337.22871810706505,333.0399256013212,330.6693556811272,330.11248005544337,331.08181381112115
96,371.4248095533174,337.60765934219273,353.56083118801666,350.01903419332535,346.84791962505926,341.5748610796089,482.6043310642518,337.0249409097841,332.91263252665,330.3941989707416,329.99318853668285,331.3316166877604
97,371.25777081738903,337.32044982952686,353.6893553018507,350.0573435896427,346.8410245959646,341.5764270897816,481.80052548409344,336.9632097510426,332.8959197479868,329.97883920738747,329.9928728757731,331.38382938987405
98,371.0995560041626,337.31734815242726,353.70917244011457,350.0563557519113,346.81622379588794,341.58426799462273,481.72529714501155,336.96233912757657,332.9230968354615,329.81570006304025,329.8456640930662,331.33088552396913
99,371.2767931081092,336.35438148528266,353.9489434418928,350.20212405225516,346.9337760736835,341.6108277977712,482.1101991532715,337.1254465038649,333.06009635834613,329.25131225280626,328.9111392881149,330.5473513960623
100,371.08330487602615,335.6021464743398,353.71519164010084,350.016080676115,346.81156570070453,341.2066259000858,481.0458367038096,336.6411788275557,332.826267650126,328.9466166544759,327.8421758123789,329.22085786225665
101,371.21422990944757,334.9535409837039,353.3995853726962,349.80160933341233,346.6629955468533,340.7876340440007,481.35051503096065,336.08845810114025,332.60576755504525,328.66625478601463,326.9909536369425,328.73384138526995
102,371.687021960526,333.6873953721516,353.1261014906959,349.5929383469872,346.43562085147823,340.30045080559546,481.9878252039474,335.25273611622566,332.35295050058545,328.3794138870882,326.0376670595517,328.1568399890367
103,372.2115222908097,332.7557542774726,353.1725664808032,349.5634855620953,346.37811233840114,339.80629820527463,482.30343308803816,334.36083057086785,332.1167521669345,328.99815727538305,326.4878257377812,327.91491041317425
104,372.91218076697385,332.15615646912676,353.0950349676594,349.5614613801469,346.2576626006673,339.6487253717488,481.88787181115237,334.1335007789234,332.0340574391526,329.3626057273416,326.7614739579202,326.66357511818507
105,373.30720203539124,331.6442256020612,353.06666344517487,349.63959892449907,346.16126769221705,339.5246167120626,481.98659482263406,334.1689343128894,332.1883816197463,329.4266019410088,326.7085252617504,325.94616233658326
106,373.6897392385763,331.68575581281016,353.05004188895936,349.708329865889,346.035943814703,339.4600726505693,482.66647640765297,334.2290661891736,332.3106029245573,329.17126221331614,326.68187004984367,326.08225157181084
107,374.2697150274666,330.7949492069978,353.2431592834321,349.5457374999526,345.6983570042681,339.18390070667886,485.68609254472176,334.00278885615774,332.0207916069328,328.3026317246028,325.5155225448667,325.80049782838785
108,374.68974598831375,330.03143332286095,353.1523480825163,349.29358294743434,345.3769864951468,338.82068412685436,486.2203915038944,333.5539622757699,331.350648875789,327.7838832313628,324.9469180611778,325.22005120787446
109,374.69066296111663,329.5304139055192,352.98491187901743,348.9889130588902,344.99669561935383,338.4790838518631,487.0293668684565,333.0420919718491,330.839021868417,327.46162493548064,324.7774827530588,324.71598654490793
110,374.7073961881413,328.7636333004391,352.7979900759367,348.60656346579236,344.40850157686486,338.05393702550265,487.22115211189913,332.37594481414396,330.1961238236846,326.88857123040776,324.051724139171,323.87115817937706
111,374.77016085214603,328.1576388011797,352.7889518358871,348.4207495711844,344.15612787126463,337.9474463989537,486.63673551523163,331.8924596116116,329.7864298869903,326.87165598999144,323.5045832099826,323.42183021422437
112,375.1092525504755,327.7228288281184,352.80826973334376,348.18527915204663,343.9425713145602,337.7709295405178,485.59707823261283,331.62785918390904,329.34101670377555,326.55934905622104,323.4820713697155,323.2062309732333
113,375.3431535936997,327.84086202203514,352.8663433758918,348.0924854996048,343.965163801776,337.7867229390612,484.06838909187223,331.6252709990157,329.17512853590614,326.2620863698437,323.3349303977527,323.5497036664967
114,375.5675883393126,328.22284793094354,352.9487460288994,348.1095404498027,344.0979444832776,337.82927926118174,483.11370382486064,331.59384477961135,328.97054651181867,326.1343861709141,323.23568151050165,323.9064776485291
115,375.67717624085213,327.8798580575577,353.210758885507,348.1281872297664,344.16480383028994,337.8357289953807,483.2009520282488,331.61463759783527,328.2868927312514,325.28327343366817,321.9041329316438,323.8245138225658
116,375.88241933243813,328.12044901433666,353.0304686578587,347.93643011596225,344.0124301425013,337.7054166793395,481.88756304901773,331.50387260421263,327.8674340378675,325.2091005939008,321.72190072365714,323.6698677254208
117,375.94204673488844,328.29018870952126,352.85285810562914,347.475463452041,343.6686070520079,337.4366635291613,481.47980538798436,331.4695080540641,327.60581113989974,324.9454907173696,321.7115140973704,324.0032220947783
118,376.07948555863646,328.504153374166,352.60898769964916,346.8425238728291,343.18901184212314,336.9135261259851,482.6871075794861,331.2727690365909,327.41323799868036,324.5873323081054,322.18520188689774,324.3640221205721
119,376.28684447262174,328.5486968679411,352.5114817069681,346.385956794864,342.7649366034614,336.3965851528829,484.8816731001965,330.70326739613785,326.5644349178487,324.39437668672224,322.7424014993578,325.1890782088069
120,376.64818046608053,328.7070262399431,352.4007705772336,346.21001702396694,342.5509143666924,336.08070581124707,484.92441059103766,330.501946630613,326.32127483167164,324.21757834516444,322.5601636561906,325.11310289813343
121,376.5819041047759,329.70976803256576,352.3067094872951,346.2795971189313,342.5936888071017,336.0935220600215,484.09732503983247,330.5383468604258,326.549628091242,324.3995631350386,323.1352552535991,326.11964117782395
122,376.91784618539316,330.1634805431465,352.23391411489575,346.21084801622834,342.476444336158,335.9632719651094,484.3904702494903,330.3793211174649,326.6283135660951,324.2695079362722,323.3269640451542,326.48070289764536
123,377.0967575221617,330.41171771055485,352.28243657580117,346.28965681287076,342.51806780806436,335.85795278792705,486.49068139075627,330.21603935765523,326.61325854981226,324.1654980309538,323.4641720633561,326.8270423744908
124,377.58846798266535,330.5354578784169,352.294066314408,346.1546488054125,342.2950851376075,335.7444069407189,486.4355989438393,330.0434065866667,326.14766879410286,323.93120988883595,322.93004614194507,326.4081654663207
125,377.62319439170045,331.003039815909,352.2097820435904,346.074501299301,342.1397101156416,335.65594123431043,485.9533533625707,329.99271761749355,325.9006306400891,323.8440230577659,322.99931549125455,326.5074588895869
126,377.3106595703982,331.36601973369955,351.9784071745702,345.8491140490526,341.86499144051123,335.43846760444865,486.2222959444124,329.8198303799145,325.62428730689373,323.74342225320254,323.4811508463623,326.8072226953735
127,377.7372465977864,331.51827738339034,351.79784155221483,345.65837258284915,341.6040270048965,335.1733018163755,486.88645245636695,329.591189202585,325.30347422061067,323.14882616297217,324.2834279865217,327.883133414709
128,378.0368772350035,331.5203623572504,351.70386639849653,345.50077860376405,341.4041852796125,334.95582255429906,487.3106812417261,329.42565365551417,325.0748885101379,322.9422832127788,324.315143363393,327.6387087753366
129,378.07195887849787,332.10998198714043,351.6161506999415,345.5420493685342,341.4183134355982,334.9953318011593,486.3605944937101,329.446713113547,325.0833425285355,323.136251559031,325.0370832907247,328.0604801938146
130,368.89325815334,341.08221956546157,354.3777272699839,352.1421460556747,349.368165816946,342.9698901106818,484.71954755584,338.1211684610034,335.7444628713455,336.43646933633124,336.2704258709702,335.1023875470333
131,368.24153827597314,341.79456771428494,354.87699504897427,352.4837628847774,349.7518836428764,343.2842505935977,483.17478842995905,338.3634640013001,336.0100382995988,336.96411242429787,336.19282446016683,335.86789352446414
132,367.138703125198,343.02723618800724,355.36952673321827,352.90956712584875,350.13588769534863,343.5158502759212,481.8373244188765,337.9212941294809,335.37765967126546,337.5327087973383,336.94512561734956,336.9105890812848
133,366.9684501738254,343.84374645440556,355.2607899781396,352.76145771310223,349.9141173467099,343.79426112380827,481.69284886088604,337.8015232159195,335.2624643383803,337.236367300231,336.98795656891576,337.0306085883001
134,366.77440010942394,343.80399363370645,354.63058023047336,352.3123887862656,349.5467499381229,343.8814118803551,482.50511293858665,337.758492176655,335.28139884783803,336.90330133399647,336.9990933782124,336.91570782104884
135,366.7620600469529,343.3341814634372,354.1516613015693,351.8017166929156,349.1969712852315,343.9088317496413,482.9286805748759,337.83977520440436,335.1089133980057,336.21004210787925,336.5970736660187,336.7414677275514
136,367.01643726292065,343.6160743329766,354.2688594054966,351.7061368212356,348.9444254519533,343.88422905289184,483.65864501448283,337.85907279836476,334.8353316842742,335.73954567323005,336.4916477394084,337.1469522034688
137,367.9683828169448,343.24806681067724,354.01419676129586,351.4562738409269,348.8164054300351,343.76718893264905,483.5529627971555,338.04620291753537,334.372628481401,335.17332733199424,335.9144705390996,336.70633823988567
138,368.70225961380675,343.3284027528769,354.04063023722534,351.6517262064046,348.9474026566248,343.70078782477333,483.2724162236878,338.40990403703336,334.17371270724334,335.18339409024145,335.59650415337126,336.6366711656339
139,369.0936356836485,343.62055755147907,354.2320832389643,351.94771058371157,348.9351322883541,343.66630615371815,482.6077491104782,338.4208180340695,333.792085214602,335.12464652002444,335.6477253632302,336.88401963359917
140,368.6525131678732,344.97970353769944,354.6757573851649,352.4146193944992,349.5481999201935,343.84159260485984,483.61785676201146,338.34300683937903,333.92913406169674,335.36047183334426,336.69516743336925,337.7577980320386
141,368.3641119331729,345.41590234005827,354.51430834726904,352.3536053347958,349.790634344209,343.8733169595699,485.9413866276853,338.23663004577014,334.00694436544865,335.79441679245366,336.9819867862166,337.8733222399656
