,wind10
0,11.351251602172852
1,10.532689094543457
2,11.578093528747559
3,13.209132194519043
4,14.633569717407227
5,14.076863288879395
6,13.575972557067871
7,14.727231979370117
8,15.104065895080566
9,14.263124465942383
10,14.07805061340332
11,15.115684509277344
12,16.885841369628906
13,18.0927677154541
14,18.78087043762207
15,19.2054500579834
16,18.293380737304688
17,18.589885711669922
18,17.679960250854492
19,14.894084930419922
20,16.1810245513916
21,16.53455924987793
22,15.343109130859375
23,16.02153968811035
24,16.10162353515625
25,15.572330474853516
26,15.611568450927734
27,15.894156455993652
28,15.969694137573242
29,17.095439910888672
30,16.955585479736328
31,16.95047950744629
32,17.374082565307617
33,18.028228759765625
34,18.541542053222656
35,19.723894119262695
36,20.697092056274414
37,19.465787887573242
38,21.315143585205078
39,20.944618225097656
40,21.49139404296875
41,20.055057525634766
42,21.42742919921875
43,21.511005401611328
44,21.06725311279297
45,21.053089141845703
46,21.208738327026367
47,22.026792526245117
48,22.75066375732422
49,23.735315322875977
50,24.172517776489258
51,25.651920318603516
52,27.623929977416992
53,24.216720581054688
54,25.4193058013916
55,24.594528198242188
56,27.10346794128418
57,29.600318908691406
58,28.691162109375
59,28.46221160888672
60,29.897798538208008
61,30.538101196289062
62,32.468040466308594
63,31.24747085571289
64,33.414405822753906
65,33.86366653442383
66,32.847049713134766
67,29.121360778808594
68,29.020902633666992
69,28.826976776123047
70,28.53409194946289
71,29.692852020263672
72,28.082597732543945
73,28.075929641723633
74,28.019309997558594
75,28.3705997467041
76,27.195247650146484
77,28.80459213256836
78,28.526752471923828
79,27.604537963867188
80,26.69746971130371
81,28.182342529296875
82,27.260726928710938
83,25.99132537841797
84,25.43177032470703
85,25.953283309936523
86,24.97852897644043
87,24.314111709594727
88,21.702720642089844
89,18.525522232055664
90,16.96111488342285
91,16.26398468017578
92,15.806577682495117
93,14.498231887817383
94,14.15720272064209
95,14.41925048828125
96,14.390421867370605
97,13.654773712158203
98,13.197057723999023
99,13.491257667541504
100,13.66549015045166
101,12.505770683288574
102,11.275992393493652
103,10.297618865966797
104,10.309195518493652
105,10.099320411682129
106,8.89649486541748
107,9.569109916687012
108,10.041893005371094
