,mslp
0,100532.0625
1,100369.0
2,100353.6875
3,100469.9375
4,100375.5625
5,100219.5625
6,100156.4375
7,100289.375
8,100238.6875
9,100133.375
10,100035.4375
11,100137.8125
12,100133.375
13,99976.375
14,99818.375
15,99899.0
16,99824.9375
17,99557.4375
18,99466.75
19,99587.75
20,99571.375
21,99395.8125
22,99293.0625
23,99420.375
24,99473.5
25,99336.375
26,99195.4375
27,99273.8125
28,99431.9375
29,99261.375
30,99140.625
31,99193.6875
32,99810.5625
33,99702.875
34,99540.5
35,99577.125
36,99870.0
37,99678.0
38,99544.6875
39,99610.5625
40,100291.125
41,100152.5625
42,99912.0625
43,99797.5
44,99355.625
45,99254.25
46,99264.1875
47,99407.625
48,98912.6875
49,98887.0
50,98756.9375
51,98857.6875
52,97623.75
53,97406.4375
54,97460.625
55,97679.3125
56,97491.875
57,97519.5625
58,97514.6875
59,97644.375
60,97744.625
61,97426.75
62,97381.875
63,97591.875
64,97890.0625
65,97893.4375
66,98048.25
67,98273.875
68,98270.4375
69,98385.25
70,98671.6875
