,outvort_10,outvort_20,outvort_30,outvort_50,outvort_70,outvort_100,outvort_150,outvort_200,outvort_250,outvort_300,outvort_400,outvort_500,outvort_600,outvort_700,outvort_800,outvort_850,outvort_900,outvort_925,outvort_950,outvort_975,outvort_1000,outrhum_10,outrhum_20,outrhum_30,outrhum_50,outrhum_70,outrhum_100,outrhum_150,outrhum_200,outrhum_250,outrhum_300,outrhum_400,outrhum_500,outrhum_600,outrhum_700,outrhum_800,outrhum_850,outrhum_900,outrhum_925,outrhum_950,outrhum_975,outrhum_1000,outgpot_10,outgpot_20,outgpot_30,outgpot_50,outgpot_70,outgpot_100,outgpot_150,outgpot_200,outgpot_250,outgpot_300,outgpot_400,outgpot_500,outgpot_600,outgpot_700,outgpot_800,outgpot_850,outgpot_900,outgpot_925,outgpot_950,outgpot_975,outgpot_1000,outtemp_10,outtemp_20,outtemp_30,outtemp_50,outtemp_70,outtemp_100,outtemp_150,outtemp_200,outtemp_250,outtemp_300,outtemp_400,outtemp_500,outtemp_600,outtemp_700,outtemp_800,outtemp_850,outtemp_900,outtemp_925,outtemp_950,outtemp_975,outtemp_1000,outvvel_10,outvvel_20,outvvel_30,outvvel_50,outvvel_70,outvvel_100,outvvel_150,outvvel_200,outvvel_250,outvvel_300,outvvel_400,outvvel_500,outvvel_600,outvvel_700,outvvel_850,outvvel_925,outvvel_975,outvvel_1000
0,-1.3392886224513252e-05,-1.2277712812647223e-05,-5.689192524490257e-06,-1.0679650586098433e-07,3.840502661963304e-07,-8.5101065148289e-06,-1.087547279894352e-05,-7.780237744251887e-06,-5.2667494552830854e-06,-1.756086324652036e-06,4.04751238723596e-06,4.702022609611352e-06,9.203314160307249e-06,1.3329251669347286e-05,1.2181233614683151e-05,1.1374832441409429e-05,1.058427927394708e-05,9.985702733198802e-06,9.09507895509402e-06,8.596541980902354e-06,7.8598503023386e-06,0.02575212170680364,0.5898887912432352,1.9775243441263834,7.911664962209761,36.22267944812775,91.13867492675782,91.20281168619792,83.16511156285803,73.31597643395266,67.09140423784653,68.69743393659591,72.1289238696297,78.99480693886677,74.36938222249348,76.65038932760557,82.71600901285807,87.31513018906116,90.17136126160622,93.21883646647136,91.04595743815104,84.13038889567058,301597.7779947917,256987.17252604166,232260.8642578125,202000.848828125,182822.405859375,163328.13424479167,140404.45234375,122628.42408854167,107914.43313802083,95308.73782552083,74410.56334635416,57427.998828125,43101.573893229164,30652.817578125,19593.9990234375,14498.682975260417,9651.736360677083,7312.58486328125,5025.718684895834,2787.7795247395834,592.7835286458334,235.94980290730794,215.5585723876953,209.603901163737,202.70677947998047,194.40053787231446,188.66129786173502,207.1823715209961,223.4024528503418,235.95804392496746,245.6750920613607,259.793728129069,269.4571278889974,276.2672765096029,283.8341669718424,289.60409825642904,291.77486114501954,294.0642583211263,295.1851231892904,296.2374287923177,297.74632466634114,299.8013529459635,0.0023538542290528616,-0.001511229823033015,-0.0035858715573946634,-0.0011404802401860554,-0.0008573095003763834,-0.00792237122853597,-0.0857581615447998,-0.15653174718221027,-0.18919843037923176,-0.1894317626953125,-0.18317120869954426,-0.16319866180419923,-0.1460481643676758,-0.1413082758585612,-0.07356923421223958,-0.034773000081380206,-0.005444685618082683,0.008169714609781902
1,-1.2531951263857384e-05,-1.2120647200693687e-05,-5.157027044333518e-06,5.940382834523916e-08,7.850738863150279e-07,-8.165677233288685e-06,-8.297032521416743e-06,-5.252702006449302e-06,-4.242911624411742e-06,-1.2928309539953867e-07,3.963134561975797e-06,5.03851721684138e-06,9.537356284757455e-06,1.3627453396717707e-05,1.2879003770649433e-05,1.1719949543476105e-05,1.0686755801240604e-05,1.0069630419214566e-05,9.13719025750955e-06,8.500382925073306e-06,7.553740094105402e-06,0.02077065333724022,0.5748240311940511,2.067645666562021,7.982630920410156,36.03663203020891,93.52048700849215,93.73014425486326,88.14745019649466,76.2484909278651,69.09689496308565,72.39524419903755,75.70907856971026,80.4106046895186,75.46129048665365,77.64699551214774,82.46068471769492,87.02523091634114,89.58766332268715,92.71720682779947,91.5647196451823,84.91523793538411,301821.5235677083,256960.01822916666,232259.87063802083,202030.5087890625,182839.40891927082,163336.96184895834,140449.14505208333,122710.094140625,108015.445703125,95416.3201171875,74529.08606770834,57553.962565104164,43233.49798177083,30790.032421875,19734.250618489583,14638.986881510416,9791.74892578125,7452.32587890625,5165.31201171875,2927.723697916667,733.675,237.99176432291668,215.79963709513348,209.2903315226237,202.5836275736491,194.44428253173828,188.2027936299642,206.8022040049235,222.98055140177408,235.75960235595704,245.53781814575194,259.6458262125651,269.3079518636068,276.15294748942057,283.6942413330078,289.5286153157552,291.8054743448893,294.09571940104166,295.22689056396484,296.2616434733073,297.6474136352539,299.6745198567708,0.0025335622330506643,0.002135704706112544,-0.00019029304385185242,0.0010811984539031982,0.0047264575958251955,0.0002994537353515625,-0.0900655746459961,-0.16041463216145832,-0.18266544342041016,-0.16823705037434897,-0.13893267313639324,-0.1087988535563151,-0.08856417338053385,-0.08885078430175782,-0.04454224904378255,-0.018801434834798177,0.0021468798319498696,0.012443478902180989
2,-1.0197697944628696e-05,-1.1810950430420538e-05,-5.144796644647916e-06,-1.3590431384121379e-06,1.4143763110041618e-06,-8.59535454461972e-06,-8.686810421446959e-06,-4.115805495530367e-06,-4.422501660883427e-06,-5.224331592520078e-07,3.939657472074032e-06,5.629169754683971e-06,9.188226734598477e-06,1.3162498362362385e-05,1.2882077135145664e-05,1.1219906931122144e-05,9.433645755052566e-06,8.712926258643467e-06,8.0325019856294e-06,7.32972597082456e-06,6.502393322686354e-06,0.01909957652290662,0.4794036110242208,2.0992658138275146,7.1464136123657225,30.01683654785156,85.77832474509874,96.21351216634115,93.5659273378551,80.70372889588276,72.73845844666162,72.98516441434622,73.16161241630714,79.97579650878906,76.2202860514323,76.28117218017579,80.90018564860026,85.78613891601563,88.39594934185347,91.83941040039062,90.7021499633789,84.02510579427083,302393.7643229167,257224.94635416666,232478.43802083333,202211.34049479166,182932.89518229166,163346.168359375,140471.9201171875,122789.14147135416,108121.987109375,95531.15390625,74648.34459635416,57663.38268229167,43333.953841145834,30885.218359375,19829.961490885416,14733.242122395834,9884.62421875,7544.904622395833,5257.658951822917,3019.6835774739584,825.2194010416666,238.84841486612956,217.2100845336914,209.22069829305013,203.27984873453775,195.56951141357422,188.99285380045572,206.1925131479899,222.37539316813152,235.49579976399738,245.38953247070313,259.68049774169924,269.4922856648763,276.28819681803384,283.70645370483396,289.5759750366211,291.9402628580729,294.18055318196616,295.28807576497394,296.33450469970705,297.75472869873045,299.76573333740237,0.0017941462496916453,0.004209512720505396,0.0019015232721964518,0.004624774058659871,0.005980002880096436,0.008224018414815267,-0.04242073694864909,-0.1040442148844401,-0.12907822926839194,-0.11967881520589192,-0.08051300048828125,-0.05384044647216797,-0.04363848368326823,-0.053068351745605466,-0.03608519236246745,-0.025467745463053384,-0.010616938273111979,-0.0019353230794270833
3,-1.0028854012489319e-05,-1.1104012567860385e-05,-5.330775942032536e-06,-1.5973996293420592e-06,2.492168763031562e-06,-7.797831979890665e-06,-5.471547289441029e-06,-2.611036567638318e-06,-4.738899103055398e-06,-9.652382383743923e-07,3.681619030733903e-06,5.496658074359099e-06,8.925943014522393e-06,1.2518644022444883e-05,1.2658513151109219e-05,1.086280681192875e-05,9.192045157154401e-06,8.661998435854912e-06,8.273838708798091e-06,7.466211294134458e-06,6.611295975744724e-06,0.02101614202062289,0.40831262168164056,2.1746316591898602,6.6903938293457035,28.946973419189455,82.36109689474105,95.79888346294562,93.40058106283347,81.11501706242561,72.56527830561002,72.92472082103292,72.01943084597588,79.84271609783173,75.51176554809014,77.13913058936596,82.04074220558007,86.9724833170573,89.43880359033743,92.54248962402343,91.84241943359375,85.1805404663086,302464.3338541667,257215.22591145834,232418.97877604168,202108.60208333333,182800.28782552082,163171.86901041667,140298.79694010416,122639.44615885416,107984.7185546875,95396.36888020833,74513.17545572917,57525.591145833336,43196.93411458333,30751.571875,19699.2435546875,14604.741438802082,9758.08857421875,7419.180338541667,5132.701692708333,2895.641455078125,702.1251627604166,237.81717910766602,218.4213434855143,209.12275161743165,203.74145940144857,195.96371892293294,189.34291661580403,205.88629302978515,222.12367579142253,235.39010721842448,245.3737818400065,259.69335708618166,269.5314608256022,276.25318908691406,283.66783854166664,289.4466135660807,291.7902353922526,294.05704498291016,295.1764841715495,296.2309829711914,297.62073720296223,299.6376347859701,-0.0014483898878097535,0.0010413584609826406,-0.0020939243336518605,0.0019037981828053793,0.0005641698837280274,0.001499934991200765,-0.02740936279296875,-0.09039773941040039,-0.1222341537475586,-0.11747233072916667,-0.09017353057861328,-0.07564163208007812,-0.07479972839355468,-0.08048515319824219,-0.062365214029947914,-0.049186325073242186,-0.03235305150349935,-0.022345288594563802
4,-1.0871094375215008e-05,-1.1302886955358891e-05,-5.307369208527551e-06,-8.614462098933725e-08,3.098052273276436e-06,-7.74269248262295e-06,-2.374729582135608e-06,-2.5766323942737462e-06,-4.646405036642343e-06,-1.089613598721156e-06,3.1682946699907175e-06,6.195257274874513e-06,9.116341835235659e-06,1.2241612107365457e-05,1.2443997004529253e-05,1.10735597003916e-05,9.912060365019003e-06,9.30675672544978e-06,8.730353068761311e-06,7.709733662639911e-06,6.999213758593278e-06,0.027519135538844153,0.4090541999369736,2.4546257668016365,6.8158523828656845,31.23861295256872,81.95715429327795,94.72828074213875,91.18370147463692,79.60654448523066,72.3004517084088,72.20355715098718,70.53683872786794,79.02555486275448,74.54115501182208,77.79937606332707,83.0877483573692,87.31581581084066,89.5461182970229,92.82262746723856,92.61187731477729,85.86941715098021,301895.2017634855,256920.9072873444,232151.77924014523,201924.0797458506,182636.1452930498,163010.30147821576,140147.7802126556,122506.34238848547,107867.83694242738,95285.4223936722,74401.66344657676,57407.76053552904,43077.84264782158,30635.80945280083,19587.45229836618,14495.238475752074,9650.395220111515,7312.214239983143,5026.593583862811,2790.403979796097,597.5132099325726,235.34050222056536,218.42713839582387,208.22953998993046,203.6652826332947,195.69210270925183,189.3727442951123,205.692673236008,221.88994076044233,235.1741137999222,245.32327302165052,259.7480258545935,269.6581643765398,276.1835833664257,283.5939433624141,289.3244435163949,291.6551565589746,293.96760552750584,295.0895618739464,296.107890402133,297.50146800947385,299.5516281444502,-0.0014439724942213272,0.00048236805497363394,-0.0021952284013087324,0.0004887531407146533,4.50670471824551e-06,-0.0004131437831894491,-0.022874159436997537,-0.08577376876134596,-0.11646812486450701,-0.11335094736819445,-0.08631736312169752,-0.07371003400240696,-0.08086791374871345,-0.08948135375976562,-0.05981654250275545,-0.035009530570002514,-0.012312552740959706,-0.0006553285844098483
5,-1.1479161912575364e-05,-1.1516004451550544e-05,-6.188522092998028e-06,1.1477871642758448e-06,3.4971123871703943e-06,-8.184524873892467e-06,-3.4348185484608012e-06,-2.095045056194067e-06,-3.863514090577762e-06,-6.070826202630997e-07,2.5239695484439532e-06,5.930763048430284e-06,8.48678561548392e-06,1.1744846900304158e-05,1.2458224470416704e-05,1.1393070841828982e-05,1.0289081061879795e-05,9.668463220198948e-06,8.76476988196373e-06,7.937646781404813e-06,7.2408622751633326e-06,0.02952901224295298,0.4151385267575582,2.4196605682373047,6.922554206848145,32.693045542637506,83.2446482827266,93.25440848718087,88.7940806483229,77.175716650486,72.16916021034122,73.34704466958841,71.07434692382813,78.30765482584636,73.8752274552981,77.28559010823568,83.29383392333985,87.2061274210612,89.41789855957032,92.84724273681641,92.39662068684896,85.78967539469402,301829.991015625,257016.29270833332,232213.00364583332,202052.61158854168,182746.60091145834,163100.095703125,140249.815625,122617.6921875,107987.03444010417,95410.54837239583,74533.91627604167,57542.937825520836,43213.44641927083,30773.86640625,19727.503483072916,14636.608919270833,9792.772037760416,7455.048209635416,5169.74375,2934.0705403645834,741.804296875,234.71986465454103,218.30199915568033,208.1880106608073,203.640633392334,195.61683400472006,189.28972676595052,205.55452003479004,221.7893606821696,235.03741302490235,245.24199905395508,259.63556518554685,269.6869529724121,276.14933725992836,283.55772959391277,289.2959569295247,291.58665924072267,293.9190348307292,295.0371831258138,296.04948170979816,297.42061716715494,299.4572453816732,0.0010573245584964753,0.0018387357393900552,0.000438759724299113,0.000419159730275472,0.004669574896494547,0.0035971681276957194,-0.011527490615844727,-0.06114740371704101,-0.09715636571248372,-0.1043731689453125,-0.09306265513102213,-0.0854834238688151,-0.08627554575602213,-0.08652267456054688,-0.04629802703857422,-0.014927355448404948,0.00883188247680664,0.020769500732421876
6,-1.1680305275755624e-05,-1.1357730060505371e-05,-7.077435535999636e-06,1.5022951023032268e-06,4.01789244885246e-06,-9.802333079278468e-06,-5.949253682047128e-06,-3.826819981137911e-06,-5.480460822582245e-06,-2.1452937896052997e-06,2.6417197659611703e-06,6.458450419207414e-06,9.746717599531015e-06,1.2214450786511103e-05,1.2440397404134273e-05,1.1341692879796027e-05,1.0119983926415443e-05,9.204369659225146e-06,8.506545176108679e-06,8.182902820408345e-06,7.44796513269345e-06,0.024124658107757567,0.3855695048967997,2.2945435206095377,7.39085286539048,29.950109176834424,79.36199550678333,90.64520174364249,85.07666673312585,74.4720822751522,70.69702796538671,73.53504985670249,72.37332305908203,78.49725138346354,74.3416964272658,75.66800975600879,80.93201515972615,84.8784917195638,88.26944581866265,92.17041727701823,89.9878916422526,82.79269307454427,302320.16549479164,257333.33606770833,232465.15559895834,202338.22662760416,182998.3796875,163262.24537760418,140401.86809895834,122729.29498697916,108077.59505208333,95491.76614583333,74607.919921875,57616.7849609375,43290.07610677083,30856.5009765625,19813.09814453125,14722.03798828125,9876.421354166667,7537.95859375,5251.985221354166,3014.8315266927084,820.4323567708333,236.5703857421875,218.79998499552408,208.56470527648926,203.13722534179686,195.8538510640462,189.6510378519694,205.9274756113688,222.2389939626058,235.25222549438476,245.40118967692058,259.64977671305337,269.65649566650393,276.03971710205076,283.4532958984375,289.28858795166013,291.7077952067057,294.0746027628581,295.13156077067055,296.1826695760091,297.71092885335287,299.78374633789065,0.0011657839020093282,-0.0006846368312835693,-0.0025259902079900107,-0.004580338795979817,0.0013171831766764324,0.007720462481180827,-0.016062339146931965,-0.058959674835205075,-0.09571552276611328,-0.11063060760498047,-0.0962354024251302,-0.0837649663289388,-0.08601659138997396,-0.08705838521321614,-0.055925750732421876,-0.03545303344726562,-0.019881025950113932,-0.011899058024088542
7,-1.0148690974650283e-05,-1.0592832889718314e-05,-7.258401213524242e-06,1.7117359675467015e-06,4.6147848479449746e-06,-9.221867852223416e-06,-9.346237250914176e-06,-5.008629523217678e-06,-5.601276643574238e-06,-3.7130899727344514e-06,3.308205244441827e-06,5.848224585254987e-06,9.395251981914044e-06,1.1587344730893772e-05,1.2165548590322335e-05,1.0934844613075257e-05,9.407568722963332e-06,8.710132290919621e-06,8.121132850646973e-06,7.734222648044426e-06,6.945206162830194e-06,0.020346715549627938,0.40733880201975503,2.5312532583251595,8.346342969189088,31.189153782526652,75.4556853145361,88.39730176428954,79.8255880087614,72.55063017805418,70.45093953212103,71.03397848457098,71.65759357412657,76.16219024310509,73.00829547842343,75.76264132807653,80.45577087402344,85.75350146492322,89.14173227945963,92.51140645345052,90.49375508626302,83.33969217936198,302194.268359375,257060.047265625,232247.53841145834,202248.086328125,182972.5736328125,163227.45989583334,140343.77376302084,122644.67161458333,107975.48111979167,95377.99817708334,74478.76516927083,57473.233723958336,43132.71100260417,30690.989778645835,19643.398111979168,14551.171516927083,9704.792936197917,7366.084016927083,5079.716959635417,2842.1413411458334,647.0417317708333,238.31304423014322,218.46414998372396,207.91904462178547,202.26796951293946,195.45368626912435,190.12133026123047,206.25715878804525,222.53380839029947,235.50298970540365,245.59075546264648,259.86004002888996,269.928263092041,276.36337560017904,283.61620279947914,289.3270670572917,291.7772216796875,294.0691919962565,295.14605102539065,296.2086817423503,297.76826171875,299.8699762980143,0.0007674487928549449,-0.0020036786794662476,-0.0048269232114156084,-0.009127163887023925,-0.007388516267140707,0.006495618820190429,-0.025671927134195964,-0.0737026850382487,-0.11783790588378906,-0.1348888397216797,-0.10905799865722657,-0.08225828806559245,-0.08638223012288411,-0.09816602071126303,-0.07763881683349609,-0.0542443593343099,-0.03579387664794922,-0.027326933542887368
8,-8.468429829614858e-06,-9.827338120279213e-06,-7.969442716178795e-06,1.5242878968516985e-06,5.368337345619996e-06,-9.50405568194886e-06,-1.0267381245891253e-05,-5.384817874679962e-06,-5.849582764009635e-06,-3.723419892291228e-06,3.896971854070822e-06,4.928597869972388e-06,8.585723116993904e-06,1.067782286554575e-05,1.2210896238684655e-05,1.1007410163680712e-05,9.320210665464401e-06,8.447561413049698e-06,8.048691476384799e-06,7.728875304261844e-06,6.960130607088407e-06,0.018315560619036355,0.4178452412287394,2.655216956945757,9.502294476826986,34.49376576741536,71.51301117837428,87.24068400065104,77.32050644308329,72.52934855719407,70.37717593858639,70.50886881574988,71.05205440024535,74.38096358776093,71.42910525302092,75.3635745882988,80.30623513261477,86.12205454508464,88.862771097819,92.29003346264362,90.56272328694662,83.39270885288715,302123.7950520833,256822.978515625,232041.25611979168,202137.83743489583,182955.88932291666,163226.50911458334,140324.083984375,122608.3365234375,107929.36920572916,95327.29069010417,74423.91002604166,57411.9205078125,43061.603515625,30609.594986979166,19558.223860677084,14465.159993489584,9618.469010416668,7279.27802734375,4992.226041666667,2754.166943359375,558.5802408854166,239.19084447224935,218.27309010823566,207.55667012532552,201.31864471435546,194.7480150858561,190.5883565266927,206.44116338094076,222.72954165140789,235.60231297810873,245.67152481079103,259.9169555664063,270.07300186157227,276.6626927693685,283.78515777587893,289.3884910583496,291.8077697753906,294.0892054239909,295.2313985188802,296.2739674886068,297.8343683878581,299.9566630045573,0.00020011067390441896,0.0006672809521357218,-0.00070267120997111,-0.005175173282623291,-0.00608070691426595,0.008591802914937337,-0.030798308054606118,-0.08929907480875651,-0.12720839182535806,-0.13745237986246744,-0.09472332000732422,-0.067704709370931,-0.06578559875488281,-0.07829869588216146,-0.05604139963785807,-0.028536860148111978,-0.008023548126220702,0.0007820447285970052
9,-8.757504595754047e-06,-9.531189183083674e-06,-7.921781313295165e-06,6.361224222928286e-07,7.045276773472627e-06,-9.61338422105958e-06,-1.0095234028995036e-05,-6.984589466204246e-06,-6.281064512828986e-06,-3.364449366927147e-06,4.131137393414974e-06,4.799943417310714e-06,7.032781528929869e-06,9.775060849885146e-06,1.2622284702956677e-05,1.128703976670901e-05,9.794610862930616e-06,9.095653270681699e-06,8.652607599894205e-06,8.024461567401887e-06,7.21513448903958e-06,0.016934126615524292,0.397523598295326,2.502881145477295,10.12369836171468,37.34775538394849,66.90854991873105,89.90556386311849,81.13862156222264,76.37873230651022,71.9639443496863,68.82605343001585,70.38906876345476,73.91789608299732,71.20079703480005,75.27886715779702,80.36643605728945,85.83856959939003,88.54126790364583,92.10183410644531,91.19051717122396,84.12919006347656,302365.8983072917,256852.678125,232054.87278645832,202140.57649739584,183012.22740885417,163298.01712239583,140389.83528645834,122687.85703125,108022.773046875,95431.4009765625,74535.446875,57527.004622395834,43180.15319010417,30725.708333333332,19674.07177734375,14580.879850260417,9734.288671875,7395.119921875,5108.097102864584,2870.251953125,675.13486328125,239.75855458577473,218.6851900736491,207.88778533935547,200.88938827514647,194.22597096761066,190.9894930521647,206.30444246927897,222.51921869913738,235.39081726074218,245.4973353068034,259.8942148844401,269.97576192220055,276.71094309488933,283.80909271240233,289.3947814941406,291.80768025716145,294.09202270507814,295.23301391601564,296.2729334513346,297.77291310628254,299.8725397745768,0.0011093745628992717,0.0028164217869440715,0.000633839766184489,-0.0005259911219278971,-0.0036840160687764485,0.007021482785542806,-0.03533358573913574,-0.10050783157348633,-0.13024228413899738,-0.12928345998128254,-0.0914706548055013,-0.07574138641357422,-0.0711208979288737,-0.0807278315226237,-0.05700766245524089,-0.02617956797281901,-0.002628485361735026,0.008643754323323568
