,wind10
0,12.759177207946777
1,12.957540512084961
2,13.08117961883545
3,13.474542617797852
4,13.35374641418457
5,13.766887664794922
6,13.242899894714355
7,14.106066703796387
8,16.075401306152344
9,16.49428939819336
10,18.264163970947266
11,18.10171127319336
12,17.422348022460938
13,16.222064971923828
14,17.644363403320312
15,18.18720245361328
16,17.267581939697266
17,17.911699295043945
18,17.18726348876953
19,19.32952880859375
20,19.233158111572266
21,20.099170684814453
22,19.978879928588867
23,21.05777931213379
24,21.765331268310547
25,21.88397789001465
26,21.72616195678711
27,21.377952575683594
28,21.368215560913086
29,21.613656997680664
30,21.962417602539062
31,23.115083694458008
32,23.080949783325195
33,24.17738151550293
34,24.131147384643555
35,25.643112182617188
36,25.603946685791016
37,24.452957153320312
38,22.931838989257812
39,23.289823532104492
40,21.82474136352539
41,21.10857391357422
42,24.411876678466797
43,20.995561599731445
44,20.670503616333008
45,20.55109977722168
46,19.641252517700195
47,19.83756446838379
48,21.03642463684082
49,20.705381393432617
50,19.92557144165039
