,mslp
0,100552.25
1,100563.4375
2,100629.5625
3,100581.125
4,100481.8125
5,100481.6875
6,100712.75
7,100697.3125
8,100546.8125
9,100538.5625
10,100685.375
11,100667.875
12,100470.1875
13,100489.625
14,100717.625
15,100794.5625
16,100642.625
17,100650.75
18,100791.4375
19,100797.6875
20,100593.8125
21,100623.8125
22,100729.375
23,100828.0625
24,100705.5
25,100650.6875
26,100740.3125
27,100731.0625
28,100580.5
29,100494.125
30,100568.625
31,100655.8125
32,100509.4375
33,100427.25
34,100428.25
35,100415.25
36,100324.4375
37,100143.4375
38,100225.875
39,100301.625
40,100212.0625
41,100099.875
42,100257.6875
43,100306.875
44,100186.9375
45,99970.0625
46,100031.625
47,100147.125
48,100087.25
49,100013.875
50,100069.1875
51,100127.3125
52,100026.5625
