,mslp
0,100610.6875
1,100685.4375
2,100736.625
3,100669.1875
4,100523.5
5,100608.875
6,100714.9375
7,100606.5
8,100498.4375
9,100595.4375
10,100694.375
11,100608.3125
12,100547.3125
13,100597.625
14,100700.9375
15,100556.5
16,100460.25
17,100577.75
18,100665.5
19,100547.125
20,100444.1875
21,100443.5625
22,100551.6875
23,100449.125
24,100378.0625
25,100422.0
26,100469.125
27,100392.875
28,100200.6875
29,100180.5
30,100205.6875
31,100075.75
32,99915.8125
33,99916.8125
34,99898.4375
35,99831.375
36,99611.1875
37,99505.9375
38,99498.875
39,99422.125
40,99231.375
41,99109.25
42,98193.0625
43,98267.5
44,98019.75
45,97897.375
46,98016.75
47,97952.75
48,97639.4375
49,97370.375
50,97283.5625
51,97203.875
52,96941.6875
53,96732.375
54,96572.1875
55,96420.1875
56,96240.5
57,96096.8125
58,96308.0625
59,96155.125
60,95979.8125
61,95860.5625
62,95960.0
63,96024.8125
64,96077.3125
65,96131.4375
66,96847.625
67,97290.0625
68,97281.75
69,97805.375
70,98305.1875
71,98438.0
72,98460.5625
73,98625.25
74,98822.875
75,98666.625
76,98547.0
77,98425.25
78,98426.6875
79,98364.6875
80,98366.9375
81,98300.4375
82,98156.375
83,98143.5625
84,98219.9375
85,98187.0
86,98103.8125
87,97991.875
88,97989.625
89,98167.125
90,98417.9375
91,98511.0
92,98692.625
