,mslp
0,100456.3125
1,100297.375
2,100445.5
3,100629.6875
4,100482.3125
5,100345.625
6,100371.8125
7,100636.5625
8,100506.6875
9,100305.0625
10,100387.8125
11,100583.75
12,100554.125
13,100399.625
14,100360.9375
15,100618.1875
16,100658.6875
17,100394.5625
18,100400.8125
19,100631.875
20,100766.125
21,100596.625
22,100484.0625
23,100703.125
24,100801.25
25,100548.6875
26,100450.5
27,100621.875
28,100721.25
29,100644.0625
30,100399.375
31,100455.3125
32,100601.4375
33,100376.625
34,100324.6875
35,100481.125
36,100579.0
37,100533.5625
38,100376.625
39,100511.0
40,100686.375
41,100488.6875
42,100367.1875
43,100469.9375
44,100589.5
45,100544.0625
46,100438.8125
47,100545.6875
48,100693.4375
49,100501.5
50,100385.8125
51,100457.75
52,100656.125
53,100649.3125
54,100480.3125
55,100537.8125
56,100693.4375
57,100640.4375
58,100482.8125
59,100541.5
60,100655.875
61,100639.3125
62,100480.125
63,100495.625
64,100594.0
65,100405.375
66,100206.4375
67,100272.4375
68,100490.1875
69,100495.5
70,100351.125
71,100348.75
72,100572.875
73,100510.25
74,100330.9375
75,100378.4375
76,100558.75
77,100524.125
78,100355.125
79,100433.4375
80,100581.9375
81,100525.125
82,100341.6875
83,100454.0625
84,100638.4375
85,100531.75
86,100368.0625
87,100310.8125
88,100457.9375
89,100301.0625
90,100207.0625
