,mslp
0,100878.75
1,100702.25
2,100643.125
3,100796.125
4,100901.3125
5,100778.4375
6,100644.4375
7,100695.3125
8,100763.6875
9,100581.3125
10,100488.6875
11,100679.375
12,100754.4375
13,100582.625
14,100428.9375
15,100468.8125
16,100557.0625
17,100478.625
18,100328.5
19,100276.3125
20,100300.5625
21,100104.0
22,99943.875
23,100010.4375
24,100245.25
25,100137.5
26,99967.1875
27,100005.5625
28,100150.0625
29,100067.25
30,99920.6875
31,99948.75
32,100126.3125
33,100023.8125
34,99935.3125
35,99921.875
36,100064.875
37,100039.125
38,99894.875
39,99894.375
40,99897.0625
41,99824.875
42,99640.4375
43,99572.25
44,99475.75
45,99398.1875
46,99134.0625
47,99020.1875
48,98976.4375
49,98902.8125
50,98696.625
51,98646.0625
52,98291.625
53,98077.5625
54,97775.1875
55,97684.9375
56,97317.6875
57,97211.375
58,97049.375
59,97017.3125
60,96955.75
61,96945.9375
62,96774.9375
63,96815.875
64,96832.8125
65,96869.3125
66,96697.0625
67,96701.625
68,97028.0
69,97558.9375
70,97580.25
71,97772.875
72,97951.4375
73,97998.0
74,97965.5
75,98011.4375
76,98508.5
77,98622.6875
78,98691.9375
79,98666.75
80,98685.5625
81,98586.5625
82,98593.375
83,98716.0
84,98908.6875
85,98865.0625
86,98856.1875
87,98824.9375
88,98907.0625
89,98844.8125
90,98793.875
91,98807.6875
92,99030.5625
93,99176.0625
94,99411.5625
95,99701.6875
96,99707.5
