,outcape,outinst_10m_wnd_gst,outinst_moisture_flux,outinst_ssh_flux,outsurfmean_swr_flux,outsurfmean_lhf,outsurfmean_lwr_flux,outsurfmean_shf,outdwnwrdmean_swr_flux,outtopmean_lwr_flux,outtopmean_swr_flux,outvimean_moisture_div,outsurf_lhf,outsurf_shf,outtot_suprcool_liqwtr,outtot_wtr_vpr
0,724.9772432572614,7.11009780048582,-5.082444855904678e-05,-12.724848450466805,0.0,-117.75258120461618,-44.71823740599066,-14.58693432313278,0.0,-215.1632601789419,0.0,-7.981720430722375e-05,-423910.09543568466,-52511.75933609958,0.04790845055797783,57.36619184818505
1,796.8776692708333,7.140050242406627,-5.1519946039964756e-05,-15.0659912109375,0.0,-118.67016194661458,-45.25401204427083,-16.018550618489584,0.0,-212.2033915201823,0.0,-3.143635888894399e-05,-427213.2,-57666.833333333336,0.04368566672007243,56.54573262532552
2,820.7372276970955,7.400726668567579,-5.29307108836179e-05,-16.003271079162346,0.0,-123.68985935068724,-46.6822069096862,-16.29935692751556,0.0,-216.22917612162863,0.0,-1.904598719351519e-05,-445283.5145228216,-58677.75933609958,0.03550727337722462,55.65804381786046
3,861.381640625,7.984267931679884,-5.345399840734899e-05,-14.536580403645834,57.47440185546875,-133.86529134114582,-46.65657145182292,-14.84931640625,297.56372884114586,-220.8849100748698,178.65171712239584,-2.595254530509313e-05,-481914.31666666665,-53457.7,0.033949120839436846,55.39399494230747
4,748.7346354166667,7.937220073863864,-5.4864078992977736e-05,-13.124601236979167,383.31895345052084,-135.64092203776042,-46.65206298828125,-14.0307373046875,1102.7236246744792,-222.64115193684896,817.8807210286458,-4.2230884234110513e-05,-488307.18333333335,-50510.28333333333,0.028828144073486328,55.378997802734375
5,854.9251302083334,7.989797035604715,-5.51206156766663e-05,-14.14268798828125,463.4452189127604,-139.49112548828126,-47.278509521484374,-15.017093912760417,1283.0018717447917,-220.7062561035156,967.7988606770833,-1.3504053155581157e-05,-502167.51666666666,-54061.3,0.026287094751993815,55.09127197265625
6,885.8601888020834,8.279788431090614,-5.4383116851871215e-05,-12.953987630208333,205.61005452473958,-140.22821858723958,-46.985817464192706,-14.189676920572916,741.5561116536459,-216.5292175292969,513.4238525390625,-1.7392138640085857e-05,-504823.0333333333,-51082.85,0.020009311040242513,54.81350962320963
7,981.9150390625,8.281898441041509,-5.435768204430739e-05,-12.71395263671875,0.10997314453125,-134.3087646484375,-44.496596272786455,-12.1824951171875,3.313484700520833,-215.89600016276043,1.82333984375,1.7669300238291422e-05,-483510.68333333335,-43856.816666666666,0.01994144916534424,54.51983083089193
8,791.3493489583333,8.547708603708694,-6.0135223126659794e-05,-13.098583984375,0.0,-136.28528645833333,-45.62294921875,-12.63394775390625,0.0,-218.87259318033855,0.0,3.421716392040253e-05,-490626.38333333336,-45481.98333333333,0.01687448819478353,54.239847819010414
9,926.1791666666667,8.708072700972359,-6.101757753640413e-05,-15.248653157552083,0.0,-138.22263997395834,-47.03125813802083,-14.376570638020834,0.0,-222.735986328125,0.0,2.57100909948349e-05,-497601.1666666667,-51754.46666666667,0.018653217951456705,53.69199197590351
10,1014.3845703125,8.980467059959969,-6.0936003380144635e-05,-16.173518880208334,0.0,-141.95499267578126,-48.31291910807292,-15.07359619140625,0.0,-226.73679809570314,0.0,9.007565677165984e-06,-511038.35,-54265.53333333333,0.024300368626912434,53.39510675768057
11,1004.5111979166667,9.55476630628109,-6.228102332291503e-05,-15.240030924479166,39.292643229166664,-156.8995361328125,-47.132269287109374,-15.318701171875,223.81376953125,-220.01390177408854,134.95845540364584,-1.417994499206543e-05,-564837.7166666667,-55147.01666666667,0.021245280901590984,52.99118347167969
