,mslp
0,100642.125
1,100715.125
2,100755.4375
3,100628.6875
4,100496.9375
5,100616.5
6,100601.1875
7,100465.875
8,100355.75
9,100387.4375
10,100466.6875
11,100264.625
12,100068.625
13,100120.4375
14,100171.9375
15,99994.9375
16,99781.625
17,99757.1875
18,99826.875
19,99598.75
20,99368.625
21,99360.875
22,99335.9375
23,99115.75
24,98975.875
25,98974.625
26,98931.8125
27,98680.5
28,98541.375
29,98539.0625
30,98279.625
31,98101.125
32,97887.3125
33,97831.625
34,97682.3125
35,97520.5625
36,97303.375
37,97180.8125
38,96991.375
39,96847.5625
40,96509.0
41,96282.0
42,95964.875
43,95641.5
44,95381.9375
45,95236.8125
46,95804.5625
47,95890.75
48,95749.0
49,95713.75
50,95545.1875
51,95397.8125
52,95314.125
53,95251.25
54,95781.25
55,95927.9375
56,96019.6875
57,96037.9375
58,96273.1875
59,96383.875
60,96635.5625
61,96721.9375
62,97131.0
63,97370.5625
64,97442.0
65,97648.625
66,97926.1875
67,98031.4375
68,98023.875
69,98003.75
70,97774.3125
71,97754.5
72,97694.25
73,97794.0
74,97996.625
75,97962.125
76,97914.0625
77,97935.875
78,98087.375
79,97987.125
80,97971.8125
81,98030.875
82,98041.625
83,98037.5625
84,98057.1875
85,98123.5
86,98206.0
87,98225.125
88,98280.125
89,98410.0625
90,98454.8125
91,98430.4375
92,98378.875
93,98385.9375
94,98219.75
95,98110.5
96,98135.3125
97,98158.1875
98,98109.375
99,98218.5
100,98364.375
101,98628.3125
102,98929.1875
103,99180.3125
104,99246.875
105,99237.875
106,99230.9375
107,99389.5625
108,99544.4375
109,99793.625
110,99916.875
111,100038.1875
112,100224.0
113,100392.6875
114,100437.25
115,100445.75
116,100420.5625
117,100477.0
118,100407.125
119,100324.3125
120,100299.375
121,100309.4375
122,100206.3125
123,100218.6875
124,100174.6875
125,100249.125
126,100275.6875
127,100242.75
128,100329.3125
129,100438.0625
130,100412.1875
131,100451.5625
132,100431.25
