,mslp
0,100655.625
1,100509.8125
2,100398.4375
3,100509.625
4,100605.1875
5,100387.4375
6,100265.3125
7,100358.625
8,100395.6875
9,100281.5625
10,100108.125
11,100211.5625
12,100301.25
13,100132.5
14,99956.9375
15,100001.75
16,100067.375
17,99954.3125
18,99793.4375
19,99819.5625
20,99906.5625
21,99711.0
22,99577.5
23,99606.6875
24,99827.125
25,99742.6875
26,99495.0
27,99455.1875
28,99513.6875
29,99346.25
30,99131.5625
31,99115.5625
32,99282.75
33,99205.75
34,99039.3125
35,99063.0
36,99181.3125
37,99056.3125
38,98878.9375
39,98907.9375
40,99023.6875
41,98892.3125
42,98689.25
43,98610.625
44,98771.125
45,98705.9375
46,98591.9375
47,98626.0625
48,98766.75
49,98716.625
50,98621.0625
51,98506.9375
52,98326.1875
53,97916.125
54,97868.4375
55,98001.3125
56,98267.5
57,98320.25
58,98100.875
59,97987.0
60,97793.75
61,97717.375
62,97702.625
