,wind10
0,15.718026161193848
1,16.575820922851562
2,16.939598083496094
3,17.594701766967773
4,17.921459197998047
5,17.924043655395508
6,17.505205154418945
7,17.192480087280273
8,19.034204483032227
9,17.821413040161133
10,19.21870994567871
11,18.83918571472168
12,18.68705940246582
13,18.256378173828125
14,18.065847396850586
15,16.738235473632812
16,17.418264389038086
17,15.43873119354248
18,14.575708389282227
19,14.25284481048584
20,13.628687858581543
21,11.573381423950195
22,12.42831039428711
23,10.901140213012695
24,9.702939987182617
25,11.452641487121582
26,12.875459671020508
27,14.350317001342773
28,14.381285667419434
29,14.778881072998047
30,14.762228965759277
31,16.823625564575195
32,15.760370254516602
33,14.936188697814941
34,12.207900047302246
35,12.354439735412598
36,11.9483003616333
37,10.4524507522583
38,10.159751892089844
39,8.879023551940918
40,8.758147239685059
41,7.991795539855957
42,10.327536582946777
43,12.935972213745117
44,14.66661548614502
45,12.140756607055664
46,11.179391860961914
47,12.23534107208252
48,12.094284057617188
49,12.848090171813965
50,13.512988090515137
51,14.389142036437988
52,13.467529296875
53,9.970176696777344
54,8.462661743164062
55,7.93516206741333
56,7.975700378417969
57,8.972336769104004
58,8.251975059509277
59,8.047239303588867
60,8.34310531616211
61,6.55670690536499
62,6.124818325042725
63,5.758199691772461
64,5.298660755157471
65,4.818055629730225
66,6.5638747215271
67,7.676090240478516
68,8.097444534301758
