,mslp
0,100633.9375
1,100466.0
2,100316.375
3,100486.0
4,100599.0
5,100455.4375
6,100292.3125
7,100364.125
8,100398.8125
9,100242.875
10,100126.5625
11,100205.4375
12,100356.6875
13,100278.25
14,100138.375
15,100194.3125
16,100241.3125
17,100153.0625
18,99998.125
19,99988.625
20,100063.4375
21,99970.8125
22,99813.4375
23,99878.5625
24,100074.0625
25,99995.8125
26,99850.375
27,99872.9375
28,100048.4375
29,99979.125
30,99829.875
31,99865.25
32,99664.75
33,99617.75
34,99483.6875
35,99487.125
36,99287.6875
37,99118.75
38,98929.1875
39,98947.3125
40,98765.25
41,98752.6875
42,98604.25
43,98531.5625
44,98390.625
45,98361.75
46,98331.4375
47,98476.0
48,98590.9375
49,98583.875
50,98531.4375
51,99001.375
52,99321.4375
53,99443.6875
54,99557.625
55,99699.9375
56,100071.625
57,100180.3125
58,100130.1875
59,100228.3125
60,100324.75
61,100318.5625
62,100239.375
63,100279.4375
64,100486.625
65,100464.25
66,100339.9375
67,100354.1875
68,100660.1875
