,mslp
0,100280.6875
1,100131.625
2,99918.5
3,99908.125
4,99974.875
5,99863.875
6,99683.1875
7,99727.375
8,99642.125
9,99540.3125
10,99436.9375
11,99422.0
12,99372.25
13,99266.125
14,99129.6875
15,99121.9375
16,99116.5625
17,98940.125
18,98788.125
19,98732.4375
20,98748.6875
21,98609.375
22,98474.3125
23,98461.0
24,98432.375
25,98279.875
26,98156.0625
27,98167.0625
28,98072.5
29,97987.8125
30,97860.6875
31,97799.625
32,97808.3125
33,97626.875
34,97461.125
35,97470.8125
36,97410.25
37,97298.5625
38,97220.5
39,97304.8125
40,97544.0
41,97588.625
42,97552.125
43,97663.0
44,97822.0
45,97849.9375
46,97884.375
47,97994.75
48,97970.125
49,97999.125
50,97990.1875
51,98077.625
52,98019.8125
53,98025.5
54,98043.25
55,98033.25
56,98051.1875
57,97976.5625
58,97946.3125
59,98011.875
60,97979.625
61,97944.125
62,97892.0625
63,97982.875
64,98235.6875
65,98297.25
66,98356.25
67,98469.9375
68,98646.125
69,98806.0625
70,98907.3125
71,99044.0
72,99033.5
73,99015.6875
74,99021.125
75,99045.625
76,98993.0625
77,99014.6875
78,99031.5625
79,99112.5625
80,99183.625
81,99166.8125
82,99206.5625
83,99313.3125
84,99365.75
85,99416.625
86,99453.6875
