,mslp
0,100717.375
1,100730.0625
2,100887.75
3,100906.9375
4,100703.75
5,100646.9375
6,100809.4375
7,100878.6875
8,100692.1875
9,100619.5625
10,100731.875
11,100867.5625
12,100675.0625
13,100515.9375
14,100665.4375
15,100759.875
16,100613.5
17,100527.1875
18,100672.625
19,100824.0625
20,100750.125
21,100592.1875
22,100602.8125
23,100749.5625
24,100443.0
25,100242.5
26,100184.6875
27,100352.375
28,100161.125
29,100094.1875
30,100184.875
31,100351.125
32,100228.6875
33,100104.25
34,100133.0
35,100254.0625
36,100159.1875
37,99909.0
38,100020.0
39,100147.0
40,100065.0
41,99943.5
42,99998.0
43,100095.375
44,100068.5
45,99933.125
46,99897.375
47,99990.375
48,99655.0625
49,99508.6875
50,99509.4375
51,99618.625
52,99470.0625
53,99134.5625
54,99018.6875
55,99133.8125
56,99216.4375
57,98893.9375
58,99003.1875
59,99050.5
60,98908.75
61,98896.625
62,98895.3125
63,99077.625
64,98977.6875
65,98812.0
66,98830.875
67,98964.75
68,98813.625
69,98604.0
70,98606.25
71,98679.625
72,98570.6875
73,98330.375
74,98216.9375
75,98260.375
76,98068.8125
77,97810.8125
78,97777.4375
79,97890.8125
80,97636.4375
81,97500.75
82,97565.8125
83,97738.0
84,97745.0
85,97630.0625
86,97730.0
87,97871.0625
88,97700.875
89,97605.0625
90,97650.6875
91,97790.875
92,97703.625
93,97707.5
94,97867.25
95,98050.4375
96,98095.75
97,98097.0625
98,98167.875
99,98251.9375
100,98356.3125
101,98340.4375
102,98382.3125
103,98528.6875
104,98565.5
105,98578.125
106,98699.375
107,98870.3125
108,98945.875
109,98936.875
110,99008.625
111,99171.125
112,99229.25
113,99224.625
114,99229.875
115,99324.1875
116,99331.5
117,99312.8125
118,99320.8125
119,99447.125
120,99485.3125
121,99444.5625
122,99452.0625
123,99583.5
124,99633.9375
125,99703.875
126,99772.6875
127,99904.75
128,99757.3125
129,99773.375
130,99799.0
131,99874.6875
132,99734.5625
133,99619.4375
134,99551.3125
135,99515.125
136,99381.0625
137,99302.375
138,99286.1875
139,99312.0625
140,99069.6875
141,98959.125
142,98859.75
143,98692.1875
144,98461.9375
