,cape,inst_10m_wnd_gst,inst_moisture_flux,inst_ssh_flux,surfmean_swr_flux,surfmean_lhf,surfmean_lwr_flux,surfmean_shf,dwnwrdmean_swr_flux,topmean_lwr_flux,topmean_swr_flux,vimean_moisture_div,surf_lhf,surf_shf,tot_suprcool_liqwtr,tot_wtr_vpr
0,450.96728515625,8.04063316527754,-5.03753253724426e-05,-19.1376953125,0.0,-128.32489013671875,-41.35797119140625,-20.8013916015625,0.0,-161.35064697265625,0.0,-0.0005540680140256882,-461969.75,-74886.25,0.06589758396148682,61.06257629394531
1,382.966796875,6.620473530143499,-3.831624053418636e-05,-14.51690673828125,0.0,-103.108642578125,-33.71484375,-14.564208984375,0.0,-139.57223510742188,0.0,-0.0002442505210638046,-371192.0,-52429.5,0.08500123023986816,59.919612646102905
2,346.93115234375,5.98788226954639,-3.588999970816076e-05,-16.469970703125,0.0,-82.6593017578125,-36.912109375,-13.6954345703125,0.0,-145.9423828125,0.0,-0.0002134433016180992,-297573.25,-49303.5,0.04619407653808594,59.22151508927345
3,326.14111328125,6.276632308959961,-3.5869263228960335e-05,-14.176513671875,0.0,-91.2960205078125,-32.645172119140625,-14.40887451171875,0.0,-156.61074829101562,0.0,-0.0003980286419391632,-328666.75,-51869.5,0.13388311862945557,59.238258361816406
4,419.814453125,6.874533402733505,-4.379614256322384e-05,-15.2550048828125,32.0203857421875,-113.40087890625,-33.224822998046875,-15.94677734375,612.374755859375,-151.0944366455078,265.8802490234375,-0.0004234481602907181,-408243.75,-57409.0,0.12301933765411377,60.33848571777344
5,651.0888671875,7.4355659475550056,-4.9268826842308044e-05,-16.24786376953125,138.67584228515625,-150.21893310546875,-36.641357421875,-23.1162109375,1195.9488525390625,-150.104736328125,649.9388427734375,-0.00023276731371879578,-540788.75,-83219.0,0.08843564987182617,60.119598388671875
6,585.6123046875,7.816046459600329,-4.4663785956799984e-05,-13.45892333984375,112.243896484375,-134.48577880859375,-37.413970947265625,-15.292724609375,1064.634765625,-148.05035400390625,575.783203125,-0.00012574531137943268,-484148.25,-55057.5,0.052796006202697754,59.881503999233246
7,559.33251953125,7.7920429818332195,-4.617133527062833e-05,-13.08831787109375,2.10693359375,-101.6719970703125,-33.0714111328125,-10.78656005859375,290.6141357421875,-134.96392822265625,105.688232421875,-0.00022006593644618988,-366017.75,-38831.75,0.07605898380279541,59.39719772338867
8,673.58203125,8.769645690917969,-3.6971934605389833e-05,-6.62353515625,0.0,-105.43695068359375,-32.18634033203125,-10.219970703125,0.0,-145.0548095703125,0.0,-0.00010483711957931519,-379569.5,-36793.5,0.06421732902526855,58.56806182861328
9,683.75,8.742227351292968,-4.253833321854472e-05,-10.36138916015625,0.0,-106.7254638671875,-36.08905029296875,-10.861328125,0.0,-165.422119140625,0.0,-0.00016737915575504303,-384214.0,-39101.5,0.06874239444732666,59.28291320800781
10,730.28857421875,9.03287410736084,-5.0086615374311805e-05,-15.17401123046875,0.0,-113.06524658203125,-36.64813232421875,-12.94940185546875,0.0,-183.27783203125,0.0,-0.0002778302878141403,-407037.0,-46616.5,0.08140861988067627,59.331348434090614
11,623.08544921875,10.228016968816519,-5.7404598919674754e-05,-20.49188232421875,0.0,-144.41656494140625,-36.54730224609375,-20.6929931640625,0.0,-184.19097900390625,0.0,-0.0004310188814997673,-519902.75,-74491.875,0.11337411403656006,60.042842864990234
12,631.3505859375,10.307514322921634,-7.0286012487486e-05,-28.5096435546875,45.9508056640625,-167.84033203125,-42.54469299316406,-26.04443359375,461.7144775390625,-188.24038696289062,239.155029296875,-0.00038377847522497177,-604227.5,-93759.5,0.12951934337615967,62.40970306098461
13,582.47314453125,9.710178211331367,-7.259624544531107e-05,-29.2252197265625,197.54302978515625,-160.8056640625,-43.460113525390625,-26.579345703125,1117.615478515625,-184.822021484375,671.3472900390625,-0.0005653724074363708,-578901.25,-95688.25,0.18146514892578125,63.09479522705078
14,614.6767578125,9.064960516057909,-7.068185368552804e-05,-29.8448486328125,144.34124755859375,-153.75372314453125,-42.444793701171875,-27.51983642578125,1087.4488525390625,-174.21051025390625,582.1724853515625,-0.0005892962217330933,-553512.75,-99072.0,0.2031499147415161,62.78688049316406
15,546.463134765625,10.235883723944426,-6.946054054424167e-05,-27.8702392578125,4.04541015625,-165.84344482421875,-37.543792724609375,-25.36456298828125,383.6673583984375,-110.54217529296875,130.664794921875,-0.0005131103098392487,-597037.5,-91310.0,0.20471441745758057,61.624759301543236
16,457.15673828125,10.980134978890419,-7.07558065187186e-05,-22.88995361328125,0.0,-179.95159912109375,-38.753509521484375,-24.054931640625,0.0,-115.39987182617188,0.0,-0.00029810797423124313,-647828.75,-86597.5,0.11294949054718018,61.30174735188484
17,491.88720703125,11.67656964994967,-7.324019679799676e-05,-24.47967529296875,0.0,-189.65008544921875,-40.0677490234375,-24.44287109375,0.0,-122.39974975585938,0.0,-0.0004725288599729538,-682738.75,-87995.0,0.14063024520874023,61.175514221191406
18,576.27734375,11.52245702687651,-7.311836816370487e-05,-27.43853759765625,0.0,-182.8974609375,-39.217041015625,-29.0408935546875,0.0,-128.57073974609375,0.0,-0.0007650023326277733,-658433.5,-104548.75,0.20899617671966553,61.572593688964844
19,644.33349609375,12.325740732252598,-7.546800770796835e-05,-32.13140869140625,0.0,-189.61407470703125,-39.56597900390625,-30.588623046875,0.0,-138.8846435546875,0.0,-0.0010175807401537895,-682612.75,-110120.875,0.2561166286468506,61.13776698708534
20,546.984375,12.855537483468652,-8.548531332053244e-05,-33.3182373046875,11.235595703125,-206.7730712890625,-38.858123779296875,-32.169921875,367.14501953125,-120.41871643066406,132.8060302734375,-0.000780843198299408,-744385.25,-115809.5,0.18276703357696533,61.843813970685005
21,528.650390625,12.818497881293297,-8.880533277988434e-05,-28.762451171875,86.85986328125,-213.6947021484375,-38.4119873046875,-30.20501708984375,1064.4833984375,-127.49078369140625,486.51611328125,-0.0004796888679265976,-769300.75,-108737.75,0.13261878490447998,61.407554626464844
22,567.16064453125,12.641538619995117,-8.774935849942267e-05,-29.3792724609375,80.06304931640625,-210.30340576171875,-39.14794921875,-27.6905517578125,1074.6630859375,-125.96295166015625,510.163818359375,-0.0005798162892460823,-757093.5,-99685.75,0.13728010654449463,61.1325027346611
23,532.166015625,13.810161612927914,-8.888097363524139e-05,-31.1072998046875,8.7886962890625,-219.99847412109375,-38.248016357421875,-28.98388671875,395.26513671875,-114.07406616210938,148.0272216796875,-0.0006109001114964485,-791995.25,-104339.0,0.16645491123199463,61.07703851163387
24,335.29150390625,14.254028290510178,-9.836372919380665e-05,-29.33197021484375,0.0,-225.96728515625,-36.428741455078125,-29.36328125,0.0,-108.83172607421875,0.0,-0.0007272195070981979,-813482.75,-105710.75,0.16404831409454346,61.21979232132435
25,507.78955078125,14.049180435948074,-9.30496898945421e-05,-31.72784423828125,0.0,-219.97650146484375,-37.196746826171875,-31.3646240234375,0.0,-109.122802734375,0.0,-0.0007758066058158875,-791912.25,-112912.0,0.1530512571334839,61.10020734369755
26,542.794921875,13.236947464756668,-9.065037011168897e-05,-33.68109130859375,0.0,-203.0433349609375,-36.674652099609375,-30.101318359375,0.0,-104.6929931640625,0.0,-0.0007775397971272469,-730957.0,-108365.25,0.19195818901062012,61.03213173151016
27,482.94873046875,15.0863176304847,-9.153122664429247e-05,-35.66278076171875,0.0,-233.16571044921875,-37.193267822265625,-36.6915283203125,0.0,-109.54168701171875,0.0,-0.0008017979562282562,-839394.5,-132089.25,0.149558424949646,61.6168851852417
28,693.7685546875,15.096865990199149,-8.331448771059513e-05,-32.35211181640625,6.9957275390625,-229.17523193359375,-34.76795959472656,-31.39056396484375,351.677978515625,-119.77091979980469,129.10107421875,-0.0009314408525824547,-825029.25,-113008.125,0.25672459602355957,60.74679879844189
29,725.51611328125,15.10791969485581,-8.675176650285721e-05,-32.738037109375,101.35223388671875,-229.0137939453125,-35.227874755859375,-32.7813720703125,1038.7374267578125,-134.13174438476562,505.2896728515625,-0.0009732767939567566,-824451.5,-118014.75,0.21149170398712158,61.063397362828255
30,740.1513671875,14.844136575236917,-9.051788947544992e-05,-36.09521484375,120.8111572265625,-232.01806640625,-35.755523681640625,-33.22808837890625,1037.4609375,-133.04483032226562,533.1221923828125,-0.0007897950708866119,-835264.75,-119621.75,0.09185385704040527,60.35601806640625
31,768.53369140625,14.0447743460536,-9.306846186518669e-05,-35.07958984375,14.915771484375,-218.67059326171875,-38.44207763671875,-31.693603515625,358.4168701171875,-124.79302978515625,146.90771484375,-0.0005744453519582748,-787211.75,-114096.0,0.07595419883728027,59.978599548339844
32,820.18212890625,13.598582569509745,-9.240317740477622e-05,-30.37945556640625,0.0,-224.3126220703125,-38.123321533203125,-31.56744384765625,0.0,-133.24136352539062,0.0,-0.000524492934346199,-807525.0,-113644.5,0.12439322471618652,61.45854493975639
33,719.1298828125,13.661199010908604,-0.00010267170728184283,-35.889892578125,0.0,-239.4593505859375,-34.45684814453125,-33.19769287109375,0.0,-159.5501708984375,0.0,-0.0003947019577026367,-862052.5,-119514.75,0.15432393550872803,61.449073791503906
34,662.44775390625,13.89317639451474,-0.000107955391285941,-37.8173828125,0.0,-244.45574951171875,-36.889801025390625,-34.444580078125,0.0,-181.92587280273438,0.0,-0.000507197342813015,-880040.75,-124003.0,0.14479529857635498,60.642845153808594
35,659.560546875,14.401592697948217,-0.00010049561387859285,-36.488037109375,0.0,-248.82391357421875,-38.24444580078125,-35.93182373046875,0.0,-163.17059326171875,0.0,-0.0004839245229959488,-895768.0,-129355.625,0.05843806266784668,60.97018088400364
36,621.3818359375,14.220073699951172,-0.00011200911831110716,-35.65374755859375,12.4853515625,-257.1025390625,-35.684661865234375,-34.25653076171875,387.8765869140625,-142.9041748046875,166.6031494140625,-0.00029966793954372406,-925566.5,-123319.5,0.03962743282318115,61.63064298033714
37,711.82861328125,13.066352844238281,-0.00010409607784822583,-29.70068359375,108.67767333984375,-221.59564208984375,-34.947662353515625,-25.53485107421875,1073.982421875,-146.81732177734375,601.5806884765625,-0.0001301215961575508,-797748.75,-91925.25,0.014142155647277832,61.5343369692564
