,outeqt100,outeqt1000,outeqt200,outeqt250,outeqt300,outeqt400,outeqt500,outeqt600,outeqt700,outeqt800,outeqt850,outeqt925,shear_850_200,shear_850_200.1,shear_850_200.2,shear_850_200.3,shear_850_200.4,shear_850_200.5,shear_850_200.6,shear_850_200.7,shear_850_200.8,shear_850_200.9,shear_850_200.10,shear_850_200.11,shear_850_200.12,shear_850_200.13,shear_850_200.14,outdiv_50,outdiv_100,outdiv_200,outdiv_250,outdiv_300,outdiv_400,outdiv_500,outdiv_600,outdiv_700,outdiv_800,outdiv_850,outdiv_925,outdiv_1000
10,367.5280402306153,351.69780787811214,355.20796369926035,352.0770076242952,349.50198416931903,344.4416461302413,487.6509310911685,340.8465647392786,337.2395071848238,338.74042362287605,341.0785839744638,342.7059022476538,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,14.885185880733964,-6.332553069417675e-06,3.5595653268198173e-06,6.618203284839789e-06,5.93534205108881e-06,2.8863694448470293e-06,1.9838102161884307e-06,3.0989758670330046e-08,5.802178444961707e-07,-2.031835416952769e-06,-3.723509144037962e-06,-4.110687101880709e-06,-4.410347901284695e-06,-3.498342509071032e-06
11,366.3903797064449,352.1206167269829,355.90006570332986,352.8074464639388,349.8697802057128,344.83413173669277,486.4202273275525,341.3835664218192,337.22480214997427,338.86828058324585,341.78950759348703,343.51535738744195,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,14.056375473357429,-3.21916692579786e-06,7.143616676330566e-06,8.234862859050433e-06,6.027818502237399e-06,2.4742019983629386e-06,1.0835084443291028e-06,-1.8226720082263152e-06,5.418357128898302e-07,-2.8244762991865475e-06,-4.377441170314948e-06,-4.4977835689981776e-06,-4.925671964883804e-06,-3.1997449696064e-06
12,365.0147759981198,351.5374958767959,356.03611300621805,353.2826488721196,350.56086086816117,346.21134814706187,486.036186857654,343.2557914802908,338.25521853288575,339.91105774755874,342.2744886598358,343.43587736083765,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,13.20343764340505,-1.7856461151192586e-06,9.053053023914496e-06,9.898437807957331e-06,4.732026718556881e-06,1.377441609899203e-06,-5.016336217522621e-07,-1.4421879313886165e-06,1.551040137807528e-08,-4.347374973197778e-06,-4.521908704191447e-06,-3.884561980764071e-06,-3.30926850438118e-06,-2.2612124060591063e-06
13,364.9467775540774,352.0532519897914,355.60840860241746,353.0113974419081,350.1802161593424,345.75522363284483,486.08739425972465,342.92378536228534,337.91179905149886,339.0754677906459,341.6562739991208,343.10280325453635,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,12.939978583250197,-1.2070522643625738e-07,1.089908182621002e-05,8.345833824326595e-06,3.4611827383438745e-06,1.2435533562893395e-06,8.924903037647406e-07,-1.7231757131715616e-06,-6.237028477092584e-07,-4.192585280785958e-06,-5.352213823546966e-06,-4.301965236663818e-06,-3.0654016882181166e-06,-1.5794765204191208e-06
14,364.60277760283583,352.49506772717626,355.152489065255,352.8398569626808,350.03361080029583,345.46809893567,485.4518268491249,342.9208638211657,337.9755066518511,338.6566049202256,341.25594829274826,342.9173789055686,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,13.561687505206404,2.150776951263348e-06,1.0569855415572725e-05,8.601346053183079e-06,5.248456727713347e-06,2.192934819807609e-06,2.6100586789349715e-06,-1.5233138886590798e-06,-1.4803566349049409e-06,-3.6849135843416056e-06,-5.3923266629378e-06,-4.531489685177803e-06,-2.7294736355543137e-06,-1.9561344136794407e-06
15,363.61947839202037,352.6838284329825,354.9570030415234,352.74494189076086,350.2240705228944,345.7464406790641,485.1208813609953,343.2124248389865,337.9750489890257,338.29505635326535,341.1797615663683,342.9426442048332,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,14.321589565913504,2.4343995998303094e-07,1.1074837918082873e-05,1.1023828604569035e-05,9.27843696748217e-06,4.021218046545982e-06,7.754812637964884e-08,-4.034664016216993e-06,-2.7836067602038383e-06,-3.445881884545088e-06,-5.647136519352595e-06,-5.432629647354285e-06,-3.6935050350924338e-06,-2.4623974847296872e-06
16,363.1552268805687,352.09384200876417,355.26908407520955,353.16767797685463,351.03388853369484,346.1028817946011,484.75631210042644,342.4532388302872,338.19588250867673,338.1959940632762,339.55739057866026,340.95084844590144,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,15.972586012755832,-3.091602896650632e-08,1.1747629226495822e-05,9.266620812316736e-06,5.849753506481648e-06,5.208848354717095e-06,2.6333145797252655e-07,-5.664346584429344e-06,-4.514151563247045e-06,-2.820522058755159e-06,-4.04516855875651e-06,-4.290021024644375e-06,-3.033232254286607e-06,-3.039351819703976e-06
17,363.1107342015312,351.94013561550634,355.4139542559987,353.36888689387035,351.17014695281335,346.1202522524589,485.0436554046772,341.9841551692195,337.6583971017214,337.3573380017924,339.21636856623724,340.9067165745438,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,16.63325012437805,-7.18173881371816e-07,1.3783546940733989e-05,1.0108772096373288e-05,6.402122873320574e-06,4.521598263333241e-06,-1.3681089815994104e-06,-5.4988660849630834e-06,-4.044400217632452e-06,-2.263645486285289e-06,-3.556806283692519e-06,-4.716597807904085e-06,-4.467674686263005e-06,-3.5574853730698425e-06
18,363.40306273174673,352.41774006845105,356.00347919374866,353.90150581893636,351.6295197748103,346.3285211328647,483.8764321429993,341.8766822224786,337.4755571597146,336.95306282972325,339.19913887862043,341.46797027468773,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,17.287750181679925,-9.404805799325309e-08,1.2891192454844712e-05,1.1686615956326324e-05,5.317257159731526e-06,2.0727554025749364e-06,-1.96722491333882e-06,-4.437635652720928e-06,-3.917100063214699e-06,-1.637819999208053e-06,-2.367150348921617e-06,-3.1630353381236394e-06,-3.5220524296164518e-06,-2.316548489034176e-06
19,363.82695777237336,353.21623108763015,356.3103764686561,354.32581150327,352.04977238003096,346.7053686626303,482.4768156190329,341.9681068907828,337.520275659473,337.03571415278543,339.77158339096957,342.02934729229344,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,17.389623874456934,2.830452285706997e-06,1.0143495940913756e-05,1.26147565121452e-05,4.581083673353229e-06,-3.5311095416545866e-07,-2.3939025898774465e-06,-4.978016174087922e-06,-4.875888892759879e-06,-2.502017499258121e-06,-9.5488503575325e-07,-6.215181201696396e-07,-1.90978559354941e-06,-1.1224338474373025e-06
20,363.94200964858555,352.87517067370135,356.22129869827984,354.4242745026703,352.4689102756426,347.4246853893545,483.01611455124487,341.92148692360144,337.215127364657,337.33688621528046,339.5594045209959,341.57979063822023,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,16.345705698244274,2.1174899302423e-06,1.1772445092598598e-05,9.457503135005632e-06,3.093127937366565e-06,-1.7026672139763831e-06,-6.666810562213262e-06,-6.253691390156746e-06,-4.701250387976567e-06,-2.3355591110885142e-06,1.2794587140281996e-06,1.623749267309904e-06,1.3322647040088972e-06,3.956064271430174e-07
21,363.852764456294,353.18709966898365,355.47584152889215,353.95840173259205,352.2068556003271,346.98927259579625,484.48533911907447,341.7942649376049,336.9199121788029,336.78693484247356,339.236788604165,341.44153487926184,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,15.47150911137772,8.699717000126839e-07,9.112991392612456e-06,8.543177197376886e-06,2.2721370138848823e-06,-1.4459306839853526e-06,-7.047527469694615e-06,-6.330455653369426e-06,-3.8056013484795886e-06,-9.812919112543263e-07,1.3009024163087208e-06,1.724615382651488e-06,7.384844745198886e-07,2.1615220854679746e-07
22,363.743524339039,353.65197859365594,354.8849202253412,353.44980959958076,351.8086317533645,346.6746681839138,484.59513074906823,341.86397775640495,336.9059863720244,336.66517018242723,338.935046058715,341.3503500216471,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,15.542122352061172,-5.149631761014462e-07,7.875915616750718e-06,9.885911519328753e-06,4.352586499104897e-06,-1.3785048698385556e-06,-6.877231256415447e-06,-4.758433594057957e-06,-3.272652005155881e-06,-3.684195689857006e-07,3.548261399070422e-07,8.587182189027468e-07,6.012269295752048e-07,1.9248109310865406e-07
23,363.93537624695534,354.1917690451753,354.41738145741095,353.07425831393994,351.5796495872792,346.6340910749989,484.35703118637304,341.6436721014843,336.4371338766496,336.449188194516,338.82108919505555,341.34496261488755,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,16.18303639241494,9.049739067753156e-08,8.850936622669299e-06,1.0273706478377182e-05,3.3408869057893757e-06,-1.0003879045446711e-06,-7.201917469501495e-06,-3.2971690719326338e-06,-2.714161140223344e-06,2.8580349559585253e-07,2.276850864291191e-07,-4.6012379849950473e-07,-2.236881603797277e-07,-8.001613120237986e-09
24,364.27785062254986,353.1693932551335,354.5827117054624,353.22513161050193,351.63075652888705,346.64239871193973,486.03760878706527,341.6002607149501,337.0092934627582,336.49099681164324,338.55939803137454,340.6699549946421,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,16.869081555710483,-2.137528887639443e-06,3.981186697880427e-06,9.56711204101642e-06,4.386032621065775e-06,-2.63327577461799e-07,-6.022416831304629e-06,-3.4410428876678147e-06,-3.668013960123062e-06,-7.024034857749939e-07,-1.7571728676557545e-07,3.487376185754935e-07,1.192213191340367e-06,3.015156835317612e-07
25,364.78371723666277,352.76060517776057,354.71448198686915,353.30940840255084,351.8089615083833,346.7946360678976,487.32881949042746,341.4503168896921,336.83027272056313,336.19542613476057,338.8610522935943,341.095145905753,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,17.912407230539248,-4.13146335631609e-06,6.346753798425197e-06,9.523991805811722e-06,6.414856761693954e-06,1.058075577020645e-06,-4.9515627324581145e-06,-3.1985769358774025e-06,-4.076305776834488e-06,7.840804755687713e-07,-5.462206900119781e-08,-8.450859847168128e-07,-1.0566436685621738e-06,-1.7356942407786846e-06
26,365.24918631833594,353.00606271504745,355.3753015243395,353.7342150637271,352.1775037496414,347.08631050421246,486.01788265997936,341.780894695961,336.76218468667344,336.03958900601504,339.2274818268705,341.99038959658395,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,18.121582443484417,-1.4429291089375814e-07,9.676166033993164e-06,1.0271013403932251e-05,5.1353514815370245e-06,1.0326427097121875e-07,-4.723070499797662e-06,-2.182996831834316e-06,-2.85047572106123e-06,1.3312208466231823e-06,2.805376425385476e-07,-1.599406823515892e-06,-3.4253539827962715e-06,-2.7823417137066525e-06
27,365.3060179230703,353.72228195753655,355.91904436123235,353.9996357048213,352.5211111638308,347.3830094843081,484.5140866649703,342.4659572174761,337.07528440314644,336.6273166766576,340.24772182118556,342.8260817898937,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,17.942600958577046,1.5781183416644731e-06,1.273140466461579e-05,8.695161280532678e-06,4.423821034530799e-06,-1.185480505228043e-06,-4.022587866832813e-06,-6.098921100298564e-07,-5.011834825078646e-07,1.518269224713246e-06,-8.823660512765248e-07,-2.5470391847193243e-06,-4.863560510178407e-06,-3.13553415859739e-06
28,365.086124324312,353.1870340275838,356.3760867098271,354.4948142692144,352.9761624890079,347.75215468318396,484.53008059278085,342.65104879584044,338.00835072875697,337.37513327329486,340.5865710063033,342.5390236420726,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,16.420296147434662,3.46075976267457e-06,1.0434514842927456e-05,5.038563782970111e-06,3.419769927859306e-06,-2.3935999100406963e-06,-5.561167684694131e-06,-2.287972408036391e-06,2.06346157938242e-07,8.365993077556292e-08,3.221367175380389e-07,-5.6919331351916e-08,-1.2455352892478308e-06,-1.6415452895065148e-06
29,365.29185197466296,354.1143797658328,356.1656478024915,354.16155909550537,352.55473043788413,347.5794333365063,485.2921320881607,342.5132898607769,337.23401467579384,337.32357616596147,340.3018026774047,342.4228193131576,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,16.005843235552312,-1.408974640071392e-07,7.995357736945153e-06,2.967768038312594e-06,1.6615803663929304e-06,-1.7926950628558797e-06,-4.064858270188173e-06,-2.640183083713055e-07,3.32309864461422e-06,5.844281986355781e-07,-9.66495523850123e-07,-2.4890100272993248e-06,-4.936871118843556e-06,-3.713210268567006e-06
30,365.0874270822824,354.80922016435727,355.7628849016244,353.85834459688726,352.22169900806944,347.5600075190076,485.22275293397416,342.5027667605752,337.3102858654881,337.69212333824885,340.2228078898901,342.6174446269921,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,16.886939118305843,-1.9962637452408677e-06,5.406513810157776e-06,1.743334966401259e-06,1.683412119746208e-06,-3.443177168567975e-08,-1.5709782019257546e-06,-2.781239648660024e-07,2.552778460085392e-06,2.1808082237839698e-07,-5.730194970965385e-07,-1.7104088328778745e-06,-4.563410766422749e-06,-2.562945398191611e-06
31,365.1184273801064,354.8621409910013,355.45571323246907,353.59119505184,351.99959108123124,347.57124479175593,486.0760649647851,342.3570733025595,337.1877076580883,337.54725523436485,340.5157208589712,342.8898798736913,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,17.422785936668514,-3.021197820392748e-06,5.120186445613702e-06,2.0889487738410637e-06,1.0825305556257566e-06,7.896994551022847e-07,2.73102583984534e-07,-7.978252445658048e-07,1.658561329046885e-06,-4.435773007571698e-07,-1.6719529715677103e-06,-2.525459664563338e-06,-5.024163207660118e-06,-2.1776650100946422e-06
32,365.0094188026599,354.2062420364628,355.84950024037823,354.0999180536146,352.4503036804297,347.842140290986,486.44887163204896,342.31121513189163,337.1220670065474,336.88559883165885,340.0614956269844,342.3607912414154,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,17.51065930702413,-3.925763303413988e-06,8.6324755102396e-06,2.0653319855531056e-06,1.853469681615631e-06,-1.6492092981934548e-06,-1.8695563388367492e-06,-8.846245085199674e-07,9.763015744586786e-07,-5.740827570358912e-07,-7.693888619542123e-08,-1.3260170817375185e-06,-3.244355320930481e-06,-1.7716006065408388e-06
33,365.06355541035595,353.5332856935741,355.92573318051836,354.0725221283686,352.4781428152021,347.844082518602,486.3488807976572,342.17889946509445,337.1902445611931,336.9636484933313,340.09747331788725,342.4821625741437,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,17.429657879968484,-1.0672481342529258e-06,1.586858027925094e-05,-4.435695397357146e-07,-1.0331083709994953e-07,-3.851670771837234e-06,8.155902226765951e-07,2.138200215995312e-07,4.91066991041104e-07,5.711335688829422e-08,-1.1561671271920204e-06,-2.9814429581165315e-06,-3.87243926525116e-06,-2.525494589159886e-06
34,365.6561101404408,353.9971933397598,356.3649932009087,354.3606002340787,352.74502985695386,348.0432416743514,484.19336800574393,342.61320709809235,337.4479941429435,337.2063385559751,340.84126919219227,343.42515715247606,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,18.011876095055293,1.9269015562410155e-06,1.7082318663597107e-05,-1.0355996588865916e-06,-4.732170297453801e-06,-3.0442606657743454e-06,2.0969581479827563e-06,4.710707192619642e-07,4.606515479584535e-07,-3.7593611826499306e-07,-2.4252493555347125e-06,-3.435998223721981e-06,-3.079511225223541e-06,-1.888885162770748e-06
