,shear_1000_200,shear_1000_300,shear_1000_500,shear_1000_700,shear_1000_850,shear_850_200,shear_850_250,shear_850_300,shear_850_500,shear_925_200,shear_925_250
0,11.502954570653836,7.359932608811641,4.983318249248664,5.116159159249599,3.077410962846115,11.235595303514192,8.822197655219723,7.239877182685024,4.661901442212327,11.918662219107368,9.507429770425858
1,11.200095809526585,7.362737973969585,4.969714279595064,5.071698002616176,2.892630610014506,10.997368522003914,9.01046411175048,7.308539726307694,4.536271261594568,11.629429075416798,9.627808315353468
2,11.13895085034892,7.56599239820692,4.634525147992341,4.691508329110123,2.7026253196105245,11.150546549625384,9.571752028741564,7.558976372771334,4.375431331064707,11.72920835420179,10.115494868035118
3,11.460534180467949,7.774156672759758,4.752702334082763,4.490453032731117,2.5863926517942066,11.671256770178054,9.941317436417254,8.070814825947553,4.548352780026229,12.026274920464493,10.231321799793902
4,13.01250571651229,8.802780151145999,5.856981690837226,4.436239044488563,2.6002960283406233,13.541965288684393,10.94393442090756,8.969334893879326,5.1273184487848384,13.568601162840302,11.135543925773042
5,12.707595878777404,8.453385800460818,5.818113607657142,4.122946763900108,2.4673714306545054,13.309420561464503,10.820057907428902,8.920159257249907,5.370934283618408,13.33515497961392,10.926016461579517
6,12.52218348289219,8.260817493480863,5.491520657324387,3.6265978784688437,2.3216410073281923,13.279361708834767,11.0371148548283,9.108038255168745,5.580023853713646,13.346921369371314,11.122777484349596
7,11.78385267086948,8.000154954959482,5.009747265211384,3.2732325514099405,2.28609388069987,12.56532627970446,10.873108504495272,9.031049645404952,5.46553992270104,12.772545212926342,11.069135575337956
8,12.14982654733273,7.999928680916006,5.540316020144383,4.506255518330727,2.7177505626314087,12.872052369359881,10.846581110420326,8.92128340738515,5.3219108858330095,12.762714689783753,10.744952439819462
9,12.015372312922652,7.842188984795939,5.397957568941638,4.380573882998821,2.6067823625635356,12.745512937940656,10.447932002375213,8.671943074152416,5.054108751869838,12.769102386074762,10.437485229924398
10,11.656071308045648,7.929925834325453,4.54117685946112,3.9020774663891644,2.512617664538751,12.654114696135123,10.390703231166118,8.985948430707989,4.506027104126648,12.750740968521374,10.431482063493847
11,10.974536363019919,7.80251898788459,4.140324248460577,3.6492688146856382,2.4538493541510737,12.06362490458414,10.444886820825438,8.967569817944119,4.2144174485409165,12.101933829626068,10.449058703779398
12,10.783354954891061,7.986918444845165,5.766222614232295,3.8664756047733437,2.6333319945299687,11.984282023083264,10.384062654090425,8.896886406190848,5.727262879599584,11.693366492570687,10.141615186200942
13,10.722764602792449,8.193155059373627,5.011455504995926,3.763604763073575,2.7100002090989923,11.775276531775793,10.315114028627674,9.048616304716173,5.297738666743196,11.487811888971676,10.068187121053537
14,11.083798988085862,8.371775091897385,4.468716247884246,3.6281884422680983,2.7983186494656063,11.841559864704807,10.395684971970816,9.105053215256582,4.785898588473598,11.786736214254052,10.293262300112595
15,11.127282378853609,8.45246515586817,4.129520245844227,3.708924063743325,2.799045446316207,11.765636132160823,10.356901484169066,9.137947439681739,4.512826937995851,11.829290143835047,10.395609440964957
16,11.636796095975054,8.556318907577467,5.130345346442967,4.766177573584718,3.1024231445995003,11.927274421819796,9.665893622945683,8.83937611951648,4.669701427003989,12.239062715119992,9.971358863753267
17,12.321238781915357,8.761100043333135,4.24528131915528,4.594375754533879,2.979909535169524,12.552727977496883,10.332573116438773,8.997102017642465,4.123588095509816,13.009088504485165,10.781094922715177
18,12.661078330564003,9.24017042320532,4.0220781943731705,4.703064167065895,2.966354145632552,12.886450359908244,10.909132577494407,9.475355831743219,3.8736635209492913,13.432749379426241,11.404446911918543
19,13.093151478655637,9.46901410901919,4.019477967710312,4.759471719234716,3.1057482867850923,13.494071657334764,11.73395357679886,10.01311735821267,3.890410899359267,14.0945265399913,12.306576599739492
20,15.164044310959676,9.469358269447305,4.637998443361721,4.802906504776911,3.2781666930282274,15.548873609087119,12.593713474809192,9.879878484853544,3.9977097879629584,15.980990724017223,13.031459633633494
