,mslp
0,100205.75
1,100213.9375
2,100221.3125
3,100265.1875
4,100148.875
5,100126.625
6,100254.0625
7,100316.4375
8,100205.625
9,100260.875
10,100294.75
11,100325.0
12,100223.125
13,100159.1875
14,100341.3125
15,100353.5625
16,100199.4375
17,100218.0625
18,100348.0625
19,100467.1875
20,100513.125
21,100703.875
22,100866.5
23,100959.75
24,100868.8125
25,100685.4375
26,100781.5
27,100686.3125
28,100454.9375
29,100284.0
30,100338.1875
31,100103.875
32,99777.0
33,99737.25
34,100119.3125
35,100241.875
36,100202.4375
37,100165.75
38,100122.0625
39,100013.375
40,99844.3125
41,99697.25
42,99651.1875
43,99564.1875
44,99357.375
45,99340.8125
46,99263.5625
47,99223.875
48,99165.125
49,99134.5625
50,99268.375
51,99288.75
52,99239.8125
53,99288.5625
54,99450.75
55,99494.8125
56,99518.0
57,99494.3125
58,99535.6875
59,99585.75
60,99659.5625
61,99740.25
62,99804.875
63,99794.6875
64,99751.25
65,99710.375
66,99596.5625
67,99420.9375
68,99120.6875
