,mslp
0,101224.875
1,101141.0
2,101070.0
3,101159.25
4,101118.8125
5,101010.6875
6,100938.625
7,100996.9375
8,101059.6875
9,100928.0625
10,100878.4375
11,101052.9375
12,101025.3125
13,100926.6875
14,100911.625
15,100931.1875
16,100953.6875
17,100754.875
18,100686.0
19,100768.5625
20,100685.0625
21,100611.25
22,100488.5625
23,100496.25
24,100457.125
25,100212.5625
26,100097.1875
27,100104.625
28,99797.625
29,99427.3125
30,99325.375
31,99355.25
32,99315.0
33,99045.375
34,98728.5625
35,98555.25
36,98282.0
37,97820.3125
38,97746.125
39,97511.75
40,97308.8125
41,96859.375
42,96765.875
43,96582.9375
44,96217.875
45,96158.375
46,95889.625
47,95368.9375
48,95165.75
49,94944.5625
50,94592.5
51,94601.875
52,94696.9375
53,94896.8125
54,94805.5
55,94807.5
56,95225.0
57,95380.625
58,95495.125
59,96040.25
60,96938.875
61,97214.4375
62,97400.125
63,97363.625
64,97767.0625
65,98054.0625
66,98124.4375
67,98184.5
68,98520.6875
69,98700.375
70,98755.0625
71,98908.4375
72,99035.0
73,99290.5625
74,99348.9375
75,99434.9375
76,99601.9375
77,99624.4375
78,99573.125
79,99543.1875
80,99674.1875
81,99780.375
82,99712.5
83,99754.625
84,99851.875
85,99926.875
86,99826.4375
87,99761.875
88,99886.125
