,mslp
0,100487.625
1,100672.125
2,100685.5
3,100464.875
4,100455.6875
5,100577.4375
6,100640.4375
7,100565.0
8,100405.375
9,100537.0
10,100525.625
11,100210.75
12,100128.6875
13,100182.6875
14,100306.25
15,100143.625
16,99955.875
17,100067.1875
18,100131.6875
19,99935.875
20,99820.9375
21,99914.0625
22,99897.4375
23,99723.75
24,99596.1875
25,99638.3125
26,99720.1875
27,99467.0625
28,99346.8125
29,99414.375
30,99339.75
31,99081.9375
32,98869.0625
33,98861.5625
34,99073.9375
35,98452.0625
36,98105.75
37,97895.0
38,98110.5
39,98042.8125
40,97895.25
41,98010.4375
42,98440.1875
43,98471.6875
44,98542.8125
45,98754.25
46,99016.9375
47,99113.875
48,99269.0625
49,99601.5625
50,99740.5625
51,99729.6875
52,99902.75
