,year,basin,region,no,name,time,intensity,lat,lon,mslp_2020,wind10,tot_meanprec,u10,v10,2mdewtmp,2mtmp,conv_ppt,tot_cld_ice,tot_cldwtr,tot_cld_rain,vi_div_cld_froz_wtr,vi_div_cld_liq_wtr,vi_div_gpot_flux,vi_div_ke_flux,vi_div_mass_flux,vi_div_moisture_flux,vi_div_olr_flux,vi_div_tot_enrgy_flux,vi_ke,vi_pe_inte,vi_pe_ie_latentenrgy,vi_temp,vi_olr,vi_tot_enrgy,vi_moisture_div,cape,inst_10m_wnd_gst,inst_moisture_flux,inst_ssh_flux,surfmean_swr_flux,surfmean_lhf,surfmean_lwr_flux,surfmean_shf,dwnwrdmean_swr_flux,topmean_lwr_flux,topmean_swr_flux,vimean_moisture_div,surf_lhf,surf_shf,tot_suprcool_liqwtr,tot_wtr_vpr,mn_mslp,conv_rrate,ls_rrate,mn_conv_prate,mn_ls_prate,mn_tot_prate,sst
0,2020,SP,MM,59,SARAI,2020-01-01:00:00:00,TS,-20.4,191.1,991.080625,18.04454803466797,0.0008689242601394653,4.389537811279297,-1.4207115173339844,297.82826232910156,299.6399459838867,0.0006046034395694733,0.06153690814971924,0.1277785301208496,0.12694740295410156,5.672278348356485e-06,5.100155249238014e-06,2087.59765625,-4.429443359375,0.0024474114179611206,0.0001557469367980957,-699.8359375,1771.85546875,1863197.3156738281,2670217984.0,2820963200.0,2643135.0,2670211072.0,2822827648.0,-0.454925537109375,271.96728515625,17.89935875032097,-5.159582360647619e-05,-2.931640625,274.48046875,-109.1683349609375,-21.87713623046875,-1.75042724609375,1400.27490234375,-209.26661682128906,880.635009765625,-0.00012634694576263428,-393006.25,-6300.5,0.030961990356445312,60.27891540527344,995.2871875,0.00012968992814421654,0.00012240838259458542,0.00016794470138847828,0.00013613654300570488,0.00030409451574087143,299.88923263549805
1,2020,SP,MM,60,SARAI,2020-01-01:03:00:00,TS,-20.4769,192.258,989.09875,18.977298736572266,0.0008332070708274842,5.223396301269531,-2.5278968811035156,297.87355041503906,299.7989501953125,0.0005226470530033112,0.10732150077819824,0.13259708881378174,0.21377849578857422,8.073635399341583e-06,6.079208105802536e-07,3492.6875,-5.21923828125,0.002108663320541382,-4.623830318450928e-05,-1838.57421875,1538.97265625,1988596.9931640625,2666124288.0,2817623168.0,2638988.625,2666125952.0,2819609216.0,-1.6226310729980469,293.07861328125,17.591766357421875,-5.282586789689958e-05,-6.40936279296875,182.3314208984375,-109.38238525390625,-24.462005615234375,-0.63824462890625,983.8419189453125,-204.71548461914062,575.7684326171875,-0.0004507526755332947,-393775.25,-2301.75,0.042887091636657715,60.57991027832031,993.586806640625,0.00016767624765634537,0.00022270530462265015,0.00014517712406814098,0.0001936112530529499,0.00033879000693559647,299.93317794799805
2,2020,SP,MM,61,SARAI,2020-01-01:06:00:00,SS,-20.6,193.4,988.731875,17.655061721801758,0.0007377269864082336,3.6738014221191406,-2.2947120666503906,297.7990188598633,299.6317901611328,0.0009967423975467682,0.19456005096435547,0.17049813270568848,0.2768421173095703,2.5813293177634478e-05,1.9087456166744232e-06,6577.328125,6.249267578125,-0.0009160041809082031,-0.0005424227565526962,-4759.234375,457.8046875,1961145.4287109375,2667949440.0,2819486464.0,2640808.625,2667952000.0,2821448064.0,-2.441680908203125,237.6748046875,17.10506280325353,-4.945811815559864e-05,-6.61114501953125,5.0950927734375,-103.748779296875,-22.356781005859375,-1.36956787109375,95.72607421875,-196.28387451171875,44.2032470703125,-0.0006782226264476776,-373494.25,-4935.0,0.09625625610351562,60.5948486328125,994.0858203125,0.0002811145968735218,0.0002867472358047962,0.0002768728882074356,0.0003109159879386425,0.0005877930670976639,299.7292709350586
3,2020,SP,MM,62,SARAI,2020-01-01:09:00:00,SS,-20.7311,194.479,990.961875,17.489652633666992,0.000855969786643982,3.1704635620117188,-3.6472091674804688,297.6862564086914,299.5200500488281,0.0006673885509371758,0.20154762268066406,0.1361374855041504,0.2728462219238281,3.529398236423731e-05,1.8564751371741295e-06,5336.87890625,9.827392578125,0.0007575303316116333,-0.0002287197858095169,-3406.828125,1357.671875,2049649.9958496094,2669815808.0,2819368320.0,2642857.875,2669818496.0,2821418496.0,-1.8813858032226562,329.12451171875,18.23287375457585,-4.241924034431577e-05,-7.5615234375,0.0,-98.562744140625,-21.950592041015625,-0.3851318359375,0.0,-200.20809936523438,0.0,-0.0005226172506809235,-354824.25,-1390.5,0.12995469570159912,59.80128966271877,995.4417578125,0.00015076575800776482,0.0006524492055177689,0.0001853823196142912,0.0006783818826079369,0.0008637681603431702,299.57961654663086
4,2020,SP,MM,63,SARAI,2020-01-01:12:00:00,SS,-21.0,195.6,989.61875,17.39557647705078,0.0010009080171585083,5.670963287353516,-3.451385498046875,297.4735641479492,299.13187408447266,0.0010407092049717903,0.18634116649627686,0.23832941055297852,0.6255307197570801,2.3939646780490875e-05,2.412823960185051e-05,5056.0234375,1.85302734375,0.002722024917602539,6.255693733692169e-05,-2267.0546875,2975.88671875,2386228.9982910156,2662583680.0,2798212864.0,2637029.625,2662589568.0,2800598016.0,-2.054901123046875,222.6806640625,18.890844339504838,-5.058260285295546e-05,-5.225830078125,0.0,-99.713623046875,-23.174957275390625,-1.998779296875,0.0,-185.82965087890625,0.0,-0.000570809468626976,-358967.0,-7202.0,0.1310945749282837,54.23223413527012,994.482451171875,0.00023355986922979355,0.0006568646058440208,0.00028908997774124146,0.0007139630615711212,0.0010030418634414673,299.38620376586914
5,2020,SP,MM,64,SARAI,2020-01-01:15:00:00,SS,-21.4895,196.862,988.796875,19.849010467529297,0.0009801554679870605,5.152965545654297,-3.4477195739746094,297.22570037841797,298.8770065307617,0.0008830511942505836,0.1435410976409912,0.15645861625671387,0.3617377281188965,2.1598563762381673e-05,5.483976565301418e-06,3330.16796875,-1.868896484375,-0.0012324005365371704,0.0002838326618075371,-2545.42578125,1472.97265625,2474631.7509765625,2658369664.0,2791566592.0,2633064.0,2658371840.0,2794042496.0,-0.13549041748046875,313.919921875,17.74228858947754,-4.703283775597811e-05,-5.4803466796875,0.0,-90.0269775390625,-24.0511474609375,-1.439453125,0.0,-168.25225830078125,0.0,-3.76235693693161e-05,-324094.5,-5187.25,0.09330475330352783,53.262123107910156,993.701884765625,0.000196793582290411,0.0006148968823254108,0.00024529313668608665,0.0006274892948567867,0.0008727507665753365,299.04296875
6,2020,SP,MM,65,SARAI,2020-01-01:18:00:00,SS,-22.1,198.2,991.27625,17.906957626342773,0.0007588228583335876,2.5915603637695312,-4.506267547607422,296.86265563964844,298.4469757080078,0.00060997623950243,0.14085006713867188,0.12009119987487793,0.16248703002929688,2.3712171241641045e-05,5.931011401116848e-06,937.92578125,-18.797119140625,-0.00045949220657348633,0.0005173822864890099,-757.703125,1440.70703125,2454834.4487304688,2662581760.0,2799058432.0,2636953.625,2662582912.0,2801514368.0,-0.2649726867675781,450.4150390625,16.58671337366104,-3.3192249247804284e-05,-0.7613525390625,23.205078125,-72.28424072265625,-20.72021484375,0.615966796875,410.448486328125,-174.48092651367188,168.944580078125,-7.361173629760742e-05,-260224.0,2217.75,0.07837867736816406,54.57353210449219,995.663818359375,0.00012352503836154938,0.00035253679379820824,0.00016943365335464478,0.0003970828838646412,0.0005665109492838383,298.5136260986328
7,2020,SP,MM,66,SARAI,2020-01-01:21:00:00,SS,-22.662,199.559,991.218125,18.069673538208008,0.0008386987447738648,1.502349853515625,-8.906543731689453,296.69329833984375,298.3136291503906,0.0005534738302230835,0.059706687927246094,0.11668670177459717,0.03238964080810547,1.7149141058325768e-05,2.885819412767887e-06,1058.7734375,-32.5009765625,0.0003699362277984619,0.0002803727984428406,-689.25,1042.21484375,2681652.0434570312,2662742400.0,2801380608.0,2636895.375,2662738176.0,2804061440.0,0.7141799926757812,476.53125,16.511314783245325,-2.7690257411450148e-05,4.30743408203125,198.72772216796875,-69.41424560546875,-18.1649169921875,4.5526123046875,1202.736572265625,-227.59152221679688,729.52978515625,0.00019837729632854462,-249893.0,16388.75,0.02561509609222412,55.437286376953125,995.77982421875,0.0001186286099255085,8.047185838222504e-05,0.00015374296344816685,0.00010317191481590271,0.0002569137141108513,298.24975967407227
8,2020,SP,MM,67,SARAI,2020-01-02:00:00:00,SS,-23.3,200.9,995.02875,18.33382797241211,0.0008950534462928771,5.337482452392578,-6.802818298339844,296.5642776489258,298.26904296875,0.0007336027920246124,0.07990443706512451,0.1953350305557251,0.08705711364746094,2.3895176127552986e-05,2.696760930120945e-06,1959.9921875,3.734619140625,4.632771015167236e-05,0.000151168555021286,-1067.4765625,1264.578125,2914204.5,2662879616.0,2796704896.0,2637558.5,2662879872.0,2799620608.0,-0.14128875732421875,262.18603515625,17.23135762475431,-4.369925591163337e-05,-5.7161865234375,274.798828125,-67.50360107421875,-18.193649291992188,6.46392822265625,1375.1939697265625,-244.5318603515625,905.3194580078125,-3.92599031329155e-05,-243011.0,23271.25,0.03583097457885742,53.51300048828125,997.42955078125,0.00015536602586507797,0.00012100953608751297,0.00020377454347908497,0.00010643713176250458,0.0003102105110883713,297.8393325805664
9,2020,SP,MM,68,SARAI,2020-01-02:03:00:00,SS,-24.0001,202.124,993.77375,18.94524574279785,0.0008690363168716431,5.5982513427734375,-7.527488708496094,296.35636138916016,297.9598846435547,0.0008713249117136002,0.05459606647491455,0.17161035537719727,0.06496047973632812,2.0927865989506245e-05,7.887720130383968e-06,1487.8203125,23.931396484375,-0.000582963228225708,0.00030658580362796783,-1049.328125,1215.75,2986434.8076171875,2660445696.0,2792519040.0,2635298.875,2660447104.0,2795504640.0,-0.4159698486328125,182.2109375,17.83746337890625,-4.2761850636452436e-05,-4.10333251953125,100.381103515625,-67.84173583984375,-17.355194091796875,7.0701904296875,835.9791259765625,-244.89544677734375,450.26123046875,-0.00011552870273590088,-244231.25,25449.0,0.08447825908660889,52.812835693359375,996.579208984375,0.00019626924768090248,0.00014715362340211868,0.00024203374050557613,0.00015987548977136612,0.0004018908366560936,297.71361541748047
