,outeqt1000,outeqt200,outeqt250,outeqt300,outeqt400,outeqt500,outeqt600,outeqt700,outeqt800,outeqt850,outeqt925
0,340.2584102486295,350.55270509957404,348.45524967496596,346.57781577862653,342.17466124638327,338.3072947665619,334.05605646633705,333.29194564515535,334.55451158070815,335.10598749100353,336.41631096026947
1,339.9807851882496,350.3160761326719,348.1582534430539,346.3852109799174,342.15703895450514,338.2630998057542,333.89736145893414,332.9786463411616,334.4557101912361,335.04235320353945,336.31759545618473
2,339.2514895335751,350.8232801129023,348.6336791201104,346.41811883969933,341.6852842378507,337.77471333968145,333.54649387418226,332.80936901730723,334.35540777119496,334.85265842680917,336.0156487326562
3,340.194348594,351.01632337525433,348.92734110088594,346.7016844526889,341.7328477951268,337.6244374290252,333.71019207181257,332.7731355682785,334.21041599032986,335.0364990169895,337.1963051524274
4,341.3956444139858,351.4319034446043,349.3750180263118,347.0429963520599,341.8313703783164,337.41938017848037,333.780360869791,332.81027547392273,334.269056611684,335.6012414992769,338.14056509241374
5,341.98911525787867,351.74030427936594,349.4697375038224,346.9304717847403,341.7292629287497,337.04555364300654,333.5389517134616,332.7651145320979,334.15785425008465,335.60938381285797,338.2330406774649
6,340.96562969124375,351.45133848973455,349.5279342453454,346.95463159343706,341.4361417323068,336.65654093453514,333.2818226491097,332.6922720493151,333.76201032462654,334.53645141492717,337.05636363900925
7,340.45912436114793,351.024755988851,349.1600548393995,346.44392905136715,340.9928010458476,336.2470422828301,332.9628750465257,332.1639867069012,333.221632264583,333.7945465926368,336.37816104166154
8,339.879912814043,350.8819554331432,348.8704811829885,346.038808251155,340.5846391390847,335.660477343593,332.6624357246046,331.5342036548462,332.5362819871261,333.18561219813876,335.71235853408234
9,339.2728310357474,350.756828477441,348.4985559171101,345.68849588289936,340.2289341110735,335.0887871572733,332.3127723581683,331.06710909189314,331.7326403401365,332.7323059468702,335.3140893063584
10,337.8071857496885,350.7338775644907,348.15871653953826,345.56344028156644,339.7283198522457,334.72493458426845,332.2639929516203,331.2279483274307,331.08251333849597,331.6944957980076,334.1198425429958
11,338.37003509062936,350.8256599379239,348.18293162598565,345.6722174547163,339.54934432378866,334.84456326799483,332.11273725980396,330.9294231621054,330.9351076813078,331.9172649957326,334.89783169471025
12,338.92613853855624,350.87113603633856,348.2330984639469,345.68162801570713,339.54412104307914,334.9745782604595,332.0867041813141,330.82507946112554,331.3281698197781,332.91029268135134,335.60016106115097
13,339.86380616005516,350.7779961936728,348.1290167231822,345.40402441067175,339.4846951124422,334.81152409857833,332.0194155842021,330.79178397817145,331.1908379039692,332.74150518693517,335.59031001945243
14,339.43997970133216,350.4923897753028,347.94926741129325,345.14421358540056,339.31153215462,334.22378693918705,331.468595373123,330.5927087870041,330.44067948580874,331.6401641881258,334.09936902064925
15,339.082879412872,350.0778117668529,347.4509388842591,344.59666098110836,339.0583242480496,333.7154145811295,331.02644831394275,330.3227487197536,330.43771329058944,331.36528197217,333.8107772709797
16,338.57622582056246,349.79100080799253,347.02441102804283,344.3055382477732,338.8496069203384,333.2255482910302,330.7877606042265,330.0776833325954,330.2928625658586,331.0671780670185,333.6685760477983
17,337.9713801207858,349.4872937509101,346.5917060102272,344.0796056829405,338.6428920525519,333.1595556695687,330.6958565335705,329.84921348187004,330.15828610216533,331.01794404674,333.41325946840664
18,336.14707149005733,349.3960965199716,346.64781437041563,344.14925252284297,338.47493552891876,332.9308122415592,330.09622829670553,329.0888865325009,329.2862284550902,330.4093395534099,332.6445472884063
19,336.3550346909925,349.3359140915571,346.8226955482091,344.27670808952905,338.71189042581597,333.0374793499728,329.9709596000091,328.97023070631957,329.2925897200335,330.5470278329641,333.3857067938926
20,336.4780915142975,349.30152019041964,347.0457585940934,344.60111328069786,338.98582310636004,333.4110478840691,330.0886345474362,328.9682440701425,330.4003322341675,331.43565514341134,333.5835074359058
21,337.3444677292845,349.177449731391,347.04976860702834,344.84845538870417,339.0373528113945,333.7865149530833,330.1251101407605,328.9226735793535,330.6253091353968,331.3950740630467,333.40174504980956
22,337.13602150462617,348.77823102087484,346.6414589409407,344.424902977144,338.69567044449315,333.71923566004887,329.6069427770083,328.5297111132149,329.6211514908956,330.2278379707617,331.9845557797314
23,336.24891762576254,348.5245661443895,346.1868030476858,344.0645613195581,338.3655337676529,333.6002124782638,329.2999348114448,328.12614835627977,328.69426994795685,329.39996951730706,331.3088561505769
24,334.7964750944782,348.30571274248643,345.7241887242255,343.57858978684834,337.76147908830694,333.27913663556694,328.7162409819639,327.1056670896987,327.1799203400868,327.8074003725052,330.02934926033527
25,333.25928499939397,348.2061779871726,345.2782553895198,343.115134795203,337.10950293034574,332.90054215246477,327.91310524831766,325.8472771808862,325.6676829724155,326.35963823411015,328.4354587237786
26,330.8337035437703,348.439237376162,345.0146912153846,342.78952904274416,336.7654123402449,332.1103246506075,327.0488758576943,324.6931424838526,324.70181157048296,325.56639859639307,327.1850813630277
