,mslp
0,100696.3125
1,100830.1875
2,100821.125
3,100659.5625
4,100406.75
5,100465.9375
6,100623.25
7,100411.5625
8,100251.25
9,100351.5625
10,100428.5625
11,100316.4375
12,100152.25
13,100254.9375
14,100375.8125
15,100216.4375
16,100166.9375
17,100204.375
18,100285.4375
19,100224.375
20,100011.8125
21,99968.5
22,100041.0
23,99984.4375
24,99828.1875
25,99869.375
26,100060.125
27,99945.5
28,99816.0
29,99804.5625
30,99807.875
31,99706.6875
32,99534.0625
33,99522.625
34,99448.4375
35,99248.875
36,99049.5625
37,99007.125
38,99015.5625
39,98865.0625
40,98702.1875
41,98617.5
42,98564.0
43,98438.875
44,98369.375
45,98422.9375
46,98527.375
47,98482.25
48,98366.5625
49,98416.125
50,98346.6875
51,98177.8125
52,97829.375
53,97775.0
54,97847.5
55,97820.4375
56,97500.875
57,97154.8125
58,96777.8125
59,96661.75
60,96209.6875
61,96072.0
62,95931.4375
63,95987.3125
64,95592.4375
65,95481.25
66,95688.375
67,96202.9375
68,96382.4375
69,96507.8125
70,96598.6875
71,96627.3125
72,96650.0
73,96598.125
74,96728.125
75,96838.0
76,96894.0625
77,96945.375
78,97052.3125
79,96995.125
80,96948.25
81,96992.0
82,97226.25
83,97288.0625
84,97281.8125
85,97446.5625
86,97958.0
87,98285.3125
88,98659.6875
89,99042.375
90,99592.125
91,99528.875
92,99525.1875
93,99613.5
94,99771.75
95,99851.6875
96,99917.625
97,99951.8125
98,99966.375
99,99932.0625
100,99832.375
101,99850.9375
102,99681.625
103,99536.375
104,99551.0
105,99639.875
106,99769.1875
107,99733.5625
108,99771.25
