,mslp
0,100967.9375
1,100798.1875
2,100773.5
3,100854.4375
4,101007.0
5,100879.125
6,100815.125
7,100883.6875
8,100846.0625
9,100855.75
10,100683.0625
11,100720.5625
12,100865.25
13,100656.625
14,100473.5
15,100438.375
16,100197.3125
17,100045.9375
18,99876.3125
19,99866.9375
20,99627.8125
21,99634.3125
22,99367.1875
23,99270.6875
24,99183.5625
25,99018.9375
26,98986.6875
27,98898.8125
28,98818.25
29,98841.125
30,98681.3125
31,98675.0
32,98609.25
33,98615.6875
34,98726.375
35,98545.4375
36,98427.1875
37,98316.375
38,98168.1875
39,98120.0
40,98095.625
41,97918.6875
42,97533.875
43,97246.1875
44,97292.25
45,97281.8125
46,97237.25
47,97282.3125
48,97370.5
49,98070.3125
50,98471.75
51,98578.8125
52,98848.5
53,99299.125
54,99411.1875
55,99498.75
56,99962.3125
57,100187.5
58,100055.25
