,mslp
0,100260.625
1,100266.25
2,100281.0
3,100188.4375
4,99942.8125
5,99962.25
6,100166.5625
7,99976.3125
8,99759.625
9,99873.1875
10,100018.25
11,99920.5625
12,99581.125
13,99630.875
14,99608.625
15,99446.0
16,99002.75
17,98734.125
18,99011.9375
19,98907.1875
20,98677.375
21,98629.8125
22,98706.0
23,98572.6875
24,98365.375
25,98401.0
26,98586.0625
27,98482.5625
28,98211.25
29,98157.9375
30,98169.3125
31,97986.875
32,97808.8125
33,97792.9375
34,97718.75
35,97643.75
36,97437.3125
37,97515.3125
38,97518.75
39,97431.9375
40,97218.125
41,97215.5
42,97307.5
43,97175.3125
44,96934.625
45,96903.375
46,96977.0
47,96806.375
48,96696.4375
49,96893.4375
50,97261.5625
51,97339.625
52,97335.1875
53,97499.6875
54,97602.25
55,97542.75
56,97511.4375
57,97554.1875
58,97674.3125
59,97613.0
60,97619.3125
61,97451.6875
62,97553.0
63,97657.6875
64,97624.625
65,97900.6875
66,98400.4375
67,98264.6875
68,98229.0625
69,98311.8125
70,98236.125
71,98013.5625
72,98068.25
73,98156.9375
74,98555.3125
75,98754.875
76,99066.8125
