,mslp
0,100955.25
1,100761.0
2,100730.9375
3,100863.875
4,100950.5625
5,100783.875
6,100763.3125
7,100897.125
8,100948.1875
9,100801.5
10,100784.0
11,100920.75
12,101022.75
13,100838.875
14,100745.4375
15,100827.125
16,100865.125
17,100726.3125
18,100653.125
19,100753.3125
20,100863.5
21,100764.5625
22,100666.75
23,100816.25
24,100847.75
25,100657.625
26,100506.6875
27,100600.625
28,100811.5
29,100668.75
30,100557.1875
31,100658.1875
32,100734.6875
33,100638.0625
34,100512.1875
35,100558.375
36,100800.6875
37,100729.3125
38,100628.375
39,100704.75
40,100763.75
41,100718.25
42,100608.25
43,100659.5
44,100737.5625
45,100755.0625
46,100513.0
47,100442.25
48,100527.625
49,100480.3125
50,100360.875
51,100368.75
52,100506.875
53,100435.375
54,100166.25
55,100082.75
56,100139.6875
57,100055.4375
58,99897.6875
59,99809.3125
60,100030.0
61,99936.6875
62,99761.375
63,99670.4375
64,99753.5
65,99685.3125
66,99479.5625
67,99368.0
68,99410.0625
69,99325.75
70,99160.5625
71,99141.6875
72,99259.6875
73,99163.375
74,99041.8125
75,98917.5
76,98950.0
77,98928.4375
78,98784.8125
79,98664.6875
80,98800.1875
81,98814.375
82,98677.6875
83,98633.0
84,99111.375
85,98991.8125
86,98833.0
87,98850.5
88,98639.625
89,98585.25
90,98434.5625
91,98408.875
92,98427.375
93,98385.75
94,98253.625
95,98240.1875
96,98462.0
97,98367.375
98,98457.4375
99,98644.6875
100,98817.8125
101,98848.8125
102,99024.3125
103,99194.6875
104,99271.3125
105,99335.375
106,99302.1875
107,99378.625
108,99654.5625
109,99582.6875
110,99471.9375
111,99503.625
112,99409.625
113,99410.3125
114,99421.6875
115,99534.9375
116,99609.4375
117,99583.625
118,99582.0625
119,99652.5625
120,99675.4375
121,99668.6875
122,99641.5
123,99748.25
124,99762.125
125,99658.875
126,99708.875
127,99828.875
128,99880.5
129,99825.4375
130,99856.4375
131,99936.1875
132,100069.3125
133,100040.0
134,100157.125
135,100236.0625
136,100256.5625
