,mslp
0,100495.625
1,100606.125
2,100700.9375
3,100625.25
4,100505.375
5,100559.3125
6,100562.5625
7,100484.5
8,100413.5
9,100410.3125
10,100366.4375
11,100425.375
12,100237.0625
13,100220.875
14,100227.3125
15,100201.3125
16,100009.6875
17,99946.1875
18,99872.9375
19,99844.0
20,99632.9375
21,99573.9375
22,99501.375
23,99421.625
24,99336.6875
25,99277.4375
26,99198.625
27,99244.8125
28,99010.375
29,98869.0
30,98933.3125
31,99023.5
32,99058.875
33,99301.75
34,99611.4375
35,99742.3125
36,99789.25
37,99900.125
38,100060.1875
39,100088.3125
40,99897.0625
41,99946.5625
42,100208.9375
43,100340.625
44,100321.375
45,100139.1875
46,100000.75
47,99929.5625
48,99941.625
49,99948.0625
50,100110.25
51,100058.0
52,100041.4375
