,cape,inst_10m_wnd_gst,inst_moisture_flux,inst_ssh_flux,surfmean_swr_flux,surfmean_lhf,surfmean_lwr_flux,surfmean_shf,dwnwrdmean_swr_flux,topmean_lwr_flux,topmean_swr_flux,vimean_moisture_div,surf_lhf,surf_shf,tot_suprcool_liqwtr,tot_wtr_vpr
0,552.5263671875,10.480312369763851,-5.451400647871196e-05,-16.98858642578125,38.3599853515625,-132.52459716796875,-32.132598876953125,-17.46527099609375,745.6654052734375,-167.98175048828125,319.634033203125,-0.0003704633563756943,-477089.0,-62877.5,0.18319010734558105,64.01708421111107
1,539.2783203125,11.063935287296772,-5.744778900407255e-05,-16.9747314453125,0.0,-144.41192626953125,-33.25958251953125,-17.52691650390625,0.0,-137.33929443359375,0.0,-0.0004573855549097061,-519881.25,-63093.5,0.18116402626037598,64.11279296875
2,423.21142578125,10.803637504577637,-6.342600681819022e-05,-20.92266845703125,0.0,-143.35791015625,-30.4178466796875,-15.99798583984375,0.0,-123.55062866210938,0.0,-0.00017725955694913864,-516089.75,-57594.0,0.10255861282348633,64.9126576334238
3,436.9921875,10.401982294395566,-6.272460450418293e-05,-20.05316162109375,0.0,-135.3280029296875,-35.605621337890625,-15.57379150390625,0.0,-138.89605712890625,0.0,-5.5983662605285645e-05,-487180.75,-56065.0,0.049410462379455566,64.0219955444336
4,473.47705078125,10.078394900076091,-6.421931902877986e-05,-21.74273681640625,0.0,-132.36639404296875,-37.045562744140625,-15.45013427734375,0.0,-155.10549926757812,0.0,-0.0001536887139081955,-476522.0,-55622.0,0.03812885284423828,64.00005340576172
5,368.59912109375,12.250523794442415,-6.515788845717907e-05,-19.7177734375,11.437744140625,-167.9736328125,-34.8450927734375,-20.6793212890625,206.3629150390625,-136.47036743164062,89.2686767578125,-0.000529484823346138,-604707.25,-74448.75,0.10132014751434326,63.79241180419922
6,501.97607421875,12.629513550549746,-6.26807741355151e-05,-17.8060302734375,198.20208740234375,-170.39752197265625,-34.13591003417969,-17.6353759765625,1088.6619873046875,-151.12411499023438,661.7783203125,-0.0004658335819840431,-613430.75,-63486.75,0.07733154296875,64.81126566231251
7,435.3818359375,13.125031750649214,-6.602724897675216e-05,-23.24102783203125,269.499755859375,-176.40179443359375,-37.06056213378906,-21.8209228515625,1319.845458984375,-158.87228393554688,824.2032470703125,-0.0002704691141843796,-635045.75,-78554.25,0.05555093288421631,64.68853759765625
8,395.15625,12.667964983731508,-6.895785918459296e-05,-22.6405029296875,116.4456787109375,-178.00140380859375,-34.83424377441406,-18.79248046875,774.102294921875,-167.75677490234375,437.8800048828125,1.304037868976593e-05,-640808.75,-67652.0,0.04233372211456299,64.07914914190769
9,393.4111328125,12.445319034159184,-6.479184958152473e-05,-19.337890625,0.0,-163.96612548828125,-35.239654541015625,-20.50738525390625,0.0,-161.36837768554688,0.0,-0.0003770729526877403,-590277.75,-73826.5,0.1398833990097046,64.42093463242054
