,mslp
0,100866.125
1,100695.3125
2,100578.25
3,100694.0625
4,100814.5
5,100722.75
6,100537.625
7,100616.875
8,100770.5
9,100614.6875
10,100461.0625
11,100518.1875
12,100667.6875
13,100609.4375
14,100462.375
15,100497.6875
16,100579.0625
17,100445.75
18,100252.6875
19,100288.875
20,100437.75
21,100385.6875
22,100173.125
23,100117.25
24,99980.0
25,99921.8125
26,99815.9375
27,99801.625
28,99778.375
29,99752.375
30,99675.125
31,99607.5
32,99924.8125
33,99984.25
34,99651.75
35,99569.125
36,99966.625
37,99807.75
38,99605.5
39,99536.9375
40,99694.5
41,99655.8125
42,99435.75
43,99448.25
44,99516.6875
45,99396.6875
46,99304.4375
47,99273.0
48,99325.75
49,99128.0625
50,98738.75
51,98850.8125
52,99047.5625
53,99182.375
54,99135.5
55,99033.8125
56,99129.5
57,99343.4375
58,99155.25
59,99217.0
60,99646.8125
61,99955.125
62,100009.125
63,100094.5
64,100396.5
65,100601.25
66,100505.5625
67,100564.125
68,100773.3125
69,100934.6875
70,100900.875
71,100905.25
72,101082.75
73,101236.5
74,101025.25
