,mslp
0,100674.75
1,100563.1875
2,100501.1875
3,100567.125
4,100658.4375
5,100541.0
6,100406.6875
7,100465.875
8,100584.0
9,100512.6875
10,100348.625
11,100340.125
12,100372.75
13,100312.25
14,100200.4375
15,100210.4375
16,100317.875
17,100213.0
18,100080.6875
19,100102.3125
20,100119.9375
21,100019.9375
22,99844.625
23,99845.5625
24,99733.75
25,99642.125
26,99423.6875
27,99457.0625
28,99387.1875
29,99334.5625
30,99156.125
31,98901.875
32,98871.125
33,98844.25
34,98449.75
35,98274.0
36,98370.375
37,98058.6875
38,97912.1875
39,97944.5
40,97719.25
41,97447.125
42,97512.9375
43,97502.875
44,97760.5
45,97811.8125
46,97639.9375
47,97509.625
48,97393.6875
49,97282.5625
50,96944.0
51,96929.6875
52,96577.0625
53,96481.75
54,96541.25
55,96423.75
56,96122.75
57,96240.5625
58,96118.375
59,96160.4375
60,96160.625
61,96099.5
62,96071.5
63,95997.125
64,95970.6875
65,96051.3125
66,96102.3125
67,96434.6875
68,97720.875
69,97980.375
70,98207.125
71,98325.375
72,98612.625
73,98619.3125
74,98549.3125
75,98639.9375
76,98736.75
77,98646.5625
78,98536.625
79,98386.125
80,98663.75
81,98799.25
82,98919.1875
83,99063.4375
84,99225.5625
85,99187.5
86,99199.375
