,outvort_10,outvort_20,outvort_30,outvort_50,outvort_70,outvort_100,outvort_150,outvort_200,outvort_250,outvort_300,outvort_400,outvort_500,outvort_600,outvort_700,outvort_800,outvort_850,outvort_900,outvort_925,outvort_950,outvort_975,outvort_1000,outrhum_10,outrhum_20,outrhum_30,outrhum_50,outrhum_70,outrhum_100,outrhum_150,outrhum_200,outrhum_250,outrhum_300,outrhum_400,outrhum_500,outrhum_600,outrhum_700,outrhum_800,outrhum_850,outrhum_900,outrhum_925,outrhum_950,outrhum_975,outrhum_1000,outgpot_10,outgpot_20,outgpot_30,outgpot_50,outgpot_70,outgpot_100,outgpot_150,outgpot_200,outgpot_250,outgpot_300,outgpot_400,outgpot_500,outgpot_600,outgpot_700,outgpot_800,outgpot_850,outgpot_900,outgpot_925,outgpot_950,outgpot_975,outgpot_1000,outtemp_10,outtemp_20,outtemp_30,outtemp_50,outtemp_70,outtemp_100,outtemp_150,outtemp_200,outtemp_250,outtemp_300,outtemp_400,outtemp_500,outtemp_600,outtemp_700,outtemp_800,outtemp_850,outtemp_900,outtemp_925,outtemp_950,outtemp_975,outtemp_1000,outvvel_10,outvvel_20,outvvel_30,outvvel_50,outvvel_70,outvvel_100,outvvel_150,outvvel_200,outvvel_250,outvvel_300,outvvel_400,outvvel_500,outvvel_600,outvvel_700,outvvel_850,outvvel_925,outvvel_975,outvvel_1000
0,-1.1373625602573156e-05,-7.786285520220796e-06,-9.601269266568124e-06,-9.296740366456409e-06,-7.54429978163292e-06,-7.321045268326998e-06,3.955361898988486e-06,1.9078686212499937e-06,-1.1591861645380657e-06,-1.5328793476025264e-07,3.3025862649083138e-06,4.866897749404113e-06,5.0906091928482056e-06,3.3778604120016096e-06,2.044097830851873e-06,1.778942532837391e-06,1.8061138689517974e-06,1.800308624903361e-06,1.8848339095711708e-06,2.3290902997056643e-06,2.5797712927063305e-06,0.06390818953514099,0.32273454864819845,0.8809308131535848,3.647437351942062,10.139740889519453,33.49764658610026,36.517103576660155,62.99437889382243,61.850122943520546,50.41352081298828,49.915365461508436,43.353876357525586,51.38461444973946,57.24817974343896,69.95357259114583,75.81387634277344,80.98780314127605,83.58185267845789,87.92169952392578,90.81692911783854,84.56687622070312,304192.74296875,259670.82005208332,234291.361328125,203158.17174479167,183170.980859375,162518.29895833333,138796.63828125,121215.73411458333,106869.27044270834,94564.091796875,74084.15364583333,57355.16158854167,43187.81399739583,30888.716666666667,19974.218815104166,14937.6458984375,10141.219466145832,7825.177962239583,5560.231901041667,3343.9959438323976,1170.4609049479166,228.01577428181966,220.20342127482095,215.45297470092774,208.91910654703776,204.69781672159831,200.32307968139648,208.29411849975585,218.3971031188965,229.91612752278647,240.23729960123697,255.31304957071941,266.4183664957682,274.00591837565105,280.6053792317708,286.47765858968097,289.11422271728514,291.6393778483073,292.86358846028645,293.96055806477864,295.2596913655599,297.2704025268555,0.0006695568561553955,0.00023735761642456054,0.0010437210400899251,0.0007265686988830566,-0.0011710405349731445,-0.006171564261118571,-0.008336194356282552,-0.010736624399820963,-0.009967422485351563,-0.01262073516845703,-0.027844810485839845,-0.04117425282796224,-0.04510091145833333,-0.039835421244303386,-0.01206677754720052,-0.0004672368367513021,0.003431224822998047,0.004525438944498698
1,-1.0975180581832925e-05,-7.361685857176781e-06,-9.677878309351702e-06,-1.018581388052553e-05,-7.997180606859425e-06,-8.427763047317664e-06,2.4370849132537843e-06,5.197866509358088e-07,-2.741518740852674e-06,-4.028358186284701e-07,3.550977756579717e-06,4.2277155444026e-06,6.0534182315071424e-06,3.964190060893694e-06,3.1919994701941807e-06,2.862163819372654e-06,2.5502328450481095e-06,2.335205984612306e-06,2.3390476902325948e-06,2.659818467994531e-06,2.880278043448925e-06,0.054957341945070466,0.314045786857605,0.8324664358670513,3.461204598409434,10.281993840510646,34.532284400363764,38.51867983539899,60.09278806919853,60.16193841298421,48.81872304280599,48.75351745163401,43.38462720264991,51.654978001117705,57.768446850279965,69.646822788318,75.40134836534659,80.53302307128907,83.15548299153646,88.35147908528646,90.32035827636719,83.99536437988282,304566.2721354167,259922.41692708334,234500.55872395833,203320.165625,183327.54270833332,162686.85065104166,138982.35390625,121403.98528645834,107045.546484375,94731.67239583333,74226.17591145834,57479.2345703125,43302.688151041664,30999.604036458335,20081.591764322915,15042.727180989583,10244.229524739583,7927.1400390625,5661.202994791666,3443.86416015625,1269.2140299479167,229.29467137654623,220.42327168782552,215.90089365641276,209.20137659708658,204.6139986673991,200.20227788289387,208.11376419067383,218.65700759887696,230.05697987874348,240.46973470052083,255.65329878330232,266.6718282063802,274.1084569295247,280.6570022583008,286.60033721923827,289.23492533365885,291.7667922973633,292.98900044759114,294.069179280599,295.40591990152996,297.41437377929685,0.0016960084438323974,0.00018631219863891603,0.0009411493937174479,0.0018090367317199706,-0.001212604840596517,-0.0006652037302652995,-0.010723431905110678,-0.01672337849934896,-0.013689231872558594,-0.018092028299967446,-0.02656548817952474,-0.04144636789957682,-0.037765248616536455,-0.033967145284016925,-0.015375582377115886,-0.0022314707438151043,0.0037836710611979167,0.006075795491536458
2,-9.234137057016293e-06,-9.828933980315923e-06,-1.0854811989702284e-05,-1.0678888065740466e-05,-8.87423714933296e-06,-9.064706197629373e-06,-1.090947383393844e-06,-1.7728889361023903e-06,-5.549906442562739e-06,-2.677257483204206e-06,1.8456097071369488e-06,1.2949807569384574e-06,3.8297614082694055e-06,2.3378136878212294e-06,2.181367017328739e-06,2.1412114923199016e-06,1.606143390138944e-06,1.2682906041542688e-06,1.4083537583549817e-06,1.9991459945837656e-06,2.2641227891047797e-06,0.04857725364951572,0.29210033364749205,0.8221072083494315,3.3914406140645346,10.361388586958249,34.8430786460638,38.67385587394237,58.76463923354944,61.92910142528514,51.608475323518114,50.06371680324276,44.77401075363159,51.370074825485545,57.94382790401578,68.91764867206415,74.18400319417317,79.18711903889974,82.43918700814247,88.49073893229166,88.41570129394532,81.6715805053711,304847.70338541665,259987.35208333333,234534.22591145834,203370.57552083334,183361.00364583332,162728.16588541667,139058.41770833332,121466.39296875,107086.496484375,94759.793359375,74229.7703125,57474.52825520833,43292.00963541667,30977.376627604168,20051.255891927085,15009.479036458333,10208.5345703125,7890.742513020833,5624.696061197917,3406.839453125,1231.0166015625,230.3540293375651,220.99108276367187,215.95747197469075,209.34413986206056,204.53962987263998,200.1271525065104,208.02360127766926,218.9824020385742,230.30791015625,240.702845509847,255.88401142756143,266.7000551859538,274.2793701171875,280.89456939697266,286.7816858927409,289.40597076416014,291.90468444824216,293.0442947387695,294.066482035319,295.5752848307292,297.6214223225912,-0.0007465004920959473,0.0006232698758443197,-0.0010663986206054688,-0.001246352990468343,-0.004738442103068034,-0.003719298044840495,-0.013442166646321614,-0.031094741821289063,-0.04642705917358399,-0.05178508758544922,-0.05443299611409505,-0.054520797729492185,-0.04461758931477865,-0.04536857604980469,-0.033910242716471355,-0.024166043599446616,-0.020279757181803384,-0.019409052530924478
3,-9.454841104646523e-06,-1.0880234185606241e-05,-1.1528907149719695e-05,-9.844019465769331e-06,-1.1124649123909573e-05,-1.0328507050871849e-05,-3.872815674791733e-06,2.7026205013195673e-07,-1.6541841129461925e-06,-1.533577839533488e-06,1.0341949140032132e-06,8.234987035393715e-07,2.0165617267290753e-06,5.478582655390104e-07,9.196499983469645e-07,1.2619731326897939e-06,9.856031586726506e-07,4.5757430295149485e-07,1.99520339568456e-07,4.0993715325991314e-07,6.44886555771033e-07,0.052102530002593996,0.27231314182281496,0.7987033128738403,3.343326218922933,10.964155704652269,35.20534907728434,36.20282581647237,54.91753236278892,60.452052251249555,52.149098132861155,48.81418790593743,43.39099704151352,48.76437563598156,55.553862728675206,67.65732879638672,73.8004975706339,79.57300491134326,83.35736139218012,89.37768351236979,88.00943959554037,81.24285481770833,304895.13776041666,259977.40026041667,234481.93020833333,203300.40755208334,183290.81510416666,162691.84934895832,139038.07669270833,121429.984765625,107037.46666666666,94710.176171875,74165.0369140625,57397.456315104166,43203.390625,30881.480729166666,19950.590006510418,14907.013704427083,10104.76806640625,7786.3567586263025,5519.67255859375,3300.6876806259156,1123.6340169270834,229.75150451660156,221.5641731262207,216.20700861612957,209.61137466430665,204.17133458455405,199.977902730306,208.08760248819988,219.25465189615886,230.38587036132813,240.7111925760905,256.18037872314454,266.89392166137696,274.4656712849935,281.06843617757164,286.9092102050781,289.4935134887695,291.9609303792318,293.098073832194,294.13641153971355,295.72862243652344,297.78114929199216,-0.0018764893213907877,-0.00027089516321818035,2.07821528116862e-06,0.0003143231074015299,-0.002173789342244466,-0.006496063868204753,-0.00802927017211914,-0.02484445571899414,-0.02704016367594401,-0.024681917826334634,-0.025604756673177083,-0.023263168334960938,-0.010522715250651042,-0.014259147644042968,-0.011388651529947917,-0.007513809204101563,-0.008686987559000652,-0.011188634236653646
4,-1.0696806324024995e-05,-1.0770070366561412e-05,-1.0351836681365967e-05,-8.453279345606764e-06,-1.1785009216206769e-05,-1.1352001456543803e-05,-6.060775679846604e-06,-3.930763341486454e-07,1.7199510087569554e-06,9.126961231231689e-07,9.603099897503853e-07,5.312069940070312e-07,1.5855223561326662e-06,1.3637666900952657e-07,7.804017513990403e-07,1.0207373028000197e-06,8.381049459179242e-07,3.912098084886869e-07,-2.0000152289867402e-08,8.40441013375918e-08,4.0804346402486165e-07,0.055983788690840204,0.2796122193142461,0.7780317544937134,3.2760564372564356,10.771069399515788,35.984497891863185,34.63829093227784,54.81207265853882,55.754515797644856,50.17581532796224,48.472629554073016,42.79248606363932,47.48870884180069,53.494269436597826,67.04419304778179,73.88122145732244,80.13604559004307,84.05726216634115,89.20194447835287,87.95369873046874,81.70949096679688,304925.56276041665,260093.15208333332,234597.25364583332,203387.15182291667,183356.65572916667,162761.63203125,139119.705078125,121498.93216145833,107096.25494791666,94767.003125,74214.99322916666,57438.056966145836,43237.1755859375,30908.759440104168,19972.46162109375,14926.8412109375,10122.830891927084,7803.74100672404,5536.33271484375,3316.489634132385,1138.95947265625,229.11175715128581,221.39058532714844,216.4102788289388,209.7613962809245,204.31029510498047,199.81337763468426,208.20755920410156,219.32513656616212,230.52343317667643,240.70250193277994,256.3734475096067,266.98778813680013,274.58643035888673,281.25816650390624,287.0337249755859,289.59216766357423,292.03485819498695,293.15710296630857,294.245600382487,295.80330759684244,297.81634318033855,-0.0007552027702331543,-0.0002670486768086751,0.0007853786150614421,-0.0003150026003519694,0.0017367839813232423,-0.001406701405843099,0.0029196898142496747,-0.010215981801350912,-0.010352357228597005,-0.011763254801432291,-0.01907831827799479,-0.025075658162434896,-0.011661783854166666,-0.0032280604044596355,0.007000033060709635,0.009987608591715495,0.010244369506835938,0.009399350484212239
5,-1.1460886647303899e-05,-9.73598410685857e-06,-9.03660353894035e-06,-9.581297247981031e-06,-1.1134791808823744e-05,-1.1736179779594143e-05,-5.2676924193898835e-06,-4.0252149725953736e-07,4.163120562831561e-06,2.4195527657866477e-06,1.852416122953097e-06,7.286590213576952e-07,1.7657022302349408e-06,7.724544654289881e-07,9.658513590693474e-07,8.486909791827202e-07,6.810761988162994e-07,5.113504206140836e-07,4.908690849939983e-07,7.051120822628339e-07,8.699406559268634e-07,0.06060347027766208,0.28065375685691835,0.7561082442601522,3.325339953415096,10.671517622967562,36.19096171061198,34.345350138346355,51.10526236742735,53.386410687367125,47.56770158732931,45.54695290724437,41.52405600150426,46.368415390948456,52.404957974205416,66.93582554558913,74.16975078384081,80.76915232340495,84.6417043685913,90.32896372477214,88.87418518066406,83.11080780029297,304963.56744791666,260207.20989583334,234700.75481770834,203460.583203125,183440.1453125,162835.97213541667,139202.89309895833,121563.90143229166,107158.00859375,94827.06041666666,74277.60950520834,57497.5072265625,43291.000260416666,30959.887174479165,20020.413736979168,14973.753255208334,10168.896126302083,7849.36669921875,5581.663736979167,3361.9000651041665,1184.6691731770834,228.45492095947264,221.40294443766277,216.62939275105794,209.54241536458332,204.37850240071614,199.73553949991862,208.29638951619467,219.39263890584309,230.6344192504883,240.66001536051434,256.4302489002546,267.06275431315106,274.6674489339193,281.37243398030597,287.0991500854492,289.63926798502604,292.06617279052733,293.1934549967448,294.2165974934896,295.76472727457684,297.72717946370443,0.00017304420471191405,0.001305258274078369,0.0022018909454345702,-0.00041138331095377605,0.00086363951365153,0.0005107720692952474,0.004537391662597656,-0.0020369211832682293,-0.008394622802734375,-0.01846923828125,-0.024210166931152344,-0.022081629435221354,-0.01808617909749349,-0.013772710164388021,0.0023848851521809894,0.0043495814005533855,0.0035596211751302083,0.0024393081665039064
6,-1.2251920998096466e-05,-9.42946644499898e-06,-7.628471939824521e-06,-1.1879756736258665e-05,-1.111040667941173e-05,-1.2805406004190446e-05,-4.3422255354623e-06,2.8208596631884575e-06,8.720920110742251e-06,6.8695517256855965e-06,2.7078514297803243e-06,9.061768651008606e-08,6.696752582987149e-07,6.089219823479653e-07,3.413452456394831e-07,3.34236149986585e-07,5.254987627267837e-08,-1.3791335125764211e-08,3.028350571791331e-08,5.460499475399654e-07,9.301817044615745e-07,0.061808991432189944,0.27299756550540527,0.7655293117742985,3.1992069811870656,10.162843306362628,36.50802714029948,32.33933868408203,45.45144617023568,52.51744472285112,46.716287740071614,44.937982716163,42.247576730201644,47.24835936228434,52.643308603018525,65.01142629186312,71.34369710286458,79.19214328924815,82.99969126383463,89.80088907877604,88.96099141438802,83.06747538248698,304983.03125,260271.29296875,234744.7828125,203471.86015625,183433.81796875,162808.90416666667,139155.31236979167,121511.76796875,107105.3328125,94776.06263020834,74238.10846354166,57465.4255859375,43257.67571614583,30927.365169270834,19985.688899739584,14937.866471354168,10132.870442708334,7813.816731770833,5546.8677734375,3328.010108057658,1151.828515625,228.3439173380534,221.649782816569,216.5845148722331,209.7391591389974,204.73295059204102,199.61036224365233,208.33688557942708,219.48688430786132,230.64610341389974,240.6012944539388,256.3001647591591,267.01074066162107,274.670627339681,281.41554260253906,287.1927724202474,289.7515462239583,292.0640284220378,293.1686289469401,294.1380142211914,295.63818003336587,297.6068878173828,-8.026758829752604e-06,-0.0009017229080200195,-0.0014261205991109212,0.0006123781204223633,-0.00018978118896484375,-0.0024849573771158853,0.0034330050150553387,-0.012064297993977865,-0.03343950907389323,-0.04457257588704427,-0.060770606994628905,-0.044096883138020834,-0.03104222615559896,-0.022581990559895834,-0.012282498677571614,-0.01039422353108724,-0.011953798929850261,-0.012940279642740886
7,-1.364903679738442e-05,-1.098146118844549e-05,-7.435376755893231e-06,-1.2838654220104217e-05,-1.096997099618117e-05,-1.3483583461493254e-05,-3.218006653090318e-06,5.440852449585994e-06,1.0403975223501523e-05,5.2677933126688e-06,1.9801470140616098e-06,9.651295840740203e-07,1.2283135826388995e-06,3.2978132367134096e-07,1.0200310498476029e-07,-1.4078492919603984e-08,7.022948314746221e-08,-9.483968218167623e-09,5.007411042849223e-08,5.974201485514641e-07,7.347514231999715e-07,0.06418904795136768,0.28925889248106007,0.8140129327774048,3.176016330750038,10.218480924765268,37.939660969873266,31.84656366755565,41.57031642993291,49.961653092503546,47.780128987630206,43.43953228493532,40.974836410582064,47.16376546223958,52.822471618652344,64.91346778323253,71.62920379638672,79.16652018229166,83.91881237427394,91.3988525390625,90.43782857259114,84.29951680501303,304697.36015625,260069.59309895834,234607.76588541668,203353.86315104167,183317.47213541667,162700.07786458332,139053.14635416667,121407.82682291667,107010.42291666666,94687.430078125,74151.61145833334,57378.877278645836,43164.35501302083,30829.469075520832,19883.781705729165,14835.155143229167,10029.795377604167,7710.714605967204,5443.888216145833,3225.4777669270834,1049.70390625,228.16939951578777,221.10606486002604,216.0670529683431,209.78608296712238,204.72625122070312,199.34286677042644,208.35193888346353,219.49155197143554,230.45665232340494,240.5430824279785,256.2787262717883,267.0714958190918,274.78626047770183,281.5546717325846,287.254377746582,289.7775182088216,292.08524932861326,293.135573832194,294.06888478597006,295.5508875528971,297.527294921875,0.00042904218037923176,-0.00040194988250732424,-0.0017824808756510416,-2.0349025726318358e-05,0.002231438954671224,-0.0024665117263793944,-0.0031696637471516926,-0.01777489980061849,-0.03542887369791667,-0.04865404764811198,-0.0599002202351888,-0.03630078633626302,-0.02190227508544922,-0.016289456685384115,-0.011200968424479167,-0.006268564860026042,-0.006056849161783854,-0.007124519348144532
8,-1.6037586311272565e-05,-1.1630403288520285e-05,-9.44209491101739e-06,-1.3039225525960821e-05,-9.942618964328836e-06,-1.5794654102431786e-05,-3.570516852669696e-06,9.257512561265859e-06,9.704029566272166e-06,2.728935516597819e-06,1.1929778451741483e-06,2.0635944184425954e-06,9.571754709813604e-07,-1.972230128109208e-07,-1.3638948596612052e-07,1.1081482704991622e-07,5.391497876015936e-07,4.197723962582988e-07,4.899635895530218e-07,6.140913056882091e-07,5.933384631308282e-07,0.06257551942499841,0.2982409380036271,0.8653007216473338,3.294686846095002,9.603551043390732,36.50001643653727,30.89134071501459,41.699147394583925,50.28760209345719,47.79052932949976,41.35178293974073,39.10926853917941,46.393806900720875,51.74577731710252,64.19193837454705,71.92225555166664,79.43318350384344,84.52917603931981,91.56011937564834,90.67423713652425,84.72416038038325,304608.49662863073,260022.00363070538,234591.66623443982,203404.9917012448,183366.1244813278,162703.5836358921,139039.8215767635,121395.84530601659,107009.19540975103,94696.01400414937,74168.0455783195,57398.84647302904,43181.82075012967,30846.377042271783,19900.089989626555,14851.863573003113,10047.202059290716,7728.554411955394,5462.059414305628,3243.8045710013616,1068.242997925311,228.33356213074995,220.8503892827331,215.6141893062354,209.58121993828613,205.10192598841496,199.61411092291235,208.43752443938828,219.338332623367,230.22501047221456,240.41380278401354,256.20036625367476,267.0624982271946,274.85980921068625,281.58273277441003,287.2817922251848,289.7332221699948,292.0408345455945,293.06833430246695,294.04203435494196,295.5291765774929,297.48229296672395,0.0008551639145340662,-0.0005049359254322606,-0.0004929623168533769,-0.0023827340098337515,-0.0002401332637581093,0.006737939549679578,0.002223402632717275,-0.012441128616016435,-0.02899317919466011,-0.04651751458892189,-0.06273791206328207,-0.04019931539954981,-0.0283202927142258,-0.018397366852186528,-0.005994179436774669,0.002796818111942022,0.004740168939487568,0.0046060847048937535
9,-1.635105193903049e-05,-1.2885913019999861e-05,-1.0506794205866754e-05,-1.3179375673644245e-05,-9.290870123853285e-06,-1.4190135213236013e-05,-4.1059257152179875e-06,1.0351436988761028e-05,7.503584492951632e-06,2.0590688412388166e-06,9.933641801277795e-07,1.6308932875593503e-06,8.990910525123278e-07,7.342624788482984e-07,2.9357615858316424e-07,8.021248504519462e-07,1.1860703428586324e-06,1.1225230991840362e-06,1.0542028273145357e-06,1.132558099925518e-06,1.0736441860596338e-06,0.057047896559136765,0.28966384728749595,0.8243999423614393,3.3869070053100585,9.950019896775483,34.57929204503695,31.046980872253577,44.72640307520827,52.48275016744932,46.959359692782165,40.603495279947914,38.46212803348899,46.57108583971858,51.728922400375204,63.902322386701904,72.02908176581064,79.4988779693842,84.4478261311849,91.16596883138021,90.5028299967448,84.7886240641276,304875.25859375,260182.81471354168,234714.94361979168,203524.23046875,183508.471484375,162840.86015625,139147.065625,121500.92799479167,107111.47565104166,94796.84635416667,74267.02962239583,57493.747786458334,43273.33209635417,30936.691015625,19987.887109375,14938.815462239583,10133.5162109375,7814.664124933878,5547.716471354167,3329.18271484375,1153.4535807291666,229.15990880330403,221.10703099568684,216.0242774963379,209.46513595581055,204.82283248901368,200.01825739542645,208.5417620340983,219.33771387736002,230.2604512532552,240.45091705322267,256.26900278727214,267.1163141886393,274.9358846028646,281.64034678141275,287.34176584879555,289.75842437744143,292.06399892171225,293.1054448445638,294.0978535970052,295.55898234049477,297.494965616862,0.001233522097269694,0.001427402098973592,0.0026873350143432617,0.0012992382049560546,-0.0036554257074991863,0.0035450021425882977,0.0015877087910970051,-0.009180100758870442,-0.02412242889404297,-0.03447125752766927,-0.042137495676676434,-0.030246798197428384,-0.033293533325195315,-0.01761283874511719,-0.0025040944417317706,0.00488274892171224,0.006683731079101562,0.006815910339355469
