,mslp
0,100482.6875
1,100567.0625
2,100704.125
3,100632.1875
4,100490.375
5,100586.875
6,100671.9375
7,100628.6875
8,100456.9375
9,100565.5
10,100676.5625
11,100650.875
12,100436.125
13,100493.9375
14,100697.375
15,100456.1875
16,100311.1875
17,100384.625
18,100529.625
19,100475.8125
20,100363.8125
21,100401.75
22,100418.4375
23,100371.5625
24,100281.25
25,100328.9375
26,100443.9375
27,100427.625
28,100310.625
29,100384.8125
30,100376.6875
31,100336.5625
32,100255.6875
33,100285.5
34,100325.625
35,100196.1875
36,100065.25
37,100136.0625
38,100209.625
39,100103.6875
40,99929.0
41,99977.9375
42,99925.875
43,99842.375
44,99688.0
45,99688.5625
46,99470.0625
47,99355.375
48,99240.6875
49,99228.5
50,99138.3125
51,99038.3125
52,98939.25
53,98924.125
54,98945.5
55,98861.75
56,98813.125
57,98951.75
58,98955.5
59,98980.0625
60,98851.25
61,98887.0625
62,99020.0
63,98850.25
64,98900.375
65,99255.25
66,100129.25
67,100171.875
68,100242.1875
69,100395.8125
70,100469.8125
