,mslp
0,100381.0625
1,100458.5
2,100511.0625
3,100369.4375
4,100198.0
5,100225.0625
6,100259.125
7,100165.3125
8,99919.9375
9,99910.8125
10,99988.875
11,99756.1875
12,99513.1875
13,99488.625
14,99495.6875
15,99339.625
16,99033.0625
17,99019.875
18,99072.25
19,98875.375
20,98634.5625
21,98528.9375
22,98530.3125
23,98335.875
24,98037.0
25,97918.625
26,97714.125
27,97544.375
28,97305.5625
29,97142.4375
30,97084.875
31,96954.75
32,96596.0
33,96439.6875
34,96592.875
35,96552.5
36,96392.8125
37,96362.6875
38,96530.375
39,96611.75
40,96446.0625
41,96556.6875
42,96799.25
43,96821.0
44,96688.1875
45,96846.125
46,97339.4375
47,97621.9375
48,98080.375
49,98636.75
50,99049.0
51,99316.125
52,99518.6875
53,99785.75
54,100119.6875
55,100232.9375
56,100326.6875
57,100579.75
58,100750.0
59,100794.0625
60,100804.3125
